sig_uf (municipio_ibge.csv);ano_deferimento;Municipio-UF;Nom Municipio;nom_nj_agrupada;sig_uf;Idt Capital;mes_deferimento;Nom Regiao;qtd_empresas;qtd_horas_viabilidade_soma;Tempo Médio Viabilidade;vlr_horas_viabilidade_soma;vlr_qtd_empresas;cod_municipio_ibge;cod_municipio_ibge (municipio_ibge.csv);cod_nj_agrupada;cod_nj_agrupada (natureza_juridica_agrupada.csv);Número de registros;opcao_mei;qtd_horas_abertura_media;qtd_horas_abertura_soma;qtd_horas_registro_media;qtd_horas_registro_soma;qtd_horas_viabilidade_media;Soma Tempos;Tempo Médio de Abertura;Tempo Médio Registro;tip_porte;vlr_horas_abertura_media;vlr_horas_abertura_soma;vlr_horas_registro_media;vlr_horas_registro_soma;vlr_horas_viabilidade_media;vlr_latitude;vlr_longitude
GO;2023;Goiânia - GO;Goiânia;Sociedade Limitada;GO;Sim;Março;Centro-Oeste;8;79.34999999999999;10;79,35;8;5208707;5208707;18;18;1;Não;16.295;130.36;6.376250000000001;51.01000000000001;9.918749999999999;16;0 Dia(s) 16 Hora(s);6;1;16,295;130,36;6,37625;51,01;9,91875;-16.64274024963379;-49.26533126831055
BA;2023;Salvador - BA;Salvador;Empresário Individual;BA;Sim;Março;Nordeste;22;180.82;8;180,82;22;2927408;2927408;14;14;1;Não;8.471818181818181;186.38;0.2527272727272727;5.56;8.219090909090909;8;0 Dia(s) 8 Hora(s);0;1;8,471818182;186,38;0,252727273;5,56;8,219090909;-12.8754301071167;-38.48815155029297
BA;2023;Salvador - BA;Salvador;Sociedade Limitada;BA;Sim;Março;Nordeste;271;2143.4;8;2143,4;271;2927408;2927408;18;18;1;Não;8.355608856088562;2264.37;0.4463837638376384;120.97;7.909225092250923;8;0 Dia(s) 8 Hora(s);0;1;8,355608856;2264,37;0,446383764;120,97;7,909225092;-12.8754301071167;-38.48815155029297
PE;2023;Recife - PE;Recife;Sociedade Limitada;PE;Sim;Março;Nordeste;428;280;1;280;428;2611606;2611606;18;18;1;Não;1.909672897196262;817.34;1.255467289719626;537.3399999999999;0.6542056074766355;2;0 Dia(s) 2 Hora(s);1;1;1,909672897;817,34;1,255467290;537,34;0,654205607;-8.042160034179688;-34.92816162109375
PI;2023;Teresina - PI;Teresina;Sociedade Limitada;PI;Sim;Março;Nordeste;2;24.98;12;24,98;2;2211001;2211001;18;18;1;Não;12.495;24.99;0.005;0.01;12.49;12;0 Dia(s) 12 Hora(s);0;1;12,495;24,99;0,005;0,01;12,49;-5.186439990997314;-42.6986083984375
AM;2023;Manaus - AM;Manaus;Empresário Individual;AM;Sim;Março;Norte;130;454.69;3;454,69;130;1302603;1302603;14;14;1;Não;4.855769230769231;631.25;1.358153846153846;176.56;3.497615384615385;5;0 Dia(s) 5 Hora(s);1;1;4,855769231;631,25;1,358153846;176,56;3,497615385;-2.573260068893433;-60.37162017822266
AP;2023;Macapá - AP;Macapá;Empresário Individual;AP;Sim;Março;Norte;44;817.87;19;817,87;44;1600303;1600303;14;14;1;Não;19.15227272727273;842.6999999999999;0.5643181818181818;24.83;18.58795454545455;19;0 Dia(s) 19 Hora(s);1;1;19,152272727;842,7;0,564318182;24,83;18,587954545;0.5714399814605713;-50.95298004150391
AM;2023;Manaus - AM;Manaus;Sociedade Limitada;AM;Sim;Março;Norte;277;1346.77;5;1346,77;277;1302603;1302603;18;18;1;Não;6.648519855595669;1841.64;1.786534296028881;494.87;4.861985559566787;7;0 Dia(s) 7 Hora(s);2;1;6,648519856;1841,64;1,786534296;494,87;4,861985560;-2.573260068893433;-60.37162017822266
AP;2023;Macapá - AP;Macapá;Sociedade Limitada;AP;Sim;Março;Norte;66;1435.09;22;1435,09;66;1600303;1600303;18;18;1;Não;27.7769696969697;1833.28;6.033181818181819;398.1900000000001;21.74378787878788;28;1 Dia(s) 4 Hora(s);6;1;27,776969697;1833,28;6,033181818;398,19;21,743787879;0.5714399814605713;-50.95298004150391
TO;2023;Palmas - TO;Palmas;Sociedade Limitada;TO;Sim;Março;Norte;167;2172.05;13;2172,05;167;1721000;1721000;18;18;1;Não;14.91011976047904;2489.99;1.903832335329342;317.9400000000001;13.0062874251497;15;0 Dia(s) 15 Hora(s);2;1;14,910119760;2489,99;1,903832335;317,94;13,006287425;-10.18912982940674;-48.11098098754883
MG;2023;Belo Horizonte - MG;Belo Horizonte;Empresário Individual;MG;Sim;Março;Sudeste;165;20.31;0;20,31;165;3106200;3106200;14;14;1;Não;2.917454545454545;481.38;2.794363636363636;461.0699999999999;0.1230909090909091;3;0 Dia(s) 3 Hora(s);3;1;2,917454545;481,38;2,794363636;461,07;0,123090909;-19.91811943054199;-43.95029830932617
SP;2023;São Paulo - SP;São Paulo;Empresário Individual;SP;Sim;Março;Sudeste;1024;195.92;0;195,92;1024;3550308;3550308;14;14;1;Não;16.415478515625;16809.45;16.224150390625;16613.53;0.191328125;16;0 Dia(s) 16 Hora(s);16;1;16,415478516;16809,45;16,224150391;16613,53;0,191328125;-23.68235969543457;-46.71699905395508
MG;2023;Belo Horizonte - MG;Belo Horizonte;Sociedade Limitada;MG;Sim;Março;Sudeste;1624;5983.669999999999;4;5983,67;1624;3106200;3106200;18;18;1;Não;11.38256773399015;18485.29;7.698041871921181;12501.62;3.684525862068965;11;0 Dia(s) 11 Hora(s);8;1;11,382567734;18485,29;7,698041872;12501,62;3,684525862;-19.91811943054199;-43.95029830932617
ES;2023;Vitória - ES;Vitória;Sociedade em Nome Coletivo;ES;Sim;Março;Sudeste;1;0.71;1;0,71;1;3205309;3205309;19;19;1;Não;3.84;3.84;3.13;3.13;0.71;4;0 Dia(s) 4 Hora(s);3;1;3,84;3,84;3,13;3,13;0,71;-20.2796802520752;-40.31510925292969
DF;2023;Brasília - DF;Brasília;Empresário Individual;DF;Sim;Março;Centro-Oeste;8;7.529999999999999;1;7,53;8;5300108;5300108;14;14;1;Não;0.9412499999999999;7.529999999999999;0;0;0.9412499999999999;1;0 Dia(s) 1 Hora(s);0;3;0,94125;7,53;0;0;0,94125;-15.77525997161865;-47.78059005737305
MT;2023;Cuiabá - MT;Cuiabá;Sociedade Limitada;MT;Sim;Março;Centro-Oeste;165;1117.46;7;1117,46;165;5103403;5103403;18;18;1;Não;7.819151515151516;1290.16;1.046666666666667;172.7;6.772484848484849;8;0 Dia(s) 8 Hora(s);1;3;7,819151515;1290,16;1,046666667;172,7;6,772484848;-15.41987037658691;-56.05511856079102
AL;2023;Maceió - AL;Maceió;Sociedade Limitada;AL;Sim;Março;Nordeste;85;49.19;1;49,19;85;2704302;2704302;18;18;1;Não;3.051294117647059;259.36;2.472588235294118;210.17;0.5787058823529412;3;0 Dia(s) 3 Hora(s);2;3;3,051294118;259,36;2,472588235;210,17;0,578705882;-9.542070388793945;-35.70745086669922
CE;2023;Fortaleza - CE;Fortaleza;Sociedade Limitada;CE;Sim;Março;Nordeste;139;321.27;2;321,27;139;2304400;2304400;18;18;1;Não;10.93798561151079;1520.38;8.626690647482013;1199.11;2.311294964028777;11;0 Dia(s) 11 Hora(s);9;3;10,937985612;1520,38;8,626690647;1199,11;2,311294964;-3.79010009765625;-38.52524948120117
PB;2023;João Pessoa - PB;João Pessoa;Sociedade Limitada;PB;Sim;Março;Nordeste;46;288.71;6;288,71;46;2507507;2507507;18;18;1;Não;8.829565217391306;406.1600000000001;2.553260869565217;117.45;6.276304347826088;9;0 Dia(s) 9 Hora(s);3;3;8,829565217;406,16;2,553260870;117,45;6,276304348;-7.149730205535889;-34.85308837890625
MG;2023;Belo Horizonte - MG;Belo Horizonte;Empresário Individual;MG;Sim;Março;Sudeste;20;0.7300000000000001;0;0,73;20;3106200;3106200;14;14;1;Não;4.9885;99.77;4.952;99.04000000000001;0.0365;5;0 Dia(s) 5 Hora(s);5;3;4,9885;99,77;4,952;99,04;0,0365;-19.91811943054199;-43.95029830932617
SP;2023;São Paulo - SP;São Paulo;Sociedade Limitada;SP;Sim;Março;Sudeste;2563;267.4599999999999;0;267,46;2563;3550308;3550308;18;18;1;Não;24.09752633632462;61761.96000000001;23.99317206398752;61494.50000000001;0.1043542723371049;24;1 Dia(s) 0 Hora(s);24;3;24,097526336;61761,96;23,993172064;61494,5;0,104354272;-23.68235969543457;-46.71699905395508
PR;2023;Curitiba - PR;Curitiba;Empresário Individual;PR;Sim;Março;Sul;6;1.95;0;1,95;6;4106902;4106902;14;14;1;Não;3.045;18.27;2.72;16.32;0.3250000000000001;3;0 Dia(s) 3 Hora(s);3;3;3,045;18,27;2,72;16,32;0,325;-25.49605941772461;-49.2849006652832
DF;2023;Brasília - DF;Brasília;Empresa Pública;DF;Sim;Março;Centro-Oeste;3;48.4;16;48,4;3;5300108;5300108;13;13;1;Não;16.26666666666667;48.8;0.1333333333333333;0.4;16.13333333333333;16;0 Dia(s) 16 Hora(s);0;5;16,266666667;48,8;0,133333333;0,4;16,133333333;-15.77525997161865;-47.78059005737305
RN;2023;Natal - RN;Natal;Empresa Pública;RN;Sim;Março;Nordeste;1;0.16;0;0,16;1;2408102;2408102;13;13;1;Não;0.17;0.17;0.01;0.01;0.16;0;0 Dia(s) 0 Hora(s);0;5;0,17;0,17;0,01;0,01;0,16;-5.801929950714111;-35.21844863891602
MA;2023;São Luís - MA;São Luís;Empresário Individual;MA;Sim;Março;Nordeste;1;16.5;17;16,5;1;2111300;2111300;14;14;1;Não;16.6;16.6;0.1;0.1;16.5;17;0 Dia(s) 17 Hora(s);0;5;16,6;16,6;0,1;0,1;16,5;-2.627480030059814;-44.30332183837891
PE;2023;Recife - PE;Recife;Empresário Individual;PE;Sim;Março;Nordeste;1;1;1;1;1;2611606;2611606;14;14;1;Não;1.24;1.24;0.24;0.24;1;1;0 Dia(s) 1 Hora(s);0;5;1,24;1,24;0,24;0,24;1;-8.042160034179688;-34.92816162109375
PB;2023;João Pessoa - PB;João Pessoa;Sociedade Limitada;PB;Sim;Março;Nordeste;28;158.3;6;158,3;28;2507507;2507507;18;18;1;Não;14.44214285714286;404.3800000000001;8.788571428571426;246.08;5.653571428571428;14;0 Dia(s) 14 Hora(s);9;5;14,442142857;404,38;8,788571429;246,08;5,653571429;-7.149730205535889;-34.85308837890625
PE;2023;Recife - PE;Recife;Sociedade Anônima;PE;Sim;Março;Nordeste;24;8;0;8;24;2611606;2611606;23;23;1;Não;219.2066666666667;5260.96;218.8733333333333;5252.96;0.3333333333333333;219;9 Dia(s) 3 Hora(s);219;5;219,206666667;5260,96;218,873333333;5252,96;0,333333333;-8.042160034179688;-34.92816162109375
AM;2023;Manaus - AM;Manaus;Sociedade Limitada;AM;Sim;Março;Norte;38;234.85;6;234,85;38;1302603;1302603;18;18;1;Não;12.32631578947368;468.3999999999999;6.146052631578947;233.55;6.180263157894736;12;0 Dia(s) 12 Hora(s);6;5;12,326315789;468,4;6,146052632;233,55;6,180263158;-2.573260068893433;-60.37162017822266
RR;2023;Boa Vista - RR;Boa Vista;Sociedade Limitada;RR;Sim;Março;Norte;4;39.48;10;39,48;4;1400100;1400100;18;18;1;Não;14.17;56.68;4.3;17.2;9.869999999999999;14;0 Dia(s) 14 Hora(s);4;5;14,17;56,68;4,3;17,2;9,87;3.017139911651611;-60.74443817138672
TO;2023;Palmas - TO;Palmas;Sociedade Limitada;TO;Sim;Março;Norte;16;287.51;18;287,51;16;1721000;1721000;18;18;1;Não;21.89375;350.3000000000001;3.924375;62.79000000000001;17.969375;22;0 Dia(s) 22 Hora(s);4;5;21,89375;350,3;3,924375;62,79;17,969375;-10.18912982940674;-48.11098098754883
ES;2023;Vitória - ES;Vitória;Empresa Pública;ES;Sim;Março;Sudeste;1;0.05;0;0,05;1;3205309;3205309;13;13;1;Não;0.1;0.1;0.05;0.05;0.05;0;0 Dia(s) 0 Hora(s);0;5;0,1;0,1;0,05;0,05;0,05;-20.2796802520752;-40.31510925292969
SP;2023;São Paulo - SP;São Paulo;Sociedade de Economia Mista;SP;Sim;Março;Sudeste;1;0.04;0;0,04;1;3550308;3550308;16;16;1;Não;0.17;0.17;0.13;0.13;0.04;0;0 Dia(s) 0 Hora(s);0;5;0,17;0,17;0,13;0,13;0,04;-23.68235969543457;-46.71699905395508
SP;2023;São Paulo - SP;São Paulo;Sociedade Limitada;SP;Sim;Março;Sudeste;1177;232.38;0;232,38;1177;3550308;3550308;18;18;1;Não;37.01780798640613;43569.96000000001;36.8203738317757;43337.58;0.1974341546304163;37;1 Dia(s) 13 Hora(s);37;5;37,017807986;43569,96;36,820373832;43337,58;0,197434155;-23.68235969543457;-46.71699905395508
RS;2023;Porto Alegre - RS;Porto Alegre;Empresário Individual;RS;Sim;Março;Sul;2;1.29;1;1,29;2;4314902;4314902;14;14;1;Não;0.645;1.29;0;0;0.645;1;0 Dia(s) 1 Hora(s);0;5;0,645;1,29;0;0;0,645;-30.10111045837402;-51.18857955932617
RS;2023;Porto Alegre - RS;Porto Alegre;Sociedade Limitada;RS;Sim;Março;Sul;89;725.9200000000001;8;725,92;89;4314902;4314902;18;18;1;Não;16.62168539325843;1479.33;8.465280898876406;753.4100000000001;8.156404494382024;17;0 Dia(s) 17 Hora(s);8;5;16,621685393;1479,33;8,465280899;753,41;8,156404494;-30.10111045837402;-51.18857955932617
RS;2023;Porto Alegre - RS;Porto Alegre;Sociedade Anônima;RS;Sim;Março;Sul;19;2.49;0;2,49;19;4314902;4314902;23;23;1;Não;19.21631578947369;365.11;19.08526315789474;362.6200000000001;0.1310526315789474;19;0 Dia(s) 19 Hora(s);19;5;19,216315789;365,11;19,085263158;362,62;0,131052632;-30.10111045837402;-51.18857955932617
GO;2023;Anicuns - GO;Anicuns;Empresário Individual;GO;Não;Março;Centro-Oeste;1;17.5;18;17,5;1;5201306;5201306;14;14;1;Não;17.5;17.5;0;0;17.5;18;0 Dia(s) 18 Hora(s);0;1;17,5;17,5;0;0;17,5;-16.40716934204102;-49.98881149291992
GO;2023;Aragarças - GO;Aragarças;Empresário Individual;GO;Não;Março;Centro-Oeste;1;87.40000000000001;87;87,4;1;5201702;5201702;14;14;1;Não;87.40000000000001;87.40000000000001;0;0;87.40000000000001;87;3 Dia(s) 15 Hora(s);0;1;87,4;87,4;0;0;87,4;-15.98859024047852;-52.20241928100586
GO;2023;Aragoiânia - GO;Aragoiânia;Empresário Individual;GO;Não;Março;Centro-Oeste;1;10.07;10;10,07;1;5201801;5201801;14;14;1;Não;10.07;10.07;0;0;10.07;10;0 Dia(s) 10 Hora(s);0;1;10,07;10,07;0;0;10,07;-16.9395809173584;-49.42287826538086
GO;2023;Araguapaz - GO;Araguapaz;Empresário Individual;GO;Não;Março;Centro-Oeste;1;27.9;28;27,9;1;5202155;5202155;14;14;1;Não;27.9;27.9;0;0;27.9;28;1 Dia(s) 4 Hora(s);0;1;27,9;27,9;0;0;27,9;-15.1360502243042;-50.39823913574219
GO;2023;Firminópolis - GO;Firminópolis;Empresário Individual;GO;Não;Março;Centro-Oeste;1;21.3;21;21,3;1;5207808;5207808;14;14;1;Não;21.32;21.32;0.02;0.02;21.3;21;0 Dia(s) 21 Hora(s);0;1;21,32;21,32;0,02;0,02;21,3;-16.6258602142334;-50.34946823120117
GO;2023;Guaraíta - GO;Guaraíta;Empresário Individual;GO;Não;Março;Centro-Oeste;1;16.75;17;16,75;1;5209291;5209291;14;14;1;Não;16.77;16.77;0.02;0.02;16.75;17;0 Dia(s) 17 Hora(s);0;1;16,77;16,77;0,02;0,02;16,75;-15.68225955963135;-50.04494857788086
GO;2023;Nazário - GO;Nazário;Empresário Individual;GO;Não;Março;Centro-Oeste;1;0.16;0;0,16;1;5214408;5214408;14;14;1;Não;0.2;0.2;0.04;0.04;0.16;0;0 Dia(s) 0 Hora(s);0;1;0,2;0,2;0,04;0,04;0,16;-16.58345985412598;-49.86196136474609
GO;2023;Nerópolis - GO;Nerópolis;Empresário Individual;GO;Não;Março;Centro-Oeste;1;4.38;4;4,38;1;5214507;5214507;14;14;1;Não;4.699999999999999;4.699999999999999;0.32;0.32;4.38;5;0 Dia(s) 5 Hora(s);0;1;4,7;4,7;0,32;0,32;4,38;-16.42972946166992;-49.17734146118164
GO;2023;São João D'Aliança - GO;São João D'Aliança;Empresário Individual;GO;Não;Março;Centro-Oeste;1;19.72;20;19,72;1;5220009;5220009;14;14;1;Não;19.72;19.72;0;0;19.72;20;0 Dia(s) 20 Hora(s);0;1;19,72;19,72;0;0;19,72;-14.43113040924072;-47.34872055053711
GO;2023;Terezópolis de Goiás - GO;Terezópolis de Goiás;Empresário Individual;GO;Não;Março;Centro-Oeste;1;119.49;119;119,49;1;5221197;5221197;14;14;1;Não;120.04;120.04;0.55;0.55;119.49;120;5 Dia(s) 0 Hora(s);1;1;120,04;120,04;0,55;0,55;119,49;-16.45611953735352;-49.08613967895508
GO;2023;Turvânia - GO;Turvânia;Empresário Individual;GO;Não;Março;Centro-Oeste;1;0.43;0;0,43;1;5221502;5221502;14;14;1;Não;0.7;0.7;0.27;0.27;0.43;1;0 Dia(s) 1 Hora(s);0;1;0,7;0,7;0,27;0,27;0,43;-16.57744026184082;-50.11494827270508
GO;2023;Formosa - GO;Formosa;Empresário Individual;GO;Não;Março;Centro-Oeste;2;6.34;3;6,34;2;5208004;5208004;14;14;1;Não;3.17;6.34;0;0;3.17;3;0 Dia(s) 3 Hora(s);0;1;3,17;6,34;0;0;3,17;-15.28664970397949;-47.25127029418945
GO;2023;Luziânia - GO;Luziânia;Empresário Individual;GO;Não;Março;Centro-Oeste;2;68.95999999999999;34;68,96;2;5212501;5212501;14;14;1;Não;37.765;75.53;3.285;6.569999999999999;34.48;38;1 Dia(s) 14 Hora(s);3;1;37,765;75,53;3,285;6,57;34,48;-16.55456924438477;-48.02455139160156
GO;2023;Minaçu - GO;Minaçu;Empresário Individual;GO;Não;Março;Centro-Oeste;2;49.77;25;49,77;2;5213087;5213087;14;14;1;Não;24.895;49.79;0.01;0.02;24.885;25;1 Dia(s) 1 Hora(s);0;1;24,895;49,79;0,01;0,02;24,885;-13.49532032012939;-48.37142181396484
GO;2023;Orizona - GO;Orizona;Empresário Individual;GO;Não;Março;Centro-Oeste;2;25.29;13;25,29;2;5215306;5215306;14;14;1;Não;19.655;39.31;7.01;14.02;12.645;20;0 Dia(s) 20 Hora(s);7;1;19,655;39,31;7,01;14,02;12,645;-17.02071952819824;-48.19834899902344
GO;2023;Professor Jamil - GO;Professor Jamil;Empresário Individual;GO;Não;Março;Centro-Oeste;2;34.4;17;34,4;2;5218391;5218391;14;14;1;Não;17.24;34.48;0.04;0.08;17.2;17;0 Dia(s) 17 Hora(s);0;1;17,24;34,48;0,04;0,08;17,2;-17.27776908874512;-49.22885131835938
GO;2023;Rianápolis - GO;Rianápolis;Empresário Individual;GO;Não;Março;Centro-Oeste;2;88.44;44;88,44;2;5218706;5218706;14;14;1;Não;44.23;88.46000000000001;0.01;0.02;44.22;44;1 Dia(s) 20 Hora(s);0;1;44,23;88,46;0,01;0,02;44,22;-15.48085975646973;-49.42734146118164
GO;2023;Goianésia - GO;Goianésia;Empresário Individual;GO;Não;Março;Centro-Oeste;3;59.49;20;59,49;3;5208608;5208608;14;14;1;Não;19.95666666666667;59.87;0.1266666666666667;0.38;19.83;20;0 Dia(s) 20 Hora(s);0;1;19,956666667;59,87;0,126666667;0,38;19,83;-15.29728984832764;-49.1927604675293
GO;2023;Porangatu - GO;Porangatu;Empresário Individual;GO;Não;Março;Centro-Oeste;3;36.79;12;36,79;3;5218003;5218003;14;14;1;Não;12.27666666666667;36.83000000000001;0.01333333333333333;0.04;12.26333333333333;12;0 Dia(s) 12 Hora(s);0;1;12,276666667;36,83;0,013333333;0,04;12,263333333;-13.28036022186279;-49.21482849121094
GO;2023;Bela Vista de Goiás - GO;Bela Vista de Goiás;Empresário Individual;GO;Não;Março;Centro-Oeste;4;94.61;24;94,61;4;5203302;5203302;14;14;1;Não;23.6675;94.66999999999999;0.015;0.06;23.6525;24;1 Dia(s) 0 Hora(s);0;1;23,6675;94,67;0,015;0,06;23,6525;-16.97287940979004;-48.91910171508789
GO;2023;Valparaíso de Goiás - GO;Valparaíso de Goiás;Empresário Individual;GO;Não;Março;Centro-Oeste;8;142.77;18;142,77;8;5221858;5221858;14;14;1;Não;17.865;142.92;0.01875;0.15;17.84625;18;0 Dia(s) 18 Hora(s);0;1;17,865;142,92;0,01875;0,15;17,84625;-16.09337997436523;-47.9951286315918
MS;2023;Angélica - MS;Angélica;Empresário Individual;MS;Não;Março;Centro-Oeste;1;65.73;66;65,73;1;5000856;5000856;14;14;1;Não;65.78;65.78;0.05;0.05;65.73;66;2 Dia(s) 18 Hora(s);0;1;65,78;65,78;0,05;0,05;65,73;-22.05857086181641;-53.88940811157227
MS;2023;Aparecida do Taboado - MS;Aparecida do Taboado;Empresário Individual;MS;Não;Março;Centro-Oeste;1;20.81;21;20,81;1;5001003;5001003;14;14;1;Não;20.81;20.81;0;0;20.81;21;0 Dia(s) 21 Hora(s);0;1;20,81;20,81;0;0;20,81;-20.07316017150879;-51.33409118652344
MS;2023;Deodápolis - MS;Deodápolis;Empresário Individual;MS;Não;Março;Centro-Oeste;1;39.85;40;39,85;1;5003454;5003454;14;14;1;Não;39.85;39.85;0;0;39.85;40;1 Dia(s) 16 Hora(s);0;1;39,85;39,85;0;0;39,85;-22.13994979858398;-54.11373901367188
MS;2023;Fátima do Sul - MS;Fátima do Sul;Empresário Individual;MS;Não;Março;Centro-Oeste;1;1.72;2;1,72;1;5003801;5003801;14;14;1;Não;1.72;1.72;0;0;1.72;2;0 Dia(s) 2 Hora(s);0;1;1,72;1,72;0;0;1,72;-22.3443603515625;-54.37065887451172
MS;2023;Inocência - MS;Inocência;Empresário Individual;MS;Não;Março;Centro-Oeste;1;22.24;22;22,24;1;5004403;5004403;14;14;1;Não;22.24;22.24;0;0;22.24;22;0 Dia(s) 22 Hora(s);0;1;22,24;22,24;0;0;22,24;-19.6602897644043;-52.02714157104492
MS;2023;Juti - MS;Juti;Empresário Individual;MS;Não;Março;Centro-Oeste;1;4.82;5;4,82;1;5005152;5005152;14;14;1;Não;4.82;4.82;0;0;4.82;5;0 Dia(s) 5 Hora(s);0;1;4,82;4,82;0;0;4,82;-22.81848907470703;-54.5790901184082
MS;2023;Santa Rita do Pardo - MS;Santa Rita do Pardo;Empresário Individual;MS;Não;Março;Centro-Oeste;1;0;0;0;1;5007554;5007554;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-21.22886085510254;-52.84590911865234
MS;2023;Sonora - MS;Sonora;Empresário Individual;MS;Não;Março;Centro-Oeste;1;0;0;0;1;5007935;5007935;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-17.61661911010742;-54.61639022827148
MS;2023;Terenos - MS;Terenos;Empresário Individual;MS;Não;Março;Centro-Oeste;1;24.27;24;24,27;1;5008008;5008008;14;14;1;Não;24.27;24.27;0;0;24.27;24;1 Dia(s) 0 Hora(s);0;1;24,27;24,27;0;0;24,27;-20.46376037597656;-55.01929092407227
MS;2023;Alcinópolis - MS;Alcinópolis;Empresário Individual;MS;Não;Março;Centro-Oeste;2;18.31;9;18,31;2;5000252;5000252;14;14;1;Não;9.23;18.46;0.075;0.15;9.155000000000001;9;0 Dia(s) 9 Hora(s);0;1;9,23;18,46;0,075;0,15;9,155;-18.22577095031738;-53.74259948730469
MS;2023;Jardim - MS;Jardim;Empresário Individual;MS;Não;Março;Centro-Oeste;2;45.34;23;45,34;2;5005004;5005004;14;14;1;Não;22.67;45.34;0;0;22.67;23;0 Dia(s) 23 Hora(s);0;1;22,67;45,34;0;0;22,67;-21.60951042175293;-56.31900024414062
MS;2023;Pedro Gomes - MS;Pedro Gomes;Empresário Individual;MS;Não;Março;Centro-Oeste;2;88.93000000000001;44;88,93;2;5006408;5006408;14;14;1;Não;44.465;88.93000000000001;0;0;44.465;44;1 Dia(s) 20 Hora(s);0;1;44,465;88,93;0;0;44,465;-17.95454025268555;-54.35440063476562
MS;2023;Ponta Porã - MS;Ponta Porã;Empresário Individual;MS;Não;Março;Centro-Oeste;2;43.68;22;43,68;2;5006606;5006606;14;14;1;Não;21.84;43.68;0;0;21.84;22;0 Dia(s) 22 Hora(s);0;1;21,84;43,68;0;0;21,84;-22.19927978515625;-55.52967834472656
MS;2023;Bonito - MS;Bonito;Empresário Individual;MS;Não;Março;Centro-Oeste;3;238.91;80;238,91;3;5002209;5002209;14;14;1;Não;79.67333333333333;239.02;0.03666666666666667;0.11;79.63666666666667;80;3 Dia(s) 8 Hora(s);0;1;79,673333333;239,02;0,036666667;0,11;79,636666667;-20.96150970458984;-56.53348159790039
MS;2023;Caarapó - MS;Caarapó;Empresário Individual;MS;Não;Março;Centro-Oeste;3;717.1700000000001;239;717,17;3;5002407;5002407;14;14;1;Não;239.0566666666667;717.1700000000001;0;0;239.0566666666667;239;9 Dia(s) 23 Hora(s);0;1;239,056666667;717,17;0;0;239,056666667;-22.6270809173584;-54.91300964355469
MS;2023;Ivinhema - MS;Ivinhema;Empresário Individual;MS;Não;Março;Centro-Oeste;3;51.95;17;51,95;3;5004700;5004700;14;14;1;Não;17.31666666666667;51.95;0;0;17.31666666666667;17;0 Dia(s) 17 Hora(s);0;1;17,316666667;51,95;0;0;17,316666667;-22.3596305847168;-53.83480834960938
MS;2023;Dourados - MS;Dourados;Empresário Individual;MS;Não;Março;Centro-Oeste;24;309.77;13;309,77;24;5003702;5003702;14;14;1;Não;12.90708333333333;309.77;0;0;12.90708333333333;13;0 Dia(s) 13 Hora(s);0;1;12,907083333;309,77;0;0;12,907083333;-22.16082954406738;-54.54016876220703
MT;2023;Acorizal - MT;Acorizal;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0.26;0;0,26;1;5100102;5100102;14;14;1;Não;0.26;0.26;0;0;0.26;0;0 Dia(s) 0 Hora(s);0;1;0,26;0,26;0;0;0,26;-15.19688034057617;-56.32341003417969
MT;2023;Alto Garças - MT;Alto Garças;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0;0;0;1;5100409;5100409;14;14;1;Não;0;0;0;0;0;0;0 Dia(s) 0 Hora(s);0;1;0;0;0;0;0;-16.8289794921875;-53.64414978027344
MT;2023;Araguainha - MT;Araguainha;Empresário Individual;MT;Não;Março;Centro-Oeste;1;2.54;3;2,54;1;5101209;5101209;14;14;1;Não;2.54;2.54;0;0;2.54;3;0 Dia(s) 3 Hora(s);0;1;2,54;2,54;0;0;2,54;-16.70369911193848;-53.13970184326172
MT;2023;Itanhangá - MT;Itanhangá;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0;0;0;1;5104542;5104542;14;14;1;Não;0.07000000000000001;0.07000000000000001;0.07000000000000001;0.07000000000000001;0;0;0 Dia(s) 0 Hora(s);0;1;0,07;0,07;0,07;0,07;0;-12.14398956298828;-56.73897171020508
MT;2023;Juruena - MT;Juruena;Empresário Individual;MT;Não;Março;Centro-Oeste;1;1.63;2;1,63;1;5105176;5105176;14;14;1;Não;1.63;1.63;0;0;1.63;2;0 Dia(s) 2 Hora(s);0;1;1,63;1,63;0;0;1,63;-10.39752960205078;-58.61066055297852
MT;2023;Nova Monte Verde - MT;Nova Monte Verde;Empresário Individual;MT;Não;Março;Centro-Oeste;1;0;0;0;1;5108956;5108956;14;14;1;Não;3.33;3.33;3.33;3.33;0;3;0 Dia(s) 3 Hora(s);3;1;3,33;3,33;3,33;3,33;0;-9.927280426025391;-57.28575897216797
