ibge;municipio;Masculino;Feminino;Total;perc_masc;perc_feminino
431842;SAO JOAO DA URTIGA;2365;2260;4625;0,511351351;0,488648649
412395;SANTA MONICA;2072;1980;4052;0,511352419;0,488647581
316610;SENHORA DO PORTO;1798;1718;3516;0,511376564;0,488623436
310190;ALPINOPOLIS;10258;9801;20059;0,511391395;0,488608605
312352;DURANDE;4039;3859;7898;0,51139529;0,48860471
320400;PANCAS;11980;11446;23426;0,511397592;0,488602408
311350;CARBONITA;4819;4604;9423;0,511408256;0,488591744
312050;CRISTINA;5222;4989;10211;0,511409265;0,488590735
220208;CAJUEIRO DA PRAIA;3940;3764;7704;0,511422638;0,488577362
411490;MARILANDIA DO SUL;4497;4296;8793;0,511429546;0,488570454
521470;NOVA AMERICA;1208;1154;2362;0,511430991;0,488569009
420517;ENTRE RIOS;1653;1579;3232;0,51144802;0,48855198
313370;ITATIAIUCU;5807;5547;11354;0,511449709;0,488550291
150570;PONTA DE PEDRAS;16370;15637;32007;0,51145062;0,48854938
311880;CORACAO DE JESUS;13615;13005;26620;0,511457551;0,488542449
120080;PORTO ACRE;9790;9351;19141;0,51146753;0,48853247
311700;COMERCINHO;3388;3236;6624;0,51147343;0,48852657
311300;CARAI;12210;11662;23872;0,511477882;0,488522118
241460;UPANEMA;7640;7297;14937;0,511481556;0,488518444
211172;SATUBINHA;7301;6973;14274;0,511489421;0,488510579
231375;UMIRIM;10218;9758;19976;0,511513817;0,488486183
311990;CORREGO DO BOM JESUS;1885;1800;3685;0,511533243;0,488466757
315690;SACRAMENTO;13585;12971;26556;0,511560476;0,488439524
210015;AGUA DOCE DO MARANHAO;6513;6218;12731;0,511585893;0,488414107
220552;JULIO BORGES;2892;2761;5653;0,511586768;0,488413232
316040;SANTO ANTONIO DO MONTE;14633;13970;28603;0,511589693;0,488410307
420510;DONA EMMA;2161;2063;4224;0,511600379;0,488399621
241370;SITIO NOVO;2865;2735;5600;0,511607143;0,488392857
291680;ITARANTIM;10200;9737;19937;0,511611576;0,488388424
421030;MAJOR VIEIRA;4200;4009;8209;0,511633573;0,488366427
421145;NOVA ITABERABA;2214;2113;4327;0,511670904;0,488329096
430485;CARLOS GOMES;679;648;1327;0,511680482;0,488319518
411660;NOVA AMERICA DA COLINA;1752;1672;3424;0,511682243;0,488317757
410410;CAMPO DO TENENTE;4154;3964;8118;0,51170239;0,48829761
150555;PAU D'ARCO;2732;2607;5339;0,511706312;0,488293688
354710;SANTA MERCEDES;1508;1439;2947;0,51170682;0,48829318
312738;GOIANA;2054;1960;4014;0,511709018;0,488290982
292450;PINDAI;8345;7963;16308;0,511712043;0,488287957
350340;AREALVA;4434;4231;8665;0,511713791;0,488286209
290689;CARAIBAS;4431;4228;8659;0,511721908;0,488278092
520145;APARECIDA DO RIO DOCE;1266;1208;2474;0,511721908;0,488278092
520551;COCALZINHO DE GOIAS;10629;10142;20771;0,511723075;0,488276925
510517;JURUENA;8603;8208;16811;0,51174826;0,48825174
520055;ALTO HORIZONTE;3478;3318;6796;0,51177163;0,48822837
410440;CANDIDO DE ABREU;7475;7131;14606;0,511775982;0,488224018
351565;FERNAO;890;849;1739;0,511788384;0,488211616
110160;THEOBROMA;5296;5052;10348;0,511789718;0,488210282
210596;LAGOA GRANDE DO MARANHAO;5903;5631;11534;0,511791226;0,488208774
521350;MONTE ALEGRE DE GOIAS;4483;4276;8759;0,511816417;0,488183583
220191;BOM PRINCIPIO DO PIAUI;2902;2768;5670;0,511816578;0,488183422
352965;MESOPOLIS;974;929;1903;0,511823437;0,488176563
354300;RIBEIRAO BRANCO;8181;7803;15984;0,511824324;0,488175676
220755;PAQUETA;2012;1919;3931;0,511829051;0,488170949
421740;SCHROEDER;11570;11035;22605;0,511833665;0,488166335
292285;NOVA REDENCAO;4671;4455;9126;0,51183432;0,48816568
510510;JUARA;18055;17220;35275;0,511835578;0,488164422
421885;UNIAO DO OESTE;1210;1154;2364;0,511844332;0,488155668
351920;IACRI;3209;3060;6269;0,511883873;0,488116127
210050;ALTO PARNAIBA;5750;5483;11233;0,511884626;0,488115374
350620;BENTO DE ABREU;1550;1478;3028;0,511889036;0,488110964
231040;PARAMOTI;6284;5992;12276;0,511893125;0,488106875
313055;IMBE DE MINAS;3571;3405;6976;0,511897936;0,488102064
240895;RIO DO FOGO;5611;5350;10961;0,511905848;0,488094152
170555;COMBINADO;2493;2377;4870;0,511909651;0,488090349
261140;PRIMAVERA;7797;7434;15231;0,511916486;0,488083514
120001;ACRELANDIA;8048;7673;15721;0,511926722;0,488073278
353570;PARAISO;3346;3190;6536;0,511933905;0,488066095
412667;TAMARANA;7821;7456;15277;0,511946063;0,488053937
315350;ALTO JEQUITIBA;4242;4044;8286;0,511947864;0,488052136
250530;CURRAL VELHO;1284;1224;2508;0,511961722;0,488038278
311110;CAMPINA VERDE;10116;9643;19759;0,511969229;0,488030771
430050;ALPESTRE;3013;2872;5885;0,511979609;0,488020391
310610;BELMIRO BRAGA;1752;1670;3422;0,511981297;0,488018703
352810;MACAUBAL;4185;3989;8174;0,511989234;0,488010766
352620;JUQUITIBA;16304;15540;31844;0,51199598;0,48800402
312733;GAMELEIRAS;2603;2481;5084;0,511998426;0,488001574
110050;NOVO HORIZONTE DO OESTE;4160;3965;8125;0,512;0,488
352850;MAIRIPORA;53067;50578;103645;0,512007333;0,487992667
420130;ARAQUARI;20936;19954;40890;0,512007826;0,487992174
421710;SAO MARTINHO;1619;1543;3162;0,51201771;0,48798229
317103;VERDELANDIA;4878;4649;9527;0,512018474;0,487981526
315935;SANTA RITA DE MINAS;3749;3573;7322;0,512018574;0,487981426
421895;URUPEMA;1256;1197;2453;0,512026091;0,487973909
312707;FRUTA DE LEITE;2679;2553;5232;0,512041284;0,487958716
521970;SANTA TEREZINHA DE GOIAS;4294;4092;8386;0,512043883;0,487956117
290330;BARRO PRETO;2720;2592;5312;0,512048193;0,487951807
220157;BELEM DO PIAUI;1847;1760;3607;0,512059884;0,487940116
431454;PINTO BANDEIRA;1571;1497;3068;0,512059974;0,487940026
311090;CAMPANHA;8631;8224;16855;0,512073569;0,487926431
510305;CLAUDIA;6318;6020;12338;0,512076512;0,487923488
314380;MUNHOZ;3052;2908;5960;0,512080537;0,487919463
150210;CAMETA;72110;68704;140814;0,512093968;0,487906032
420310;CAIBI;3130;2982;6112;0,51210733;0,48789267
241255;SAO MIGUEL DO GOSTOSO;5347;5094;10441;0,512115698;0,487884302
430180;BARRACAO;2682;2555;5237;0,512125263;0,487874737
520552;COLINAS DO SUL;1710;1629;3339;0,51212938;0,48787062
510670;PONTE BRANCA;781;744;1525;0,512131148;0,487868852
291270;IBIRAPITANGA;12001;11432;23433;0,512140998;0,487859002
170740;ESPERANTINA;5777;5503;11280;0,51214539;0,48785461
130353;PRESIDENTE FIGUEIREDO;19511;18584;38095;0,512166951;0,487833049
350120;ALVARES FLORENCE;1852;1764;3616;0,512168142;0,487831858
431043;IPE;3450;3286;6736;0,512173397;0,487826603
500260;CAMAPUA;7004;6671;13675;0,512175503;0,487824497
411650;NOVA ALIANCA DO IVAI;799;761;1560;0,512179487;0,487820513
316165;SAO GERALDO DO BAIXIO;2102;2002;4104;0,512183236;0,487816764
292330;OURICANGAS;4392;4183;8575;0,512186589;0,487813411
313630;JOAO PINHEIRO;24580;23410;47990;0,51219004;0,48780996
251300;SALGADINHO;2036;1939;3975;0,512201258;0,487798742
241180;SAO FERNANDO;1847;1759;3606;0,512201886;0,487798114
314360;MORRO DA GARCA;1236;1177;2413;0,512225446;0,487774554
220245;CAPITAO GERVASIO OLIVEIRA;2114;2013;4127;0,512236491;0,487763509
421835;TREVISO;2050;1952;4002;0,512243878;0,487756122
130420;TEFE;30351;28899;59250;0,512253165;0,487746835
520620;CRISTALINA;31445;29940;61385;0,512258695;0,487741305
353657;PAULISTANIA;940;895;1835;0,51226158;0,48773842
315645;ROSARIO DA LIMEIRA;2381;2267;4648;0,512263339;0,487736661
430912;GRAMADO DOS LOUREIROS;1043;993;2036;0,512278978;0,487721022
510530;LUCIARA;1043;993;2036;0,512278978;0,487721022
520080;ALVORADA DO NORTE;4482;4267;8749;0,512287119;0,487712881
311660;CLAUDIO;14904;14189;29093;0,512288179;0,487711821
420435;CORDILHEIRA ALTA;2349;2236;4585;0,512322792;0,487677208
520180;ARAGOIANIA;5472;5208;10680;0,512359551;0,487640449
312280;DOM VICOSO;1533;1459;2992;0,51236631;0,48763369
170040;ALMAS;3538;3367;6905;0,512382332;0,487617668
150040;ALENQUER;29406;27984;57390;0,512388918;0,487611082
430235;BOM PRINCIPIO;7402;7044;14446;0,512390973;0,487609027
500720;RIO BRILHANTE;19904;18940;38844;0,512408609;0,487591391
431065;ITATI;1218;1159;2377;0,512410602;0,487589398
210510;ICATU;14052;13371;27423;0,512416585;0,487583415
420243;BOCAINA DO SUL;1794;1707;3501;0,512425021;0,487574979
220740;PALMEIRA DO PIAUI;2577;2452;5029;0,512427918;0,487572082
311050;CAMANDUCAIA;11187;10644;21831;0,512436444;0,487563556
317000;UBAI;6488;6173;12661;0,512439776;0,487560224
291430;IRAMAIA;4035;3839;7874;0,512446025;0,487553975
350030;AGUAI;18951;18030;36981;0,51245234;0,48754766
150540;OUREM;9265;8814;18079;0,512473035;0,487526965
421505;RIO RUFINO;1273;1211;2484;0,512479871;0,487520129
430200;BARROS CASSAL;5723;5444;11167;0,512492164;0,487507836
431642;SAGRADA FAMILIA;1333;1268;2601;0,512495194;0,487504806
230837;MIRAIMA;7157;6808;13965;0,512495525;0,487504475
431087;JACUIZINHO;1393;1325;2718;0,512509198;0,487490802
412853;VENTANIA;6287;5980;12267;0,512513247;0,487486753
150160;BONITO;8595;8174;16769;0,512552925;0,487447075
430783;EUGENIO DE CASTRO;1184;1126;2310;0,512554113;0,487445887
354105;PRATANIA;2753;2618;5371;0,512567492;0,487432508
240440;GROSSOS;5403;5138;10541;0,512569965;0,487430035
314210;MIRADOURO;5545;5273;10818;0,51257164;0,48742836
130340;PARINTINS;59684;56755;116439;0,512577401;0,487422599
130185;IRANDUBA;25485;24233;49718;0,512591013;0,487408987
315510;RIO DO PRADO;2623;2494;5117;0,512605042;0,487394958
412170;RESERVA;13806;13127;26933;0,512605354;0,487394646
150350;IRITUIA;16731;15908;32639;0,512607617;0,487392383
350510;BARBOSA;3861;3671;7532;0,512612852;0,487387148
150309;GOIANESIA DO PARA;21365;20313;41678;0,512620567;0,487379433
410620;CONTENDA;9782;9300;19082;0,512629703;0,487370297
411020;INACIO MARTINS;5699;5418;11117;0,512638302;0,487361698
150500;NOVA TIMBOTEUA;8021;7625;15646;0,512654992;0,487345008
130100;CARAUARI;14723;13996;28719;0,512657126;0,487342874
312840;GUARANI;4576;4350;8926;0,512659646;0,487340354
210805;PAULINO NEVES;8354;7941;16295;0,512672599;0,487327401
320316;LARANJA DA TERRA;5598;5321;10919;0,512684312;0,487315688
220095;AROEIRAS DO ITAIM;1308;1243;2551;0,512740102;0,487259898
430063;AMARAL FERRADOR;3659;3477;7136;0,512752242;0,487247758
314370;MORRO DO PILAR;1603;1523;3126;0,512795905;0,487204095
240615;JUNDIA;2023;1922;3945;0,512801014;0,487198986
110140;MONTE NEGRO;8286;7872;16158;0,512810991;0,487189009
171660;PEIXE;6152;5844;11996;0,512837613;0,487162387
130370;SANTO ANTONIO DO ICA;10713;10176;20889;0,512853655;0,487146345
130150;ENVIRA;10641;10107;20748;0,51286871;0,48713129
280540;POCO REDONDO;18187;17274;35461;0,512873297;0,487126703
293245;UMBURANAS;10039;9534;19573;0,512900424;0,487099576
210260;CANDIDO MENDES;10451;9925;20376;0,512907342;0,487092658
320455;SANTA MARIA DE JETIBA;21331;20257;41588;0,512912379;0,487087621
510719;RIBEIRAOZINHO;1251;1188;2439;0,512915129;0,487084871
430360;CAMBARA DO SUL;3274;3109;6383;0,512924957;0,487075043
420030;AGRONOMICA;2857;2713;5570;0,512926391;0,487073609
520480;CAMPO ALEGRE DE GOIAS;4044;3840;7884;0,512937595;0,487062405
350370;ARIRANHA;5053;4798;9851;0,512942848;0,487057152
312450;ESTIVA;5856;5560;11416;0,512964261;0,487035739
510600;NORTELANDIA;3005;2853;5858;0,512973711;0,487026289
521483;NOVA CRIXAS;6679;6341;13020;0,512980031;0,487019969
430260;BRAGA;1678;1593;3271;0,512992969;0,487007031
291240;IBIPEBA;9450;8971;18421;0,513001466;0,486998534
351907;HORTOLANDIA;121874;115696;237570;0,513002483;0,486997517
314437;NATALANDIA;1696;1610;3306;0,513006655;0,486993345
354325;RIBEIRAO GRANDE;3943;3743;7686;0,513010669;0,486989331
420555;FREI ROGERIO;984;934;1918;0,513034411;0,486965589
210250;CAJARI;10015;9506;19521;0,513037242;0,486962758
317080;VARZEA DA PALMA;20574;19527;40101;0,513054537;0,486945463
412040;PRESIDENTE CASTELO BRANCO;2768;2627;5395;0,513067655;0,486932345
311780;CONCEICAO DOS OUROS;6081;5771;11852;0,513077962;0,486922038
316630;SERICITA;3766;3574;7340;0,513079019;0,486920981
240510;JANDAIRA;3544;3363;6907;0,513102649;0,486897351
290395;BOM JESUS DA SERRA;5012;4756;9768;0,513104013;0,486895987
520470;CAMPINORTE;6609;6271;12880;0,513121118;0,486878882
313140;IPIACU;2170;2059;4229;0,51312367;0,48687633
352950;MENDONCA;2893;2745;5638;0,513125222;0,486874778
316270;SAO JOAO DO PARAISO;12211;11586;23797;0,513131907;0,486868093
130220;JURUA;7951;7544;15495;0,513133269;0,486866731
290640;CANDEAL;4161;3948;8109;0,513133555;0,486866445
317052;URUCUIA;8965;8505;17470;0,513165426;0,486834574
290755;CATURAMA;4774;4529;9303;0,513167795;0,486832205
431449;PINHEIRINHO DO VALE;2528;2398;4926;0,51319529;0,48680471
431050;IRAI;3616;3430;7046;0,513198978;0,486801022
350770;BRAUNA;2974;2821;5795;0,513201035;0,486798965
521935;SANTA ISABEL;1961;1860;3821;0,513216435;0,486783565
220890;RIBEIRO GONCALVES;3802;3606;7408;0,513228942;0,486771058
311200;CANDEIAS;7642;7248;14890;0,513230356;0,486769644
291010;DOM BASILIO;6303;5978;12281;0,513231822;0,486768178
172110;TOCANTINIA;3946;3742;7688;0,51326743;0,48673257
310450;ARINOS;9162;8688;17850;0,513277311;0,486722689
352130;IPUA;8620;8174;16794;0,513278552;0,486721448
351420;DOLCINOPOLIS;1082;1026;2108;0,513282732;0,486717268
522108;TERESINA DE GOIAS;1816;1722;3538;0,513284341;0,486715659
431235;MONTAURI;734;696;1430;0,513286713;0,486713287
291130;GENTIO DO OURO;5792;5492;11284;0,513293158;0,486706842
520830;DIVINOPOLIS DE GOIAS;2413;2288;4701;0,513295044;0,486704956
130140;EIRUNEPE;18541;17580;36121;0,513302511;0,486697489
313655;JOSE RAYDAN;2620;2484;5104;0,513322884;0,486677116
510775;SALTO DO CEU;1656;1570;3226;0,5133292;0,4866708
313410;ITUETA;3118;2956;6074;0,513335528;0,486664472
150260;COLARES;6250;5925;12175;0,513347023;0,486652977
250485;COXIXOLA;1000;948;1948;0,513347023;0,486652977
291740;JACARACI;7626;7229;14855;0,513362504;0,486637496
313600;JOAIMA;7945;7531;15476;0,513375549;0,486624451
292780;SANTA CRUZ DA VITORIA;3204;3037;6241;0,513379266;0,486620734
510337;COTRIGUACU;10636;10081;20717;0,513394797;0,486605203
316030;SANTO ANTONIO DO JACINTO;5940;5630;11570;0,513396716;0,486603284
311630;CIPOTANEA;3497;3314;6811;0,513434151;0,486565849
520440;CAIAPONIA;9912;9392;19304;0,513468711;0,486531289
410600;CONGONHINHAS;4568;4328;8896;0,513489209;0,486510791
314810;PATROCINIO;47303;44813;92116;0,513515567;0,486484433
290990;CURACA;18008;17057;35065;0,51356053;0,48643947
241390;TAIPU;6324;5990;12314;0,5135618;0,4864382
522145;TROMBAS;1796;1701;3497;0,513583071;0,486416929
411740;OURIZONA;1758;1665;3423;0,513584575;0,486415425
354930;SAO JOAO DO PAU D'ALHO;1076;1019;2095;0,513603819;0,486396181
351290;COSMORAMA;3744;3545;7289;0,513650707;0,486349293
220300;CRISTALANDIA DO PIAUI;4289;4061;8350;0,513652695;0,486347305
351890;GUZOLANDIA;2746;2600;5346;0,513655069;0,486344931
431173;MAMPITUBA;1523;1442;2965;0,513659359;0,486340641
316230;SAO JOAO DA MATA;1409;1334;2743;0,513671163;0,486328837
312030;CRISTALIA;3078;2914;5992;0,513684913;0,486315087
320180;DIVINO DE SAO LOURENCO;2176;2060;4236;0,513692162;0,486307838
312780;GRAO MOGOL;8190;7753;15943;0,513705074;0,486294926
315320;PRESIDENTE JUSCELINO;1835;1737;3572;0,513717805;0,486282195
522230;VILA PROPICIO;3052;2889;5941;0,513718229;0,486281771
220327;CURRAL NOVO DO PIAUI;2769;2621;5390;0,513729128;0,486270872
313290;ITAMOGI;5200;4922;10122;0,513732464;0,486267536
150300;FARO;3570;3379;6949;0,513742985;0,486257015
313862;LIMEIRA DO OESTE;3925;3715;7640;0,513743455;0,486256545
230533;IBICUITINGA;6540;6190;12730;0,513747054;0,486252946
350500;BARAO DE ANTONINA;1811;1714;3525;0,513758865;0,486241135
261040;PARNAMIRIM;11405;10793;22198;0,513785026;0,486214974
210030;ALDEIAS ALTAS;13862;13117;26979;0,513807035;0,486192965
431555;RIO DOS INDIOS;1321;1250;2571;0,513807857;0,486192143
500560;MIRANDA;14604;13819;28423;0,513809239;0,486190761
351980;ICEM;4297;4066;8363;0,513810833;0,486189167
210610;LORETO;6305;5966;12271;0,513813055;0,486186945
420895;JARDINOPOLIS;781;739;1520;0,513815789;0,486184211
313000;IBITURUNA;1543;1460;3003;0,513819514;0,486180486
241500;VILA FLOR;1653;1564;3217;0,513832763;0,486167237
520130;ANICUNS;11363;10750;22113;0,513860625;0,486139375
410520;CERRO AZUL;9190;8694;17884;0,513867144;0,486132856
430637;DILERMANDO DE AGUIAR;1537;1454;2991;0,513874958;0,486125042
510627;NOVO HORIZONTE DO NORTE;2091;1978;4069;0,513885476;0,486114524
120042;RODRIGUES ALVES;10158;9609;19767;0,513886781;0,486113219
353190;MORRO AGUDO;17266;16332;33598;0,513899637;0,486100363
312140;DESTERRO DE ENTRE RIOS;3734;3532;7266;0,513900358;0,486099642
410725;DOURADINA;4619;4369;8988;0,513907432;0,486092568
411575;MAUA DA SERRA;5650;5344;10994;0,513916682;0,486083318
210670;MIRADOR;10816;10229;21045;0,513946306;0,486053694
313480;JACUI;3955;3740;7695;0,51397011;0,48602989
352265;ITAPIRAPUA PAULISTA;2207;2087;4294;0,513972986;0,486027014
316130;SAO FRANCISCO DE SALES;3243;3066;6309;0,51402758;0,48597242
260515;DORMENTES;9893;9353;19246;0,514028889;0,485971111
221063;SEBASTIAO LEAL;2216;2095;4311;0,514033867;0,485966133
430995;IBIRAPUITA;2050;1938;3988;0,514042126;0,485957874
210825;PEDRO DO ROSARIO;13139;12421;25560;0,514045383;0,485954617
292760;SANTA BRIGIDA;7154;6763;13917;0,514047568;0,485952432
421090;MODELO;2173;2054;4227;0,514076177;0,485923823
316140;SAO FRANCISCO DO GLORIA;2446;2312;4758;0,514081547;0,485918453
432023;SEDE NOVA;1478;1397;2875;0,514086957;0,485913043
130165;GUAJARA;8839;8354;17193;0,514104577;0,485895423
220551;JUAZEIRO DO PIAUI;2823;2668;5491;0,514114005;0,485885995
510335;CONFRESA;16491;15585;32076;0,514122709;0,485877291
330590;TRAJANO DE MORAES;5477;5176;10653;0,514127476;0,485872524
355080;SAO SEBASTIAO DA GRAMA;6240;5897;12137;0,514130345;0,485869655
292265;NORDESTINA;6785;6412;13197;0,514132;0,485868
500295;CHAPADAO DO SUL;13624;12875;26499;0,514132609;0,485867391
521810;PORTELANDIA;2073;1959;4032;0,514136905;0,485863095
353220;NARANDIBA;2545;2405;4950;0,514141414;0,485858586
291077;FEIRA DA MATA;2908;2748;5656;0,514144272;0,485855728
171515;NOVO ALEGRE;1199;1133;2332;0,514150943;0,485849057
130380;SAO GABRIEL DA CACHOEIRA;24182;22849;47031;0,514171504;0,485828496
430710;HERVAL;3500;3307;6807;0,514176583;0,485823417
110026;RIO CRESPO;1976;1867;3843;0,514181629;0,485818371
312060;CRUCILANDIA;2608;2464;5072;0,514195584;0,485804416
210315;CENTRO DO GUILHERME;7135;6741;13876;0,514197175;0,485802825
311455;CARNEIRINHO;5195;4908;10103;0,514203702;0,485796298
317115;VERMELHO NOVO;2495;2357;4852;0,51422094;0,48577906
430605;CRISTAL;4176;3945;8121;0,514222386;0,485777614
311190;CANA VERDE;2872;2713;5585;0,514234557;0,485765443
431160;LIBERATO SALZANO;2616;2471;5087;0,514252015;0,485747985
314260;MONSENHOR PAULO;4507;4257;8764;0,514262894;0,485737106
351260;CORONEL MACEDO;2361;2230;4591;0,514267044;0,485732956
240280;CORONEL EZEQUIEL;2829;2672;5501;0,514270133;0,485729867
312580;FERNANDES TOURINHO;1800;1700;3500;0,514285714;0,485714286
420055;AGUAS FRIAS;1204;1137;2341;0,514310124;0,485689876
210923;PRESIDENTE MEDICI;3664;3460;7124;0,514317799;0,485682201
315170;POCO FUNDO;8692;8208;16900;0,514319527;0,485680473
431200;MARIANO MORO;1022;965;1987;0,514343231;0,485656769
261520;TERRA NOVA;5305;5009;10314;0,514349428;0,485650572
421055;MAREMA;876;827;1703;0,514386377;0,485613623
241475;VENHA-VER;2177;2055;4232;0,514413989;0,485586011
210215;BREJO DE AREIA;4548;4293;8841;0,514421446;0,485578554
412120;QUITANDINHA;9974;9414;19388;0,514441923;0,485558077
290340;BELMONTE;12110;11430;23540;0,5144435;0,4855565
311170;CANAA;2332;2201;4533;0,514449592;0,485550408
520740;EDEIA;6461;6098;12559;0,514451788;0,485548212
420768;IPUACU;3932;3711;7643;0,514457674;0,485542326
421568;SANTA TEREZINHA DO PROGRESSO;1192;1125;2317;0,514458351;0,485541649
310205;ALTO CAPARAO;3055;2883;5938;0,514482991;0,485517009
231123;POTIRETAMA;3321;3134;6455;0,514484895;0,485515105
172090;TAGUATINGA;8729;8237;16966;0,514499587;0,485500413
315217;PONTO DOS VOLANTES;6295;5940;12235;0,51450756;0,48549244
315010;PIAU;1399;1320;2719;0,5145274;0,4854726
261210;SALGADINHO;5770;5444;11214;0,514535402;0,485464598
150050;ALMEIRIM;17517;16527;34044;0,514540007;0,485459993
316255;SAO JOAO DO MANHUACU;6064;5721;11785;0,514552397;0,485447603
431335;NOVA ROMA DO SUL;1926;1817;3743;0,514560513;0,485439487
350200;ANALANDIA;2632;2483;5115;0,514565005;0,485434995
260915;MANARI;11378;10732;22110;0,514608774;0,485391226
312340;DORESOPOLIS;792;747;1539;0,514619883;0,485380117
310680;BIAS FORTES;1689;1593;3282;0,514625229;0,485374771
520396;BURITINOPOLIS;1684;1588;3272;0,514669927;0,485330073
352350;ITATINGA;10880;10259;21139;0,51468849;0,48531151
351885;GUATAPARA;3994;3766;7760;0,514690722;0,485309278
421555;SANTA HELENA;1121;1057;2178;0,514692378;0,485307622
250435;CATURITE;2521;2377;4898;0,514699878;0,485300122
354630;SANTA CRUZ DAS PALMEIRAS;18067;17035;35102;0,514700017;0,485299983
316805;TAPARUBA;1592;1501;3093;0,514710637;0,485289363
350110;ALTO ALEGRE;2099;1979;4078;0,514713095;0,485286905
230075;AMONTADA;22748;21447;44195;0,51471886;0,48528114
211167;SAO ROBERTO;3529;3327;6856;0,514731622;0,485268378
170025;ABREULANDIA;1343;1266;2609;0,514756612;0,485243388
313280;ITAMBE DO MATO DENTRO;1046;986;2032;0,51476378;0,48523622
311560;CEDRO DO ABAETE;592;558;1150;0,514782609;0,485217391
510724;SANTA CARMEM;2368;2232;4600;0,514782609;0,485217391
353284;NOVA CANAA PAULISTA;939;885;1824;0,514802632;0,485197368
352090;IPAUSSU;7807;7358;15165;0,514803825;0,485196175
420050;AGUAS DE CHAPECO;3369;3175;6544;0,514822738;0,485177262
421110;MONTE CASTELO;4254;4009;8263;0,514825124;0,485174876
330227;JAPERI;54724;51572;106296;0,514826522;0,485173478
317140;VIEIRAS;1838;1732;3570;0,514845938;0,485154062
220202;BURITI DOS MONTES;4264;4018;8282;0,514851485;0,485148515
510120;ARAGUAINHA;468;441;909;0,514851485;0,485148515
411390;MALLET;7052;6645;13697;0,514857268;0,485142732
241410;TENENTE ANANIAS;5624;5299;10923;0,514876865;0,485123135
311490;CASA GRANDE;1159;1092;2251;0,514882275;0,485117725
251540;SAO VICENTE DO SERIDO;5622;5297;10919;0,514882315;0,485117685
150200;CACHOEIRA DO ARARI;12540;11815;24355;0,514884007;0,485115993
291955;LUIS EDUARDO MAGALHAES;47715;44956;92671;0,514885995;0,485114005
421730;SAUDADES;5084;4790;9874;0,514887584;0,485112416
130070;BOCA DO ACRE;18000;16958;34958;0,514903599;0,485096401
430650;DOM FELICIANO;8010;7546;15556;0,51491386;0,48508614
351320;CRISTAIS PAULISTA;4533;4270;8803;0,514938089;0,485061911
311900;CORDISLANDIA;1826;1720;3546;0,514946418;0,485053582
521850;QUIRINOPOLIS;26429;24894;51323;0,514954309;0,485045691
410910;GUAPOREMA;1153;1086;2239;0,514962037;0,485037963
160050;OIAPOQUE;14694;13840;28534;0,514964604;0,485035396
310470;ATALEIA;6435;6061;12496;0,514964789;0,485035211
432067;SINIMBU;5228;4924;10152;0,514972419;0,485027581
353690;PEDRANOPOLIS;1271;1197;2468;0,514991896;0,485008104
510350;DIAMANTINO;11490;10821;22311;0,514992605;0,485007395
430265;BROCHIER;2643;2489;5132;0,515003897;0,484996103
510336;CONQUISTA D'OESTE;2144;2019;4163;0,515013212;0,484986788
355495;TUIUTI;3635;3423;7058;0,515018419;0,484981581
316180;SAO GONCALO DO PARA;6580;6196;12776;0,515028178;0,484971822
150800;TOME-ACU;33273;31331;64604;0,515030029;0,484969971
510685;PORTO ESTRELA;1439;1355;2794;0,515032212;0,484967788
150808;TUCUMA;20942;19719;40661;0,515038981;0,484961019
150510;OBIDOS;27026;25447;52473;0,515045833;0,484954167
210060;AMARANTE DO MARANHAO;21641;20376;42017;0,515053431;0,484946569
521410;MUTUNOPOLIS;1931;1818;3749;0,515070686;0,484929314
421917;VARGEM BONITA;2272;2139;4411;0,515075946;0,484924054
500580;NIOAQUE;7105;6689;13794;0,51507902;0,48492098
510642;PEIXOTO DE AZEVEDO;18386;17309;35695;0,515086147;0,484913853
240375;FERNANDO PEDROZA;1587;1494;3081;0,515092502;0,484907498
350980;CAMPOS NOVOS PAULISTA;2590;2438;5028;0,515115354;0,484884646
410680;CRUZ MACHADO;9670;9102;18772;0,515128915;0,484871085
170610;CRISTALANDIA;3744;3524;7268;0,515134838;0,484865162
170625;CRIXAS DO TOCANTINS;901;848;1749;0,515151515;0,484848485
315450;RIACHO DOS MACHADOS;4879;4592;9471;0,515151515;0,484848485
410500;CATANDUVAS;5226;4918;10144;0,515181388;0,484818612
160021;CUTIAS;3203;3014;6217;0,515200257;0,484799743
211102;SAO JOAO DO CARU;8124;7644;15768;0,5152207;0,4847793
150611;QUATIPURU;7107;6687;13794;0,51522401;0,48477599
290515;CAETANOS;7559;7112;14671;0,515234135;0,484765865
292090;MASCOTE;7017;6602;13619;0,515236067;0,484763933
110094;CUJUBIM;13979;13152;27131;0,515240868;0,484759132
315340;PRESIDENTE OLEGARIO;10140;9540;19680;0,515243902;0,484756098
421000;LUIZ ALVES;6877;6470;13347;0,515246872;0,484753128
292030;MALHADA DE PEDRAS;4290;4036;8326;0,515253423;0,484746577
291850;JUSSARA;7853;7388;15241;0,515254905;0,484745095
510345;DENISE;4960;4666;9626;0,515271141;0,484728859
220590;MANOEL EMIDIO;2758;2594;5352;0,515321375;0,484678625
420790;IRINEOPOLIS;5851;5503;11354;0,515324996;0,484675004
421960;XAVANTINA;1996;1877;3873;0,515362768;0,484637232
