codigo_municipio_ibge,municipio,mes_referencia,valor_medio_recebido_familia
317050,URUCÂNIA,08/2022,60684
317050,URUCÂNIA,06/2022,22232
317050,URUCÂNIA,04/2022,22839
317050,URUCÂNIA,11/2022,60677
317050,URUCÂNIA,05/2022,22793
317050,URUCÂNIA,01/2022,22041
317052,URUCUIA,05/2022,20803
317052,URUCUIA,04/2022,20803
317052,URUCUIA,02/2022,20915
317052,URUCUIA,03/2022,20987
317052,URUCUIA,07/2022,40662
317052,URUCUIA,09/2022,60538
317052,URUCUIA,12/2022,60512
317052,URUCUIA,10/2022,60662
317052,URUCUIA,11/2022,61066
317052,URUCUIA,06/2022,19875
317052,URUCUIA,01/2022,20485
317052,URUCUIA,08/2022,60602
317057,VARGEM ALEGRE,08/2022,60621
317057,VARGEM ALEGRE,06/2022,22982
317057,VARGEM ALEGRE,11/2022,60839
317057,VARGEM ALEGRE,01/2022,22625
317057,VARGEM ALEGRE,05/2022,23251
317057,VARGEM ALEGRE,10/2022,60531
317057,VARGEM ALEGRE,02/2022,23822
317057,VARGEM ALEGRE,03/2022,23356
317057,VARGEM ALEGRE,04/2022,23258
317057,VARGEM ALEGRE,07/2022,40725
317057,VARGEM ALEGRE,09/2022,60524
317057,VARGEM ALEGRE,12/2022,61031
317060,VARGEM BONITA,09/2022,61058
317060,VARGEM BONITA,10/2022,61105
317060,VARGEM BONITA,02/2022,21546
317060,VARGEM BONITA,03/2022,22115
317060,VARGEM BONITA,07/2022,41039
317060,VARGEM BONITA,12/2022,61065
317060,VARGEM BONITA,11/2022,61102
317060,VARGEM BONITA,04/2022,22006
317060,VARGEM BONITA,06/2022,21567
317060,VARGEM BONITA,08/2022,61011
317060,VARGEM BONITA,01/2022,20660
317060,VARGEM BONITA,05/2022,21901
317065,VARGEM GRANDE DO RIO PARDO,01/2022,23326
317065,VARGEM GRANDE DO RIO PARDO,05/2022,24519
317065,VARGEM GRANDE DO RIO PARDO,12/2022,61158
317065,VARGEM GRANDE DO RIO PARDO,09/2022,61213
317065,VARGEM GRANDE DO RIO PARDO,06/2022,23843
317065,VARGEM GRANDE DO RIO PARDO,03/2022,24737
317065,VARGEM GRANDE DO RIO PARDO,07/2022,41216
317065,VARGEM GRANDE DO RIO PARDO,02/2022,24494
317065,VARGEM GRANDE DO RIO PARDO,10/2022,61218
317065,VARGEM GRANDE DO RIO PARDO,04/2022,24737
317065,VARGEM GRANDE DO RIO PARDO,11/2022,61308
317065,VARGEM GRANDE DO RIO PARDO,08/2022,61136
317070,VARGINHA,11/2022,60930
317070,VARGINHA,08/2022,60945
317070,VARGINHA,05/2022,22167
317070,VARGINHA,01/2022,21150
317070,VARGINHA,04/2022,22146
317070,VARGINHA,10/2022,60905
317070,VARGINHA,12/2022,60928
317070,VARGINHA,02/2022,21942
317070,VARGINHA,07/2022,40950
317070,VARGINHA,09/2022,60925
317070,VARGINHA,06/2022,21856
317070,VARGINHA,03/2022,22147
317075,VARJÃO DE MINAS,07/2022,40504
317075,VARJÃO DE MINAS,12/2022,60423
317075,VARJÃO DE MINAS,09/2022,60405
317075,VARJÃO DE MINAS,03/2022,22417
317075,VARJÃO DE MINAS,10/2022,60421
317075,VARJÃO DE MINAS,06/2022,21656
317075,VARJÃO DE MINAS,02/2022,22258
317075,VARJÃO DE MINAS,11/2022,60466
317075,VARJÃO DE MINAS,08/2022,60471
317075,VARJÃO DE MINAS,05/2022,22234
317075,VARJÃO DE MINAS,01/2022,21208
317075,VARJÃO DE MINAS,04/2022,22415
317080,VÁRZEA DA PALMA,06/2022,15748
317080,VÁRZEA DA PALMA,01/2022,15726
317080,VÁRZEA DA PALMA,04/2022,16023
317080,VÁRZEA DA PALMA,05/2022,16119
317080,VÁRZEA DA PALMA,10/2022,60659
317080,VÁRZEA DA PALMA,07/2022,40156
317080,VÁRZEA DA PALMA,12/2022,60185
317080,VÁRZEA DA PALMA,02/2022,16019
317080,VÁRZEA DA PALMA,03/2022,16052
317080,VÁRZEA DA PALMA,09/2022,60172
317080,VÁRZEA DA PALMA,11/2022,60185
317080,VÁRZEA DA PALMA,08/2022,60165
317090,VARZELÂNDIA,11/2022,60466
317090,VARZELÂNDIA,08/2022,60512
317090,VARZELÂNDIA,04/2022,18772
317090,VARZELÂNDIA,05/2022,18707
317090,VARZELÂNDIA,06/2022,18352
317090,VARZELÂNDIA,09/2022,60475
317090,VARZELÂNDIA,01/2022,18347
317090,VARZELÂNDIA,10/2022,60551
317090,VARZELÂNDIA,12/2022,60460
317090,VARZELÂNDIA,02/2022,19075
317090,VARZELÂNDIA,07/2022,40566
317090,VARZELÂNDIA,03/2022,18803
317100,VAZANTE,09/2022,60046
317100,VAZANTE,02/2022,16347
317100,VAZANTE,12/2022,60027
317100,VAZANTE,10/2022,60074
317100,VAZANTE,07/2022,40058
317100,VAZANTE,03/2022,16287
317100,VAZANTE,08/2022,60068
317100,VAZANTE,04/2022,16235
317100,VAZANTE,11/2022,60037
317100,VAZANTE,05/2022,16142
317100,VAZANTE,06/2022,15639
317100,VAZANTE,01/2022,16165
317103,VERDELÂNDIA,06/2022,23165
317103,VERDELÂNDIA,05/2022,23592
317103,VERDELÂNDIA,10/2022,61015
317103,VERDELÂNDIA,08/2022,60957
317103,VERDELÂNDIA,12/2022,61034
317103,VERDELÂNDIA,02/2022,23944
317103,VERDELÂNDIA,03/2022,23901
317103,VERDELÂNDIA,09/2022,60862
317103,VERDELÂNDIA,07/2022,41205
317103,VERDELÂNDIA,11/2022,60911
317103,VERDELÂNDIA,04/2022,24000
317103,VERDELÂNDIA,01/2022,22927
317107,VEREDINHA,11/2022,60350
317107,VEREDINHA,04/2022,18345
317107,VEREDINHA,05/2022,17705
317107,VEREDINHA,12/2022,60347
317107,VEREDINHA,09/2022,60350
317107,VEREDINHA,01/2022,18312
317107,VEREDINHA,06/2022,16798
317107,VEREDINHA,03/2022,18551
317107,VEREDINHA,08/2022,60385
317107,VEREDINHA,10/2022,60342
317107,VEREDINHA,02/2022,19140
317107,VEREDINHA,07/2022,40388
317110,VERÍSSIMO,02/2022,21194
317110,VERÍSSIMO,08/2022,60729
317110,VERÍSSIMO,03/2022,21711
317110,VERÍSSIMO,10/2022,60611
317110,VERÍSSIMO,12/2022,60517
317110,VERÍSSIMO,07/2022,40865
317110,VERÍSSIMO,11/2022,60584
317110,VERÍSSIMO,04/2022,21681
317110,VERÍSSIMO,09/2022,60621
317110,VERÍSSIMO,01/2022,19979
317110,VERÍSSIMO,06/2022,20915
317110,VERÍSSIMO,05/2022,21195
317115,VERMELHO NOVO,01/2022,19972
317115,VERMELHO NOVO,04/2022,20890
317115,VERMELHO NOVO,09/2022,60561
317115,VERMELHO NOVO,05/2022,20941
317115,VERMELHO NOVO,06/2022,20497
317115,VERMELHO NOVO,02/2022,21027
317115,VERMELHO NOVO,08/2022,60552
317115,VERMELHO NOVO,03/2022,21051
317115,VERMELHO NOVO,12/2022,60887
317115,VERMELHO NOVO,10/2022,60561
317115,VERMELHO NOVO,07/2022,40552
317115,VERMELHO NOVO,11/2022,60754
317120,VESPASIANO,07/2022,41259
317120,VESPASIANO,02/2022,25000
317120,VESPASIANO,11/2022,61032
317120,VESPASIANO,04/2022,24954
317120,VESPASIANO,09/2022,61049
317120,VESPASIANO,01/2022,23924
317120,VESPASIANO,06/2022,24562
317120,VESPASIANO,05/2022,24806
317120,VESPASIANO,12/2022,60977
317120,VESPASIANO,03/2022,24930
317120,VESPASIANO,10/2022,61052
317120,VESPASIANO,08/2022,61103
317130,VIÇOSA,02/2022,19500
317130,VIÇOSA,08/2022,60409
317130,VIÇOSA,10/2022,60420
317130,VIÇOSA,12/2022,60376
317130,VIÇOSA,03/2022,19540
317130,VIÇOSA,07/2022,40431
317130,VIÇOSA,11/2022,60366
317130,VIÇOSA,06/2022,18974
317130,VIÇOSA,05/2022,19360
317130,VIÇOSA,09/2022,60388
317130,VIÇOSA,04/2022,19444
317130,VIÇOSA,01/2022,18918
317140,VIEIRAS,09/2022,60733
317140,VIEIRAS,05/2022,22681
317140,VIEIRAS,01/2022,21540
317140,VIEIRAS,04/2022,22805
317140,VIEIRAS,08/2022,60886
317140,VIEIRAS,10/2022,60765
317140,VIEIRAS,02/2022,22549
317140,VIEIRAS,12/2022,60712
317140,VIEIRAS,03/2022,22701
317140,VIEIRAS,07/2022,40953
317140,VIEIRAS,11/2022,60747
317140,VIEIRAS,06/2022,22347
317150,MATHIAS LOBATO,07/2022,41346
317150,MATHIAS LOBATO,11/2022,61076
317150,MATHIAS LOBATO,06/2022,25426
317150,MATHIAS LOBATO,01/2022,24947
317150,MATHIAS LOBATO,09/2022,61157
317150,MATHIAS LOBATO,05/2022,25701
317150,MATHIAS LOBATO,10/2022,61177
317150,MATHIAS LOBATO,04/2022,25630
317150,MATHIAS LOBATO,12/2022,61343
317150,MATHIAS LOBATO,08/2022,61262
317150,MATHIAS LOBATO,03/2022,25741
317150,MATHIAS LOBATO,02/2022,25985
317160,VIRGEM DA LAPA,12/2022,60400
317160,VIRGEM DA LAPA,03/2022,19392
317160,VIRGEM DA LAPA,02/2022,19292
317160,VIRGEM DA LAPA,04/2022,19302
317160,VIRGEM DA LAPA,08/2022,60421
317160,VIRGEM DA LAPA,10/2022,60540
317160,VIRGEM DA LAPA,07/2022,40418
317160,VIRGEM DA LAPA,11/2022,60410
317160,VIRGEM DA LAPA,06/2022,18852
317160,VIRGEM DA LAPA,01/2022,18428
317160,VIRGEM DA LAPA,05/2022,19356
317160,VIRGEM DA LAPA,09/2022,60447
317170,VIRGÍNIA,05/2022,14369
317170,VIRGÍNIA,09/2022,60070
317170,VIRGÍNIA,01/2022,13853
317170,VIRGÍNIA,04/2022,14398
317170,VIRGÍNIA,03/2022,14632
317170,VIRGÍNIA,02/2022,14597
317170,VIRGÍNIA,10/2022,60086
317170,VIRGÍNIA,12/2022,60082
317170,VIRGÍNIA,08/2022,60047
317170,VIRGÍNIA,11/2022,60083
317170,VIRGÍNIA,06/2022,13758
317170,VIRGÍNIA,07/2022,40061
317180,VIRGINÓPOLIS,07/2022,40278
317180,VIRGINÓPOLIS,11/2022,60182
317180,VIRGINÓPOLIS,06/2022,18618
317180,VIRGINÓPOLIS,05/2022,19031
317180,VIRGINÓPOLIS,09/2022,60237
317180,VIRGINÓPOLIS,03/2022,19065
317180,VIRGINÓPOLIS,12/2022,60179
317180,VIRGINÓPOLIS,08/2022,60238
317180,VIRGINÓPOLIS,01/2022,18118
317180,VIRGINÓPOLIS,02/2022,18762
317180,VIRGINÓPOLIS,04/2022,18928
317180,VIRGINÓPOLIS,10/2022,60203
317190,VIRGOLÂNDIA,10/2022,60280
317190,VIRGOLÂNDIA,03/2022,18191
317190,VIRGOLÂNDIA,02/2022,18028
317190,VIRGOLÂNDIA,08/2022,60272
317190,VIRGOLÂNDIA,12/2022,60418
317190,VIRGOLÂNDIA,06/2022,17783
317190,VIRGOLÂNDIA,11/2022,60257
317190,VIRGOLÂNDIA,07/2022,40383
317190,VIRGOLÂNDIA,09/2022,60261
317190,VIRGOLÂNDIA,01/2022,17517
317190,VIRGOLÂNDIA,05/2022,18221
317190,VIRGOLÂNDIA,04/2022,18098
317200,VISCONDE DO RIO BRANCO,05/2022,18074
317200,VISCONDE DO RIO BRANCO,09/2022,60316
317200,VISCONDE DO RIO BRANCO,01/2022,17811
317200,VISCONDE DO RIO BRANCO,04/2022,18100
317200,VISCONDE DO RIO BRANCO,06/2022,17766
317200,VISCONDE DO RIO BRANCO,08/2022,60366
317200,VISCONDE DO RIO BRANCO,02/2022,18317
317200,VISCONDE DO RIO BRANCO,10/2022,60362
317200,VISCONDE DO RIO BRANCO,03/2022,18211
317200,VISCONDE DO RIO BRANCO,12/2022,60287
317200,VISCONDE DO RIO BRANCO,11/2022,60312
317200,VISCONDE DO RIO BRANCO,07/2022,40414
317210,VOLTA GRANDE,07/2022,41466
317210,VOLTA GRANDE,11/2022,61185
317210,VOLTA GRANDE,05/2022,26271
317210,VOLTA GRANDE,04/2022,26114
317210,VOLTA GRANDE,09/2022,61276
317210,VOLTA GRANDE,01/2022,25204
317210,VOLTA GRANDE,02/2022,26262
317210,VOLTA GRANDE,12/2022,61173
317210,VOLTA GRANDE,06/2022,26110
317210,VOLTA GRANDE,08/2022,61337
317210,VOLTA GRANDE,10/2022,61178
317210,VOLTA GRANDE,03/2022,26139
317220,WENCESLAU BRAZ,10/2022,60471
317220,WENCESLAU BRAZ,04/2022,20703
317220,WENCESLAU BRAZ,02/2022,20656
317220,WENCESLAU BRAZ,03/2022,20586
317220,WENCESLAU BRAZ,08/2022,60510
317220,WENCESLAU BRAZ,12/2022,60345
317220,WENCESLAU BRAZ,07/2022,40610
317220,WENCESLAU BRAZ,11/2022,60400
317220,WENCESLAU BRAZ,05/2022,20350
317220,WENCESLAU BRAZ,09/2022,60484
317220,WENCESLAU BRAZ,06/2022,19697
317220,WENCESLAU BRAZ,01/2022,20056
500020,ÁGUA CLARA,08/2022,61354
500020,ÁGUA CLARA,11/2022,61459
500020,ÁGUA CLARA,02/2022,24959
500020,ÁGUA CLARA,07/2022,41572
500020,ÁGUA CLARA,03/2022,25562
500020,ÁGUA CLARA,10/2022,61316
500020,ÁGUA CLARA,05/2022,25711
500020,ÁGUA CLARA,04/2022,25657
500020,ÁGUA CLARA,12/2022,61268
500020,ÁGUA CLARA,06/2022,25661
500020,ÁGUA CLARA,09/2022,61233
500020,ÁGUA CLARA,01/2022,23930
500025,ALCINÓPOLIS,06/2022,19861
500025,ALCINÓPOLIS,09/2022,60545
500025,ALCINÓPOLIS,01/2022,19454
500025,ALCINÓPOLIS,08/2022,60505
500025,ALCINÓPOLIS,11/2022,60542
500025,ALCINÓPOLIS,02/2022,20296
500025,ALCINÓPOLIS,10/2022,60525
500025,ALCINÓPOLIS,12/2022,60512
500025,ALCINÓPOLIS,07/2022,40351
500025,ALCINÓPOLIS,03/2022,20156
500025,ALCINÓPOLIS,05/2022,20311
500025,ALCINÓPOLIS,04/2022,20011
500060,AMAMBAÍ,07/2022,42000
500060,AMAMBAÍ,10/2022,61719
500060,AMAMBAÍ,04/2022,26298
500060,AMAMBAÍ,12/2022,61713
500060,AMAMBAÍ,05/2022,25758
500060,AMAMBAÍ,03/2022,26355
500060,AMAMBAÍ,01/2022,25414
500060,AMAMBAÍ,09/2022,61769
500060,AMAMBAÍ,06/2022,25374
500060,AMAMBAÍ,02/2022,26461
500060,AMAMBAÍ,11/2022,61803
500060,AMAMBAÍ,08/2022,61874
500070,ANASTÁCIO,08/2022,60545
500070,ANASTÁCIO,02/2022,20577
500070,ANASTÁCIO,11/2022,60501
500070,ANASTÁCIO,03/2022,20679
500070,ANASTÁCIO,07/2022,40610
500070,ANASTÁCIO,10/2022,60579
500070,ANASTÁCIO,04/2022,20445
500070,ANASTÁCIO,05/2022,20490
500070,ANASTÁCIO,12/2022,60479
500070,ANASTÁCIO,09/2022,60515
500070,ANASTÁCIO,06/2022,19960
500070,ANASTÁCIO,01/2022,20093
500080,ANAURILÂNDIA,09/2022,60407
500080,ANAURILÂNDIA,01/2022,19215
500080,ANAURILÂNDIA,05/2022,20206
500080,ANAURILÂNDIA,06/2022,19433
500080,ANAURILÂNDIA,08/2022,60436
500080,ANAURILÂNDIA,11/2022,60468
500080,ANAURILÂNDIA,02/2022,19566
500080,ANAURILÂNDIA,04/2022,19689
500080,ANAURILÂNDIA,10/2022,60651
500080,ANAURILÂNDIA,12/2022,60446
500080,ANAURILÂNDIA,07/2022,40452
500080,ANAURILÂNDIA,03/2022,19821
500085,ANGÉLICA,03/2022,19379
500085,ANGÉLICA,04/2022,19381
500085,ANGÉLICA,07/2022,40529
500085,ANGÉLICA,09/2022,60371
500085,ANGÉLICA,10/2022,60441
500085,ANGÉLICA,12/2022,60367
500085,ANGÉLICA,05/2022,19206
500085,ANGÉLICA,06/2022,18850
500085,ANGÉLICA,01/2022,18816
500085,ANGÉLICA,02/2022,19277
500085,ANGÉLICA,08/2022,60447
500085,ANGÉLICA,11/2022,60546
500090,ANTÔNIO JOÃO,08/2022,61204
500090,ANTÔNIO JOÃO,02/2022,24199
500090,ANTÔNIO JOÃO,11/2022,61007
500090,ANTÔNIO JOÃO,03/2022,24173
500090,ANTÔNIO JOÃO,12/2022,60936
500090,ANTÔNIO JOÃO,07/2022,41241
500090,ANTÔNIO JOÃO,09/2022,61071
500090,ANTÔNIO JOÃO,04/2022,24101
500090,ANTÔNIO JOÃO,10/2022,61019
500090,ANTÔNIO JOÃO,05/2022,23914
500090,ANTÔNIO JOÃO,01/2022,23352
500090,ANTÔNIO JOÃO,06/2022,23541
500100,APARECIDA DO TABOADO,05/2022,22073
500100,APARECIDA DO TABOADO,01/2022,21275
500100,APARECIDA DO TABOADO,06/2022,21489
500100,APARECIDA DO TABOADO,08/2022,60619
500100,APARECIDA DO TABOADO,11/2022,60495
500100,APARECIDA DO TABOADO,02/2022,21883
500100,APARECIDA DO TABOADO,09/2022,60624
500100,APARECIDA DO TABOADO,03/2022,22264
500100,APARECIDA DO TABOADO,04/2022,21887
500100,APARECIDA DO TABOADO,10/2022,60566
500100,APARECIDA DO TABOADO,12/2022,60485
500100,APARECIDA DO TABOADO,07/2022,40695
500110,AQUIDAUANA,04/2022,19283
500110,AQUIDAUANA,12/2022,60581
500110,AQUIDAUANA,03/2022,19677
500110,AQUIDAUANA,07/2022,40565
500110,AQUIDAUANA,09/2022,60495
500110,AQUIDAUANA,10/2022,60567
500110,AQUIDAUANA,05/2022,18926
500110,AQUIDAUANA,01/2022,19731
500110,AQUIDAUANA,06/2022,18416
500110,AQUIDAUANA,11/2022,60554
500110,AQUIDAUANA,08/2022,60521
500110,AQUIDAUANA,02/2022,20256
500124,ARAL MOREIRA,12/2022,60903
500124,ARAL MOREIRA,11/2022,60813
500124,ARAL MOREIRA,08/2022,60858
500124,ARAL MOREIRA,02/2022,23365
500124,ARAL MOREIRA,10/2022,60831
500124,ARAL MOREIRA,07/2022,40996
500124,ARAL MOREIRA,03/2022,23426
500124,ARAL MOREIRA,09/2022,60745
500124,ARAL MOREIRA,06/2022,21874
500124,ARAL MOREIRA,05/2022,22600
500124,ARAL MOREIRA,04/2022,23139
500124,ARAL MOREIRA,01/2022,22503
500150,BANDEIRANTES,06/2022,18970
500150,BANDEIRANTES,05/2022,19287
500150,BANDEIRANTES,01/2022,19577
500150,BANDEIRANTES,12/2022,60600
500150,BANDEIRANTES,11/2022,60623
500150,BANDEIRANTES,02/2022,20297
500150,BANDEIRANTES,08/2022,60674
500150,BANDEIRANTES,03/2022,19804
500150,BANDEIRANTES,10/2022,60599
500150,BANDEIRANTES,07/2022,40701
500150,BANDEIRANTES,04/2022,19795
500150,BANDEIRANTES,09/2022,60633
500190,BATAGUASSU,10/2022,60393
500190,BATAGUASSU,07/2022,40244
500190,BATAGUASSU,09/2022,60233
500190,BATAGUASSU,04/2022,18443
500190,BATAGUASSU,05/2022,18791
500190,BATAGUASSU,01/2022,17940
500190,BATAGUASSU,06/2022,18401
500190,BATAGUASSU,12/2022,60202
500190,BATAGUASSU,02/2022,18239
500190,BATAGUASSU,11/2022,60198
500190,BATAGUASSU,08/2022,60214
500190,BATAGUASSU,03/2022,18394
500200,BATAYPORÃ,08/2022,60589
500200,BATAYPORÃ,11/2022,60583
500200,BATAYPORÃ,03/2022,21564
500200,BATAYPORÃ,02/2022,21484
500200,BATAYPORÃ,12/2022,60547
500200,BATAYPORÃ,10/2022,60600
500200,BATAYPORÃ,04/2022,21542
500200,BATAYPORÃ,09/2022,60536
500200,BATAYPORÃ,07/2022,40644
500200,BATAYPORÃ,01/2022,20666
500200,BATAYPORÃ,06/2022,21369
500200,BATAYPORÃ,05/2022,21875
500210,BELA VISTA,05/2022,17869
500210,BELA VISTA,01/2022,18255
500210,BELA VISTA,06/2022,17241
500210,BELA VISTA,11/2022,60243
500210,BELA VISTA,12/2022,60227
500210,BELA VISTA,03/2022,18448
500210,BELA VISTA,02/2022,18654
500210,BELA VISTA,08/2022,60285
500210,BELA VISTA,09/2022,60265
500210,BELA VISTA,04/2022,18220
500210,BELA VISTA,07/2022,40300
500210,BELA VISTA,10/2022,60302
500215,BODOQUENA,07/2022,41558
500215,BODOQUENA,10/2022,61579
500215,BODOQUENA,09/2022,61415
500215,BODOQUENA,04/2022,24440
500215,BODOQUENA,05/2022,24560
500215,BODOQUENA,01/2022,23534
500215,BODOQUENA,06/2022,23985
500215,BODOQUENA,11/2022,61414
500215,BODOQUENA,02/2022,24430
500215,BODOQUENA,08/2022,61506
500215,BODOQUENA,03/2022,24664
500215,BODOQUENA,12/2022,61482
500220,BONITO,03/2022,20009
500220,BONITO,02/2022,19677
500220,BONITO,08/2022,60492
500220,BONITO,11/2022,60406
500220,BONITO,09/2022,60456
500220,BONITO,10/2022,60692
500220,BONITO,04/2022,19817
500220,BONITO,07/2022,40525
500220,BONITO,05/2022,19744
500220,BONITO,01/2022,19132
500220,BONITO,12/2022,60392
500220,BONITO,06/2022,19432
500230,BRASILÂNDIA,01/2022,20373
500230,BRASILÂNDIA,04/2022,20978
500230,BRASILÂNDIA,05/2022,20947
500230,BRASILÂNDIA,06/2022,20754
500230,BRASILÂNDIA,02/2022,20852
500230,BRASILÂNDIA,03/2022,20908
500230,BRASILÂNDIA,11/2022,60516
500230,BRASILÂNDIA,12/2022,60523
500230,BRASILÂNDIA,08/2022,60543
500230,BRASILÂNDIA,09/2022,60533
500230,BRASILÂNDIA,07/2022,40600
500230,BRASILÂNDIA,10/2022,60709
500240,CAARAPÓ,09/2022,62326
500240,CAARAPÓ,07/2022,42500
500240,CAARAPÓ,10/2022,62251
500240,CAARAPÓ,04/2022,26938
500240,CAARAPÓ,01/2022,26227
500240,CAARAPÓ,06/2022,26492
500240,CAARAPÓ,05/2022,26892
500240,CAARAPÓ,02/2022,26999
500240,CAARAPÓ,08/2022,62439
500240,CAARAPÓ,03/2022,27105
500240,CAARAPÓ,12/2022,62165
500240,CAARAPÓ,11/2022,62312
500260,CAMAPUÃ,08/2022,60724
500260,CAMAPUÃ,12/2022,60601
500260,CAMAPUÃ,11/2022,60637
500260,CAMAPUÃ,03/2022,22530
500260,CAMAPUÃ,02/2022,22094
500260,CAMAPUÃ,04/2022,22461
500260,CAMAPUÃ,10/2022,60642
500260,CAMAPUÃ,09/2022,60698
500260,CAMAPUÃ,06/2022,22163
500260,CAMAPUÃ,07/2022,40817
500260,CAMAPUÃ,01/2022,21342
500260,CAMAPUÃ,05/2022,22442
500270,CAMPO GRANDE,05/2022,20934
500270,CAMPO GRANDE,06/2022,20693
500270,CAMPO GRANDE,01/2022,20173
500270,CAMPO GRANDE,12/2022,60640
500270,CAMPO GRANDE,08/2022,60702
500270,CAMPO GRANDE,02/2022,20725
500270,CAMPO GRANDE,11/2022,60655
500270,CAMPO GRANDE,03/2022,20808
500270,CAMPO GRANDE,10/2022,60687
500270,CAMPO GRANDE,07/2022,40802
500270,CAMPO GRANDE,04/2022,20809
500270,CAMPO GRANDE,09/2022,60678
500280,CARACOL,07/2022,40730
500280,CARACOL,04/2022,21450
500280,CARACOL,10/2022,60544
500280,CARACOL,09/2022,60582
500280,CARACOL,05/2022,21587
500280,CARACOL,01/2022,20334
500280,CARACOL,06/2022,21147
500280,CARACOL,11/2022,60651
500280,CARACOL,03/2022,21514
500280,CARACOL,12/2022,60573
500280,CARACOL,02/2022,21058
500280,CARACOL,08/2022,60612
500290,CASSILÂNDIA,11/2022,60663
500290,CASSILÂNDIA,03/2022,20831
500290,CASSILÂNDIA,02/2022,20373
500290,CASSILÂNDIA,12/2022,60607
500290,CASSILÂNDIA,08/2022,60758
500290,CASSILÂNDIA,09/2022,60720
500290,CASSILÂNDIA,07/2022,40855
500290,CASSILÂNDIA,10/2022,60671
500290,CASSILÂNDIA,04/2022,20816
500290,CASSILÂNDIA,05/2022,20793
500290,CASSILÂNDIA,06/2022,20531
500290,CASSILÂNDIA,01/2022,19710
500295,CHAPADÃO DO SUL,06/2022,20128
500295,CHAPADÃO DO SUL,01/2022,19561
500295,CHAPADÃO DO SUL,05/2022,20665
500295,CHAPADÃO DO SUL,12/2022,60320
500295,CHAPADÃO DO SUL,11/2022,60411
500295,CHAPADÃO DO SUL,08/2022,60380
500295,CHAPADÃO DO SUL,03/2022,20870
500295,CHAPADÃO DO SUL,02/2022,20121
500295,CHAPADÃO DO SUL,10/2022,60328
500295,CHAPADÃO DO SUL,09/2022,60365
500295,CHAPADÃO DO SUL,07/2022,40453
500295,CHAPADÃO DO SUL,04/2022,20834
500310,CORGUINHO,04/2022,18400
500310,CORGUINHO,10/2022,60379
500310,CORGUINHO,07/2022,40370
500310,CORGUINHO,02/2022,18575
500310,CORGUINHO,09/2022,60348
500310,CORGUINHO,05/2022,18182
500310,CORGUINHO,06/2022,17834
500310,CORGUINHO,01/2022,17823
500310,CORGUINHO,11/2022,60353
500310,CORGUINHO,08/2022,60425
500310,CORGUINHO,12/2022,60327
500310,CORGUINHO,03/2022,18626
500315,CORONEL SAPUCAIA,11/2022,61961
500315,CORONEL SAPUCAIA,08/2022,62363
500315,CORONEL SAPUCAIA,12/2022,61877
500315,CORONEL SAPUCAIA,03/2022,27948
500315,CORONEL SAPUCAIA,02/2022,28362
500315,CORONEL SAPUCAIA,09/2022,62167
500315,CORONEL SAPUCAIA,04/2022,27973
500315,CORONEL SAPUCAIA,10/2022,62026
500315,CORONEL SAPUCAIA,07/2022,42777
500315,CORONEL SAPUCAIA,05/2022,27853
500315,CORONEL SAPUCAIA,01/2022,27189
500315,CORONEL SAPUCAIA,06/2022,27461
500320,CORUMBÁ,01/2022,20224
500320,CORUMBÁ,05/2022,20719
500320,CORUMBÁ,06/2022,20358
500320,CORUMBÁ,08/2022,60749
500320,CORUMBÁ,11/2022,60687
500320,CORUMBÁ,03/2022,20831
500320,CORUMBÁ,02/2022,20503
500320,CORUMBÁ,12/2022,60695
500320,CORUMBÁ,09/2022,60724
500320,CORUMBÁ,07/2022,40763
500320,CORUMBÁ,10/2022,61470
500320,CORUMBÁ,04/2022,20754
500325,COSTA RICA,07/2022,40615
500325,COSTA RICA,04/2022,21777
500325,COSTA RICA,09/2022,60465
500325,COSTA RICA,10/2022,60453
500325,COSTA RICA,02/2022,21351
500325,COSTA RICA,01/2022,20524
500325,COSTA RICA,06/2022,21185
500325,COSTA RICA,05/2022,21561
500325,COSTA RICA,12/2022,60440
500325,COSTA RICA,08/2022,60502
500325,COSTA RICA,03/2022,21769
500325,COSTA RICA,11/2022,60483
500330,COXIM,11/2022,60160
500330,COXIM,02/2022,17687
500330,COXIM,03/2022,17432
500330,COXIM,04/2022,17340
500330,COXIM,12/2022,60158
500330,COXIM,08/2022,60157
500330,COXIM,07/2022,40190
500330,COXIM,09/2022,60166
500330,COXIM,10/2022,60434
500330,COXIM,05/2022,17292
500330,COXIM,06/2022,16874
500330,COXIM,01/2022,17397
500345,DEODÁPOLIS,01/2022,18481
500345,DEODÁPOLIS,05/2022,18702
500345,DEODÁPOLIS,06/2022,18153
500345,DEODÁPOLIS,03/2022,18985
500345,DEODÁPOLIS,11/2022,60450
500345,DEODÁPOLIS,08/2022,60308
500345,DEODÁPOLIS,02/2022,18995
500345,DEODÁPOLIS,12/2022,60248
500345,DEODÁPOLIS,04/2022,18865
500345,DEODÁPOLIS,07/2022,40339
500345,DEODÁPOLIS,09/2022,60281
500345,DEODÁPOLIS,10/2022,60301
500348,DOIS IRMÃOS DO BURITI,07/2022,41247
500348,DOIS IRMÃOS DO BURITI,09/2022,61219
500348,DOIS IRMÃOS DO BURITI,10/2022,61240
500348,DOIS IRMÃOS DO BURITI,06/2022,23520
500348,DOIS IRMÃOS DO BURITI,05/2022,23695
