codigo_municipio_ibge,municipio,mes_referencia,valor_medio_recebido_familia
520580,CORUMBÁ DE GOIÁS,04/2022,17521
520580,CORUMBÁ DE GOIÁS,08/2022,60185
520580,CORUMBÁ DE GOIÁS,06/2022,17477
520590,CORUMBAÍBA,08/2022,60202
520590,CORUMBAÍBA,10/2022,60429
520590,CORUMBAÍBA,06/2022,17185
520590,CORUMBAÍBA,04/2022,17338
520590,CORUMBAÍBA,11/2022,60225
520590,CORUMBAÍBA,12/2022,60238
520590,CORUMBAÍBA,09/2022,60227
520590,CORUMBAÍBA,07/2022,40221
520590,CORUMBAÍBA,01/2022,16885
520590,CORUMBAÍBA,05/2022,17326
520590,CORUMBAÍBA,03/2022,17482
520590,CORUMBAÍBA,02/2022,17248
520620,CRISTALINA,02/2022,20969
520620,CRISTALINA,03/2022,20868
520620,CRISTALINA,10/2022,60578
520620,CRISTALINA,08/2022,60581
520620,CRISTALINA,06/2022,20514
520620,CRISTALINA,04/2022,20851
520620,CRISTALINA,11/2022,60555
520620,CRISTALINA,07/2022,40644
520620,CRISTALINA,09/2022,60565
520620,CRISTALINA,12/2022,60531
520620,CRISTALINA,05/2022,20904
520620,CRISTALINA,01/2022,20424
520630,CRISTIANÓPOLIS,01/2022,21679
520630,CRISTIANÓPOLIS,12/2022,60463
520630,CRISTIANÓPOLIS,05/2022,21096
520630,CRISTIANÓPOLIS,07/2022,40634
520630,CRISTIANÓPOLIS,09/2022,60513
520630,CRISTIANÓPOLIS,11/2022,60480
520630,CRISTIANÓPOLIS,02/2022,22866
520630,CRISTIANÓPOLIS,03/2022,22177
520630,CRISTIANÓPOLIS,04/2022,21662
520630,CRISTIANÓPOLIS,08/2022,60530
520630,CRISTIANÓPOLIS,06/2022,20371
520630,CRISTIANÓPOLIS,10/2022,60413
520640,CRIXÁS,10/2022,60074
520640,CRIXÁS,08/2022,60122
520640,CRIXÁS,06/2022,16707
520640,CRIXÁS,04/2022,17477
520640,CRIXÁS,12/2022,60090
520640,CRIXÁS,01/2022,17001
520640,CRIXÁS,09/2022,60084
520640,CRIXÁS,05/2022,17258
520640,CRIXÁS,07/2022,40127
520640,CRIXÁS,11/2022,60118
520640,CRIXÁS,02/2022,17439
520640,CRIXÁS,03/2022,17591
520650,CROMÍNIA,02/2022,19094
520650,CROMÍNIA,03/2022,18917
520650,CROMÍNIA,04/2022,18913
520650,CROMÍNIA,10/2022,60288
520650,CROMÍNIA,06/2022,18563
520650,CROMÍNIA,08/2022,60293
520650,CROMÍNIA,09/2022,60230
520650,CROMÍNIA,07/2022,40314
520650,CROMÍNIA,11/2022,60204
520650,CROMÍNIA,05/2022,18736
520650,CROMÍNIA,01/2022,18427
520650,CROMÍNIA,12/2022,60271
520660,CUMARI,05/2022,17320
520660,CUMARI,01/2022,17185
520660,CUMARI,11/2022,60000
520660,CUMARI,12/2022,59966
520660,CUMARI,09/2022,60008
520660,CUMARI,02/2022,17470
520660,CUMARI,03/2022,17574
520660,CUMARI,10/2022,60000
520660,CUMARI,07/2022,40000
520660,CUMARI,06/2022,17102
520660,CUMARI,04/2022,17686
520660,CUMARI,08/2022,60008
520670,DAMIANÓPOLIS,10/2022,60491
520670,DAMIANÓPOLIS,08/2022,60346
520670,DAMIANÓPOLIS,04/2022,21435
520670,DAMIANÓPOLIS,05/2022,21705
520670,DAMIANÓPOLIS,06/2022,20779
520670,DAMIANÓPOLIS,11/2022,60283
520670,DAMIANÓPOLIS,09/2022,60333
520670,DAMIANÓPOLIS,01/2022,21239
520670,DAMIANÓPOLIS,12/2022,60284
520670,DAMIANÓPOLIS,07/2022,40432
520670,DAMIANÓPOLIS,02/2022,22253
520670,DAMIANÓPOLIS,03/2022,21360
520680,DAMOLÂNDIA,03/2022,16066
520680,DAMOLÂNDIA,02/2022,15891
520680,DAMOLÂNDIA,08/2022,60129
520680,DAMOLÂNDIA,10/2022,60141
520680,DAMOLÂNDIA,04/2022,16081
520680,DAMOLÂNDIA,06/2022,16105
520680,DAMOLÂNDIA,01/2022,15607
520680,DAMOLÂNDIA,09/2022,60141
520680,DAMOLÂNDIA,05/2022,16369
520680,DAMOLÂNDIA,12/2022,60247
520680,DAMOLÂNDIA,11/2022,60324
520680,DAMOLÂNDIA,07/2022,40167
520690,DAVINÓPOLIS,11/2022,60218
520690,DAVINÓPOLIS,05/2022,16446
520690,DAVINÓPOLIS,12/2022,60228
520690,DAVINÓPOLIS,07/2022,40228
520690,DAVINÓPOLIS,01/2022,17490
520690,DAVINÓPOLIS,09/2022,60212
520690,DAVINÓPOLIS,03/2022,16924
520690,DAVINÓPOLIS,02/2022,17127
520690,DAVINÓPOLIS,10/2022,60297
520690,DAVINÓPOLIS,04/2022,16716
520690,DAVINÓPOLIS,06/2022,16340
520690,DAVINÓPOLIS,08/2022,60216
520710,DIORAMA,04/2022,18840
520710,DIORAMA,10/2022,60322
520710,DIORAMA,06/2022,17805
520710,DIORAMA,08/2022,60246
520710,DIORAMA,01/2022,17575
520710,DIORAMA,09/2022,60246
520710,DIORAMA,05/2022,18461
520710,DIORAMA,07/2022,40257
520710,DIORAMA,12/2022,60283
520710,DIORAMA,11/2022,60271
520710,DIORAMA,02/2022,18710
520710,DIORAMA,03/2022,19027
520725,DOVERLÂNDIA,03/2022,20440
520725,DOVERLÂNDIA,02/2022,20377
520725,DOVERLÂNDIA,06/2022,19515
520725,DOVERLÂNDIA,10/2022,60308
520725,DOVERLÂNDIA,08/2022,60174
520725,DOVERLÂNDIA,07/2022,40219
520725,DOVERLÂNDIA,01/2022,19852
520725,DOVERLÂNDIA,05/2022,19901
520725,DOVERLÂNDIA,11/2022,60208
520725,DOVERLÂNDIA,04/2022,20387
520725,DOVERLÂNDIA,09/2022,60200
520725,DOVERLÂNDIA,12/2022,60216
520735,EDEALINA,04/2022,17967
520735,EDEALINA,12/2022,60259
520735,EDEALINA,05/2022,18071
520735,EDEALINA,11/2022,60251
520735,EDEALINA,07/2022,40224
520735,EDEALINA,09/2022,60152
520735,EDEALINA,01/2022,18419
520735,EDEALINA,03/2022,17978
520735,EDEALINA,02/2022,18625
520735,EDEALINA,10/2022,60149
520735,EDEALINA,06/2022,17410
520735,EDEALINA,08/2022,60194
520740,EDÉIA,10/2022,60393
520740,EDÉIA,08/2022,60278
520740,EDÉIA,06/2022,19187
520740,EDÉIA,04/2022,19797
520740,EDÉIA,03/2022,20004
520740,EDÉIA,01/2022,19122
520740,EDÉIA,09/2022,60288
520740,EDÉIA,05/2022,19611
520740,EDÉIA,11/2022,60233
520740,EDÉIA,12/2022,60214
520740,EDÉIA,07/2022,40305
520740,EDÉIA,02/2022,19929
520750,ESTRELA DO NORTE,03/2022,19922
520750,ESTRELA DO NORTE,02/2022,20024
520750,ESTRELA DO NORTE,10/2022,60396
520750,ESTRELA DO NORTE,08/2022,60471
520750,ESTRELA DO NORTE,06/2022,19402
520750,ESTRELA DO NORTE,12/2022,60298
520750,ESTRELA DO NORTE,11/2022,60329
520750,ESTRELA DO NORTE,05/2022,19912
520750,ESTRELA DO NORTE,01/2022,19608
520750,ESTRELA DO NORTE,09/2022,60454
520750,ESTRELA DO NORTE,07/2022,40554
520750,ESTRELA DO NORTE,04/2022,19802
520753,FAINA,04/2022,20677
520753,FAINA,09/2022,60390
520753,FAINA,07/2022,40417
520753,FAINA,01/2022,20012
520753,FAINA,11/2022,60327
520753,FAINA,05/2022,20746
520753,FAINA,12/2022,60331
520753,FAINA,03/2022,20803
520753,FAINA,06/2022,20299
520753,FAINA,10/2022,60348
520753,FAINA,02/2022,20763
520753,FAINA,08/2022,60396
520760,FAZENDA NOVA,10/2022,60367
520760,FAZENDA NOVA,08/2022,60342
520760,FAZENDA NOVA,02/2022,22693
520760,FAZENDA NOVA,06/2022,22512
520760,FAZENDA NOVA,09/2022,60342
520760,FAZENDA NOVA,12/2022,60491
520760,FAZENDA NOVA,07/2022,40402
520760,FAZENDA NOVA,01/2022,21788
520760,FAZENDA NOVA,11/2022,60525
520760,FAZENDA NOVA,05/2022,22712
520760,FAZENDA NOVA,04/2022,22974
520760,FAZENDA NOVA,03/2022,23118
520780,FIRMINÓPOLIS,03/2022,17109
520780,FIRMINÓPOLIS,06/2022,16577
520780,FIRMINÓPOLIS,08/2022,60113
520780,FIRMINÓPOLIS,10/2022,60087
520780,FIRMINÓPOLIS,02/2022,17347
520780,FIRMINÓPOLIS,12/2022,60070
520780,FIRMINÓPOLIS,01/2022,16814
520780,FIRMINÓPOLIS,07/2022,40152
520780,FIRMINÓPOLIS,04/2022,16912
520780,FIRMINÓPOLIS,09/2022,60089
520780,FIRMINÓPOLIS,11/2022,60078
520780,FIRMINÓPOLIS,05/2022,16998
520790,FLORES DE GOIÁS,11/2022,60474
520790,FLORES DE GOIÁS,04/2022,19323
520790,FLORES DE GOIÁS,01/2022,18728
520790,FLORES DE GOIÁS,09/2022,60359
520790,FLORES DE GOIÁS,07/2022,40445
520790,FLORES DE GOIÁS,12/2022,60303
520790,FLORES DE GOIÁS,05/2022,19468
520790,FLORES DE GOIÁS,03/2022,19510
520790,FLORES DE GOIÁS,02/2022,19473
520790,FLORES DE GOIÁS,08/2022,60411
520790,FLORES DE GOIÁS,10/2022,60419
520790,FLORES DE GOIÁS,06/2022,18837
520800,FORMOSA,02/2022,18788
520800,FORMOSA,08/2022,60272
520800,FORMOSA,10/2022,60294
520800,FORMOSA,06/2022,18217
520800,FORMOSA,05/2022,18633
520800,FORMOSA,07/2022,40332
520800,FORMOSA,04/2022,18579
520800,FORMOSA,11/2022,60285
520800,FORMOSA,09/2022,60236
520800,FORMOSA,12/2022,60271
520800,FORMOSA,01/2022,18477
520800,FORMOSA,03/2022,18682
520810,FORMOSO,03/2022,17809
520810,FORMOSO,10/2022,60182
520810,FORMOSO,06/2022,17487
520810,FORMOSO,08/2022,60208
520810,FORMOSO,02/2022,18225
520810,FORMOSO,11/2022,60181
520810,FORMOSO,09/2022,60188
520810,FORMOSO,04/2022,17704
520810,FORMOSO,01/2022,17469
520810,FORMOSO,07/2022,40207
520810,FORMOSO,05/2022,17827
520810,FORMOSO,12/2022,60169
520815,GAMELEIRA DE GOIÁS,07/2022,40625
520815,GAMELEIRA DE GOIÁS,12/2022,60512
520815,GAMELEIRA DE GOIÁS,09/2022,60692
520815,GAMELEIRA DE GOIÁS,01/2022,19585
520815,GAMELEIRA DE GOIÁS,11/2022,60637
520815,GAMELEIRA DE GOIÁS,04/2022,20491
520815,GAMELEIRA DE GOIÁS,05/2022,20632
520815,GAMELEIRA DE GOIÁS,02/2022,20471
520815,GAMELEIRA DE GOIÁS,08/2022,60678
520815,GAMELEIRA DE GOIÁS,10/2022,60624
520815,GAMELEIRA DE GOIÁS,03/2022,20339
520815,GAMELEIRA DE GOIÁS,06/2022,19891
520830,DIVINÓPOLIS DE GOIÁS,10/2022,60524
520830,DIVINÓPOLIS DE GOIÁS,06/2022,19702
520830,DIVINÓPOLIS DE GOIÁS,02/2022,19852
520830,DIVINÓPOLIS DE GOIÁS,08/2022,60537
520830,DIVINÓPOLIS DE GOIÁS,03/2022,19699
520830,DIVINÓPOLIS DE GOIÁS,11/2022,60516
520830,DIVINÓPOLIS DE GOIÁS,07/2022,40569
520830,DIVINÓPOLIS DE GOIÁS,05/2022,19839
520830,DIVINÓPOLIS DE GOIÁS,04/2022,19791
520830,DIVINÓPOLIS DE GOIÁS,12/2022,60544
520830,DIVINÓPOLIS DE GOIÁS,01/2022,19158
520830,DIVINÓPOLIS DE GOIÁS,09/2022,60517
520840,GOIANÁPOLIS,05/2022,17850
520840,GOIANÁPOLIS,04/2022,17758
520840,GOIANÁPOLIS,01/2022,17395
520840,GOIANÁPOLIS,11/2022,60189
520840,GOIANÁPOLIS,07/2022,40196
520840,GOIANÁPOLIS,12/2022,60172
520840,GOIANÁPOLIS,09/2022,60198
520840,GOIANÁPOLIS,02/2022,17722
520840,GOIANÁPOLIS,06/2022,17566
520840,GOIANÁPOLIS,10/2022,60268
520840,GOIANÁPOLIS,08/2022,60205
520840,GOIANÁPOLIS,03/2022,17728
520850,GOIANDIRA,05/2022,17166
520850,GOIANDIRA,12/2022,60143
520850,GOIANDIRA,07/2022,40254
520850,GOIANDIRA,11/2022,60179
520850,GOIANDIRA,09/2022,60167
520850,GOIANDIRA,04/2022,17158
520850,GOIANDIRA,02/2022,17102
520850,GOIANDIRA,10/2022,60220
520850,GOIANDIRA,01/2022,16568
520850,GOIANDIRA,06/2022,17270
520850,GOIANDIRA,08/2022,60198
520850,GOIANDIRA,03/2022,17265
520860,GOIANÉSIA,08/2022,60263
520860,GOIANÉSIA,02/2022,19464
520860,GOIANÉSIA,06/2022,19158
520860,GOIANÉSIA,01/2022,18999
520860,GOIANÉSIA,10/2022,60318
520860,GOIANÉSIA,03/2022,19426
520860,GOIANÉSIA,05/2022,19450
520860,GOIANÉSIA,12/2022,60280
520860,GOIANÉSIA,04/2022,19397
520860,GOIANÉSIA,09/2022,60268
520860,GOIANÉSIA,07/2022,40296
520860,GOIANÉSIA,11/2022,60269
520870,GOIÂNIA,01/2022,18123
520870,GOIÂNIA,05/2022,18076
520870,GOIÂNIA,09/2022,60237
520870,GOIÂNIA,12/2022,60215
520870,GOIÂNIA,04/2022,18338
520870,GOIÂNIA,11/2022,60231
520870,GOIÂNIA,07/2022,40275
520870,GOIÂNIA,02/2022,18528
520870,GOIÂNIA,08/2022,60245
520870,GOIÂNIA,10/2022,60271
520870,GOIÂNIA,06/2022,17838
520870,GOIÂNIA,03/2022,18518
520880,GOIANIRA,03/2022,20899
520880,GOIANIRA,04/2022,20860
520880,GOIANIRA,01/2022,20049
520880,GOIANIRA,09/2022,60422
520880,GOIANIRA,07/2022,40546
520880,GOIANIRA,12/2022,60436
520880,GOIANIRA,11/2022,60466
520880,GOIANIRA,05/2022,20848
520880,GOIANIRA,02/2022,20629
520880,GOIANIRA,10/2022,60465
520880,GOIANIRA,08/2022,60429
520880,GOIANIRA,06/2022,20590
520890,GOIÁS,06/2022,18809
520890,GOIÁS,02/2022,19965
520890,GOIÁS,10/2022,60443
520890,GOIÁS,08/2022,60420
520890,GOIÁS,01/2022,19322
520890,GOIÁS,03/2022,19864
520890,GOIÁS,12/2022,60343
520890,GOIÁS,04/2022,19625
520890,GOIÁS,07/2022,40450
520890,GOIÁS,05/2022,19366
520890,GOIÁS,09/2022,60402
520890,GOIÁS,11/2022,60365
520910,GOIATUBA,04/2022,18592
520910,GOIATUBA,05/2022,18367
520910,GOIATUBA,12/2022,60167
520910,GOIATUBA,07/2022,40265
520910,GOIATUBA,01/2022,18198
520910,GOIATUBA,09/2022,60203
520910,GOIATUBA,06/2022,17782
520910,GOIATUBA,08/2022,60243
520910,GOIATUBA,10/2022,60236
520910,GOIATUBA,02/2022,18567
520910,GOIATUBA,11/2022,60363
520910,GOIATUBA,03/2022,18748
520915,GOUVELÂNDIA,03/2022,17857
520915,GOUVELÂNDIA,09/2022,60144
520915,GOUVELÂNDIA,11/2022,60162
520915,GOUVELÂNDIA,01/2022,17262
520915,GOUVELÂNDIA,07/2022,40179
520915,GOUVELÂNDIA,05/2022,18267
520915,GOUVELÂNDIA,12/2022,60132
520915,GOUVELÂNDIA,04/2022,18115
520915,GOUVELÂNDIA,06/2022,17774
520915,GOUVELÂNDIA,10/2022,60602
520915,GOUVELÂNDIA,02/2022,17502
520915,GOUVELÂNDIA,08/2022,60171
520920,GUAPÓ,06/2022,16843
520920,GUAPÓ,08/2022,60095
520920,GUAPÓ,10/2022,60161
520920,GUAPÓ,02/2022,17554
520920,GUAPÓ,03/2022,17522
520920,GUAPÓ,11/2022,60113
520920,GUAPÓ,09/2022,60088
520920,GUAPÓ,12/2022,60101
520920,GUAPÓ,01/2022,17368
520920,GUAPÓ,04/2022,17440
520920,GUAPÓ,07/2022,40108
520920,GUAPÓ,05/2022,17292
520929,GUARAÍTA,04/2022,15666
520929,GUARAÍTA,07/2022,40039
520929,GUARAÍTA,11/2022,60000
520929,GUARAÍTA,05/2022,15253
520929,GUARAÍTA,09/2022,60000
520929,GUARAÍTA,01/2022,15576
520929,GUARAÍTA,12/2022,60000
520929,GUARAÍTA,08/2022,60018
520929,GUARAÍTA,02/2022,16332
520929,GUARAÍTA,06/2022,14675
520929,GUARAÍTA,10/2022,60000
520929,GUARAÍTA,03/2022,15911
520940,GUARANI DE GOIÁS,06/2022,21940
520940,GUARANI DE GOIÁS,08/2022,60843
520940,GUARANI DE GOIÁS,02/2022,26028
520940,GUARANI DE GOIÁS,10/2022,60813
520940,GUARANI DE GOIÁS,12/2022,61028
520940,GUARANI DE GOIÁS,11/2022,60787
520940,GUARANI DE GOIÁS,07/2022,40882
520940,GUARANI DE GOIÁS,04/2022,23798
520940,GUARANI DE GOIÁS,09/2022,60823
520940,GUARANI DE GOIÁS,01/2022,24784
520940,GUARANI DE GOIÁS,05/2022,22661
520940,GUARANI DE GOIÁS,03/2022,24604
520945,GUARINOS,03/2022,16206
520945,GUARINOS,02/2022,16083
520945,GUARINOS,08/2022,60127
520945,GUARINOS,10/2022,60120
520945,GUARINOS,06/2022,14808
520945,GUARINOS,04/2022,15955
520945,GUARINOS,12/2022,60122
520945,GUARINOS,09/2022,60120
520945,GUARINOS,11/2022,60120
520945,GUARINOS,01/2022,15551
520945,GUARINOS,05/2022,15549
520945,GUARINOS,07/2022,40083
520960,HEITORAÍ,01/2022,15278
520960,HEITORAÍ,05/2022,15788
520960,HEITORAÍ,04/2022,15458
520960,HEITORAÍ,09/2022,60000
520960,HEITORAÍ,11/2022,60000
520960,HEITORAÍ,12/2022,60465
520960,HEITORAÍ,07/2022,40000
520960,HEITORAÍ,03/2022,15605
520960,HEITORAÍ,10/2022,60000
520960,HEITORAÍ,06/2022,15110
520960,HEITORAÍ,02/2022,15410
520960,HEITORAÍ,08/2022,60000
520970,HIDROLÂNDIA,02/2022,18308
520970,HIDROLÂNDIA,10/2022,60145
520970,HIDROLÂNDIA,06/2022,18138
520970,HIDROLÂNDIA,08/2022,60099
520970,HIDROLÂNDIA,01/2022,18290
520970,HIDROLÂNDIA,09/2022,60095
520970,HIDROLÂNDIA,11/2022,60087
520970,HIDROLÂNDIA,04/2022,18459
520970,HIDROLÂNDIA,07/2022,40100
520970,HIDROLÂNDIA,05/2022,18568
520970,HIDROLÂNDIA,12/2022,60250
520970,HIDROLÂNDIA,03/2022,18495
520980,HIDROLINA,04/2022,16455
520980,HIDROLINA,10/2022,60136
520980,HIDROLINA,03/2022,16405
520980,HIDROLINA,06/2022,15558
520980,HIDROLINA,08/2022,60150
520980,HIDROLINA,02/2022,16609
520980,HIDROLINA,01/2022,16402
520980,HIDROLINA,11/2022,60097
520980,HIDROLINA,05/2022,16085
520980,HIDROLINA,07/2022,40179
520980,HIDROLINA,12/2022,60105
520980,HIDROLINA,09/2022,60126
520990,IACIARA,01/2022,19740
520990,IACIARA,09/2022,60380
520990,IACIARA,11/2022,60427
520990,IACIARA,05/2022,19598
520990,IACIARA,07/2022,40383
520990,IACIARA,12/2022,60385
520990,IACIARA,04/2022,19918
520990,IACIARA,06/2022,18838
520990,IACIARA,10/2022,60446
520990,IACIARA,02/2022,20303
520990,IACIARA,08/2022,60394
520990,IACIARA,03/2022,20159
520993,INACIOLÂNDIA,06/2022,19727
520993,INACIOLÂNDIA,08/2022,60426
520993,INACIOLÂNDIA,02/2022,19860
520993,INACIOLÂNDIA,10/2022,60753
520993,INACIOLÂNDIA,03/2022,19859
520993,INACIOLÂNDIA,11/2022,60419
520993,INACIOLÂNDIA,12/2022,60399
520993,INACIOLÂNDIA,07/2022,40443
520993,INACIOLÂNDIA,09/2022,60422
520993,INACIOLÂNDIA,01/2022,19263
520993,INACIOLÂNDIA,05/2022,19961
520993,INACIOLÂNDIA,04/2022,20014
520995,INDIARA,04/2022,17143
520995,INDIARA,03/2022,17273
520995,INDIARA,10/2022,60217
520995,INDIARA,08/2022,60056
520995,INDIARA,06/2022,16494
520995,INDIARA,02/2022,17467
520995,INDIARA,07/2022,40083
520995,INDIARA,12/2022,60062
520995,INDIARA,11/2022,60063
520995,INDIARA,01/2022,17320
520995,INDIARA,09/2022,60081
520995,INDIARA,05/2022,16960
521000,INHUMAS,12/2022,60274
521000,INHUMAS,09/2022,60321
521000,INHUMAS,11/2022,60338
521000,INHUMAS,01/2022,18993
521000,INHUMAS,07/2022,40340
521000,INHUMAS,05/2022,19171
521000,INHUMAS,04/2022,19631
521000,INHUMAS,06/2022,18669
521000,INHUMAS,03/2022,19641
521000,INHUMAS,10/2022,60360
521000,INHUMAS,02/2022,19455
521000,INHUMAS,08/2022,60326
521010,IPAMERI,08/2022,60534
521010,IPAMERI,01/2022,20871
521010,IPAMERI,02/2022,21531
521010,IPAMERI,03/2022,21445
521010,IPAMERI,10/2022,60497
521010,IPAMERI,06/2022,20222
521010,IPAMERI,07/2022,40558
521010,IPAMERI,05/2022,20901
521010,IPAMERI,09/2022,60501
521010,IPAMERI,11/2022,60453
521010,IPAMERI,12/2022,60440
521010,IPAMERI,04/2022,21186
521015,IPIRANGA DE GOIÁS,04/2022,15358
521015,IPIRANGA DE GOIÁS,01/2022,15127
521015,IPIRANGA DE GOIÁS,10/2022,60031
521015,IPIRANGA DE GOIÁS,06/2022,15055
521015,IPIRANGA DE GOIÁS,03/2022,15508
521015,IPIRANGA DE GOIÁS,08/2022,60032
521015,IPIRANGA DE GOIÁS,02/2022,15738
521015,IPIRANGA DE GOIÁS,12/2022,60356
521015,IPIRANGA DE GOIÁS,07/2022,40003
521015,IPIRANGA DE GOIÁS,09/2022,60031
521015,IPIRANGA DE GOIÁS,11/2022,60031
521015,IPIRANGA DE GOIÁS,05/2022,15548
521020,IPORÁ,01/2022,16187
521020,IPORÁ,12/2022,60204
521020,IPORÁ,07/2022,40090
521020,IPORÁ,09/2022,60116
521020,IPORÁ,11/2022,60177
521020,IPORÁ,05/2022,16221
521020,IPORÁ,04/2022,16261
521020,IPORÁ,06/2022,15830
521020,IPORÁ,03/2022,16348
521020,IPORÁ,10/2022,60221
521020,IPORÁ,02/2022,16298
521020,IPORÁ,08/2022,60109
521030,ISRAELÂNDIA,06/2022,21462
521030,ISRAELÂNDIA,08/2022,60339
521030,ISRAELÂNDIA,02/2022,22492
521030,ISRAELÂNDIA,10/2022,60297
521030,ISRAELÂNDIA,07/2022,40490
521030,ISRAELÂNDIA,01/2022,21853
521030,ISRAELÂNDIA,09/2022,60309
521030,ISRAELÂNDIA,12/2022,60231
521030,ISRAELÂNDIA,05/2022,21967
521030,ISRAELÂNDIA,03/2022,21867
521030,ISRAELÂNDIA,11/2022,60278
521030,ISRAELÂNDIA,04/2022,21818
521040,ITABERAÍ,07/2022,40073
521040,ITABERAÍ,04/2022,17017
521040,ITABERAÍ,03/2022,17063
521040,ITABERAÍ,08/2022,60081
521040,ITABERAÍ,06/2022,16949
521040,ITABERAÍ,10/2022,60175
521040,ITABERAÍ,02/2022,16989
521040,ITABERAÍ,01/2022,16754
521040,ITABERAÍ,11/2022,60085
521040,ITABERAÍ,09/2022,60080
521040,ITABERAÍ,05/2022,17237
521040,ITABERAÍ,12/2022,60219
521056,ITAGUARI,05/2022,17470
521056,ITAGUARI,12/2022,60030
521056,ITAGUARI,09/2022,60048
521056,ITAGUARI,01/2022,16457
521056,ITAGUARI,07/2022,40070
521056,ITAGUARI,11/2022,60031
521056,ITAGUARI,04/2022,17055
521056,ITAGUARI,02/2022,16597
521056,ITAGUARI,10/2022,60031
521056,ITAGUARI,03/2022,16880
521056,ITAGUARI,06/2022,16969
521056,ITAGUARI,08/2022,60048
521060,ITAGUARU,02/2022,17658
521060,ITAGUARU,08/2022,60162
521060,ITAGUARU,03/2022,17405
521060,ITAGUARU,10/2022,60153
521060,ITAGUARU,06/2022,17235
521060,ITAGUARU,09/2022,60166
521060,ITAGUARU,11/2022,60171
521060,ITAGUARU,12/2022,60160
521060,ITAGUARU,07/2022,40169
521060,ITAGUARU,01/2022,17175
521060,ITAGUARU,05/2022,17902
521060,ITAGUARU,04/2022,17307
521080,ITAJÁ,04/2022,19940
521080,ITAJÁ,02/2022,19950
521080,ITAJÁ,03/2022,20183
521080,ITAJÁ,06/2022,19312
521080,ITAJÁ,10/2022,60255
521080,ITAJÁ,08/2022,60430
521080,ITAJÁ,05/2022,19948
521080,ITAJÁ,11/2022,60255
521080,ITAJÁ,07/2022,40451
521080,ITAJÁ,12/2022,60246
521080,ITAJÁ,09/2022,60272
521080,ITAJÁ,01/2022,19307
521090,ITAPACI,12/2022,60018
521090,ITAPACI,01/2022,16883
521090,ITAPACI,11/2022,60027
521090,ITAPACI,07/2022,40038
521090,ITAPACI,09/2022,60026
521090,ITAPACI,05/2022,17206
521090,ITAPACI,04/2022,17011
521090,ITAPACI,10/2022,60069
521090,ITAPACI,02/2022,17021
521090,ITAPACI,03/2022,17103
521090,ITAPACI,06/2022,16963
521090,ITAPACI,08/2022,60031
521100,ITAPIRAPUÃ,05/2022,18892
521100,ITAPIRAPUÃ,08/2022,60215
521100,ITAPIRAPUÃ,10/2022,60203
521100,ITAPIRAPUÃ,02/2022,18740
521100,ITAPIRAPUÃ,03/2022,18635
521100,ITAPIRAPUÃ,06/2022,18532
521100,ITAPIRAPUÃ,01/2022,18057
521100,ITAPIRAPUÃ,09/2022,60220
521100,ITAPIRAPUÃ,07/2022,40236
521100,ITAPIRAPUÃ,12/2022,60204
521100,ITAPIRAPUÃ,11/2022,60233
521100,ITAPIRAPUÃ,04/2022,18706
521120,ITAPURANGA,04/2022,18280
521120,ITAPURANGA,03/2022,18367
521120,ITAPURANGA,08/2022,60043
521120,ITAPURANGA,02/2022,18635
521120,ITAPURANGA,05/2022,18345
521120,ITAPURANGA,06/2022,17608
521120,ITAPURANGA,10/2022,60149
521120,ITAPURANGA,09/2022,60040
521120,ITAPURANGA,11/2022,60043
521120,ITAPURANGA,12/2022,60037
521120,ITAPURANGA,01/2022,18082
521120,ITAPURANGA,07/2022,40056
521130,ITARUMÃ,07/2022,40207
521130,ITARUMÃ,01/2022,20273
521130,ITARUMÃ,11/2022,60164
521130,ITARUMÃ,09/2022,60169
521130,ITARUMÃ,12/2022,60361
521130,ITARUMÃ,04/2022,20793
521130,ITARUMÃ,05/2022,20855
521130,ITARUMÃ,06/2022,20127
521130,ITARUMÃ,03/2022,20819
521130,ITARUMÃ,02/2022,20997
521130,ITARUMÃ,08/2022,60200
521130,ITARUMÃ,10/2022,60264
521140,ITAUÇU,08/2022,60288
521140,ITAUÇU,06/2022,18937
521140,ITAUÇU,05/2022,19328
521140,ITAUÇU,10/2022,60228
521140,ITAUÇU,02/2022,19629
521140,ITAUÇU,03/2022,19326
521140,ITAUÇU,09/2022,60246
521140,ITAUÇU,07/2022,40333
521140,ITAUÇU,01/2022,18874
521140,ITAUÇU,12/2022,60220
521140,ITAUÇU,11/2022,60222
521140,ITAUÇU,04/2022,19394
521150,ITUMBIARA,04/2022,16743
521150,ITUMBIARA,05/2022,16850
521150,ITUMBIARA,03/2022,16760
521150,ITUMBIARA,02/2022,16956
521150,ITUMBIARA,08/2022,60087
521150,ITUMBIARA,06/2022,16492
521150,ITUMBIARA,10/2022,60178
521150,ITUMBIARA,11/2022,60126
521150,ITUMBIARA,12/2022,60067
521150,ITUMBIARA,09/2022,60085
521150,ITUMBIARA,01/2022,16933
521150,ITUMBIARA,07/2022,40099
521160,IVOLÂNDIA,11/2022,60206
521160,IVOLÂNDIA,12/2022,60185
521160,IVOLÂNDIA,09/2022,60275
521160,IVOLÂNDIA,07/2022,40290
521160,IVOLÂNDIA,01/2022,16115
521160,IVOLÂNDIA,04/2022,16831
521160,IVOLÂNDIA,08/2022,60296
521160,IVOLÂNDIA,06/2022,17200
521160,IVOLÂNDIA,03/2022,16799
