codigo_municipio_ibge,nome_municipio,pib_preco_corrente,atividade_maior_valor_ad_bruto
421470,Rio dos Cedros,33023.68,Indústrias de transformação
421480,Rio do Sul,43266.93,Demais serviços
421490,Rio Fortuna,49289.41,"Pecuária, inclusive apoio à pecuária"
421500,Rio Negrinho,32682.5,Indústrias de transformação
421505,Rio Rufino,27233.44,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421507,Riqueza,27974.27,Demais serviços
421510,Rodeio,28012.89,Demais serviços
421520,Romelândia,22600.68,"Pecuária, inclusive apoio à pecuária"
421530,Salete,37975.03,Indústrias de transformação
421535,Saltinho,21415.22,"Pecuária, inclusive apoio à pecuária"
421540,Salto Veloso,50294.2,Indústrias de transformação
421545,Sangão,28094.47,Indústrias de transformação
421550,Santa Cecília,32217.95,Indústrias de transformação
421555,Santa Helena,41862.51,"Pecuária, inclusive apoio à pecuária"
421560,Santa Rosa de Lima,30252.72,"Administração, defesa, educação e saúde públicas e seguridade social"
421565,Santa Rosa do Sul,18227.11,"Administração, defesa, educação e saúde públicas e seguridade social"
421567,Santa Terezinha,21981.93,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421568,Santa Terezinha do Progresso,24562.16,"Administração, defesa, educação e saúde públicas e seguridade social"
421569,Santiago do Sul,31204.25,"Administração, defesa, educação e saúde públicas e seguridade social"
421570,Santo Amaro da Imperatriz,43792.08,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
421575,São Bernardino,34277.97,"Pecuária, inclusive apoio à pecuária"
421580,São Bento do Sul,42665.85,Indústrias de transformação
421590,São Bonifácio,28853.92,Demais serviços
421600,São Carlos,38679.19,Demais serviços
421605,São Cristóvão do Sul,28774.09,Demais serviços
421610,São Domingos,35929.4,Demais serviços
421620,São Francisco do Sul,88536.78,Demais serviços
421625,São João do Oeste,49454.37,"Pecuária, inclusive apoio à pecuária"
421630,São João Batista,22870.82,Demais serviços
421635,São João do Itaperiú,64366.61,Indústrias de transformação
421640,São João do Sul,32637.21,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421650,São Joaquim,33819.52,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421660,São José,45979.27,Demais serviços
421670,São José do Cedro,35163.81,Demais serviços
421680,São José do Cerrito,23751.33,"Administração, defesa, educação e saúde públicas e seguridade social"
421690,São Lourenço do Oeste,49081.82,Demais serviços
421700,São Ludgero,56583.77,Demais serviços
421710,São Martinho,28258.76,Demais serviços
421715,São Miguel da Boa Vista,26311.51,"Pecuária, inclusive apoio à pecuária"
421720,São Miguel do Oeste,44307.29,Demais serviços
421725,São Pedro de Alcântara,15695.37,"Administração, defesa, educação e saúde públicas e seguridade social"
421730,Saudades,41967.55,Indústrias de transformação
421740,Schroeder,27669.05,Indústrias de transformação
421750,Seara,57742.39,Indústrias de transformação
421755,Serra Alta,29949.81,"Pecuária, inclusive apoio à pecuária"
421760,Siderópolis,43656.47,Demais serviços
421770,Sombrio,25497.26,Demais serviços
421775,Sul Brasil,31068.44,"Pecuária, inclusive apoio à pecuária"
421780,Taió,38882.18,Demais serviços
421790,Tangará,55252.2,Indústrias de transformação
421795,Tigrinhos,31232.16,"Administração, defesa, educação e saúde públicas e seguridade social"
421800,Tijucas,48369.17,Demais serviços
421810,Timbé do Sul,26685.31,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421820,Timbó,46530.28,Indústrias de transformação
421825,Timbó Grande,27329.41,Indústrias de transformação
421830,Três Barras,67414.17,Indústrias de transformação
421835,Treviso,61845.38,Indústrias extrativas
421840,Treze de Maio,23523.56,Demais serviços
421850,Treze Tílias,96747.64,Indústrias de transformação
421860,Trombudo Central,42058.25,Indústrias de transformação
421870,Tubarão,37995.67,Demais serviços
421875,Tunápolis,38023.18,"Pecuária, inclusive apoio à pecuária"
421880,Turvo,49618.15,Demais serviços
421885,União do Oeste,31753.56,"Pecuária, inclusive apoio à pecuária"
421890,Urubici,29164.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421895,Urupema,30738.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421900,Urussanga,42812.27,Indústrias de transformação
421910,Vargeão,46743.53,Demais serviços
421915,Vargem,26463.66,"Administração, defesa, educação e saúde públicas e seguridade social"
421917,Vargem Bonita,116313.83,Indústrias de transformação
421920,Vidal Ramos,51011.65,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421930,Videira,55351.47,Demais serviços
421935,Vitor Meireles,26033.1,"Agricultura, inclusive apoio à agricultura e a pós colheita"
421940,Witmarsum,35935.74,Indústrias de transformação
421950,Xanxerê,42322.34,Demais serviços
421960,Xavantina,44986.58,"Pecuária, inclusive apoio à pecuária"
421970,Xaxim,38235.08,Demais serviços
421985,Zortéa,24088.11,"Administração, defesa, educação e saúde públicas e seguridade social"
422000,Balneário Rincão,20891.76,Demais serviços
430003,Aceguá,53517.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430005,Água Santa,92000.57,Comércio e reparação de veículos automotores e motocicletas
430010,Agudo,33038.55,Demais serviços
430020,Ajuricaba,46898.22,Demais serviços
430030,Alecrim,22720.69,Demais serviços
430040,Alegrete,30635.42,Demais serviços
430045,Alegria,37816.35,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430047,Almirante Tamandaré do Sul,94337.32,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430050,Alpestre,87494.79,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
430055,Alto Alegre,34411.08,"Administração, defesa, educação e saúde públicas e seguridade social"
430057,Alto Feliz,40274.22,Indústrias de transformação
430060,Alvorada,14586.81,Demais serviços
430063,Amaral Ferrador,16506.06,"Administração, defesa, educação e saúde públicas e seguridade social"
430064,Ametista do Sul,18256.44,"Administração, defesa, educação e saúde públicas e seguridade social"
430066,André da Rocha,65980.12,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430070,Anta Gorda,40206.86,Demais serviços
430080,Antônio Prado,51429.77,Demais serviços
430085,Arambaré,43095.33,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430087,Araricá,35401,Indústrias de transformação
430090,Aratiba,159159.49,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
430100,Arroio do Meio,63320.24,Indústrias de transformação
430105,Arroio do Sal,25035.9,Demais serviços
430107,Arroio do Padre,20130.37,"Administração, defesa, educação e saúde públicas e seguridade social"
430110,Arroio dos Ratos,18815.54,Demais serviços
430120,Arroio do Tigre,22879.88,Demais serviços
430130,Arroio Grande,33741.8,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430140,Arvorezinha,26910.56,Demais serviços
430150,Augusto Pestana,47647.42,Demais serviços
430155,Áurea,30580.65,Demais serviços
430160,Bagé,25942.27,Demais serviços
430163,Balneário Pinhal,17774.32,Demais serviços
430165,Barão,41033.19,Indústrias de transformação
430170,Barão de Cotegipe,39848.39,Demais serviços
430175,Barão do Triunfo,16357.75,"Administração, defesa, educação e saúde públicas e seguridade social"
430180,Barracão,35871.14,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430185,Barra do Guarita,15535.96,"Administração, defesa, educação e saúde públicas e seguridade social"
430187,Barra do Quaraí,46205.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430190,Barra do Ribeiro,26375.11,Demais serviços
430192,Barra do Rio Azul,38026.35,"Pecuária, inclusive apoio à pecuária"
430195,Barra Funda,51064.22,Demais serviços
430200,Barros Cassal,17120.79,"Administração, defesa, educação e saúde públicas e seguridade social"
430205,Benjamin Constant do Sul,18694.84,"Administração, defesa, educação e saúde públicas e seguridade social"
430210,Bento Gonçalves,52961.75,Demais serviços
430215,Boa Vista das Missões,76052.96,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430220,Boa Vista do Buricá,39908.79,Demais serviços
430222,Boa Vista do Cadeado,87822.58,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430223,Boa Vista do Incra,47888.87,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430225,Boa Vista do Sul,34474.13,"Administração, defesa, educação e saúde públicas e seguridade social"
430230,Bom Jesus,34524.22,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430235,Bom Princípio,54359.06,Indústrias de transformação
430237,Bom Progresso,36335.71,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430240,Bom Retiro do Sul,26588.53,Demais serviços
430245,Boqueirão do Leão,15535.81,"Administração, defesa, educação e saúde públicas e seguridade social"
430250,Bossoroca,41193.09,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430258,Bozano,61904.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430260,Braga,29802.55,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430265,Brochier,19453.35,"Administração, defesa, educação e saúde públicas e seguridade social"
430270,Butiá,20873.56,Demais serviços
430280,Caçapava do Sul,25429.55,Demais serviços
430290,Cacequi,29401.89,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430300,Cachoeira do Sul,28933.11,Demais serviços
430310,Cachoeirinha,42964.73,Demais serviços
430320,Cacique Doble,23230.76,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430330,Caibaté,32702.28,Demais serviços
430340,Caiçara,27126.22,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430350,Camaquã,32932.25,Demais serviços
430355,Camargo,149400.18,Indústrias de transformação
430360,Cambará do Sul,26923.85,Demais serviços
430367,Campestre da Serra,41472.21,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430370,Campina das Missões,34995.46,"Pecuária, inclusive apoio à pecuária"
430380,Campinas do Sul,46681.2,Demais serviços
430390,Campo Bom,44441.81,Indústrias de transformação
430400,Campo Novo,51782.73,Demais serviços
430410,Campos Borges,25904.78,"Administração, defesa, educação e saúde públicas e seguridade social"
430420,Candelária,26664.3,Demais serviços
430430,Cândido Godói,44370.31,Demais serviços
430435,Candiota,163593.81,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
430440,Canela,27344.51,Demais serviços
430450,Canguçu,21675.91,Demais serviços
430460,Canoas,53031.82,Indústrias de transformação
430461,Canudos do Vale,30699.77,"Pecuária, inclusive apoio à pecuária"
430462,Capão Bonito do Sul,100232.76,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430463,Capão da Canoa,31489.61,Demais serviços
430465,Capão do Cipó,69668.02,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430466,Capão do Leão,24034.8,Demais serviços
430467,Capivari do Sul,55424.83,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430468,Capela de Santana,19703.97,"Administração, defesa, educação e saúde públicas e seguridade social"
430469,Capitão,31679.19,"Pecuária, inclusive apoio à pecuária"
430470,Carazinho,49801.93,Demais serviços
430471,Caraá,17072.57,"Administração, defesa, educação e saúde públicas e seguridade social"
430480,Carlos Barbosa,101799.46,Indústrias de transformação
430485,Carlos Gomes,34824.35,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430490,Casca,57563.48,Demais serviços
430495,Caseiros,42563.29,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430500,Catuípe,38622.54,Demais serviços
430510,Caxias do Sul,50178.98,Demais serviços
430511,Centenário,26718.2,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430512,Cerrito,17673.35,"Administração, defesa, educação e saúde públicas e seguridade social"
430513,Cerro Branco,15016.09,"Administração, defesa, educação e saúde públicas e seguridade social"
430515,Cerro Grande,24154.8,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430517,Cerro Grande do Sul,13535.58,"Administração, defesa, educação e saúde públicas e seguridade social"
430520,Cerro Largo,48076.24,Demais serviços
430530,Chapada,52060.89,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430535,Charqueadas,31141.14,Indústrias de transformação
430537,Charrua,27519.29,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430540,Chiapetta,61439.3,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430543,Chuí,44901.05,Demais serviços
430544,Chuvisca,17761.03,"Administração, defesa, educação e saúde públicas e seguridade social"
430545,Cidreira,20342.38,Demais serviços
430550,Ciríaco,32712.62,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430558,Colinas,31061.82,"Pecuária, inclusive apoio à pecuária"
430560,Colorado,54287.2,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430570,Condor,54742.31,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430580,Constantina,34826.56,Demais serviços
430583,Coqueiro Baixo,29094.19,"Pecuária, inclusive apoio à pecuária"
430585,Coqueiros do Sul,59144.04,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430587,Coronel Barros,46933.64,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430590,Coronel Bicaco,42184.26,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430593,Coronel Pilar,24781.41,"Administração, defesa, educação e saúde públicas e seguridade social"
430595,Cotiporã,43239.77,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
430597,Coxilha,70013.59,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430600,Crissiumal,30375.5,Demais serviços
430605,Cristal,23611.09,"Administração, defesa, educação e saúde públicas e seguridade social"
430607,Cristal do Sul,25230.06,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430610,Cruz Alta,57068.79,Demais serviços
430613,Cruzaltense,51597.93,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430620,Cruzeiro do Sul,32729.38,Demais serviços
430630,David Canabarro,32817.19,Demais serviços
430632,Derrubadas,39447.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430635,Dezesseis de Novembro,16989.01,"Administração, defesa, educação e saúde públicas e seguridade social"
430637,Dilermando de Aguiar,43847.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430640,Dois Irmãos,58834.69,Indústrias de transformação
430642,Dois Irmãos das Missões,61118.71,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430645,Dois Lajeados,34636.55,Demais serviços
430650,Dom Feliciano,17451.95,"Administração, defesa, educação e saúde públicas e seguridade social"
430655,Dom Pedro de Alcântara,21156.18,"Administração, defesa, educação e saúde públicas e seguridade social"
430660,Dom Pedrito,36521.95,Demais serviços
430670,Dona Francisca,27755.95,"Administração, defesa, educação e saúde públicas e seguridade social"
430673,Doutor Maurício Cardoso,45824.83,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430675,Doutor Ricardo,28413.64,"Administração, defesa, educação e saúde públicas e seguridade social"
430676,Eldorado do Sul,42531.78,Comércio e reparação de veículos automotores e motocicletas
430680,Encantado,44593.19,Demais serviços
430690,Encruzilhada do Sul,22895.91,"Administração, defesa, educação e saúde públicas e seguridade social"
430692,Engenho Velho,54390.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430693,Entre-Ijuís,41301.23,Comércio e reparação de veículos automotores e motocicletas
430695,Entre Rios do Sul,81427.54,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
430697,Erebango,40733.02,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430700,Erechim,54953.36,Demais serviços
430705,Ernestina,45668.12,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430710,Herval,20889.38,"Administração, defesa, educação e saúde públicas e seguridade social"
430720,Erval Grande,24273.18,"Administração, defesa, educação e saúde públicas e seguridade social"
430730,Erval Seco,36409.63,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430740,Esmeralda,65686.13,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430745,Esperança do Sul,30194.03,"Administração, defesa, educação e saúde públicas e seguridade social"
430750,Espumoso,39931.81,Demais serviços
430755,Estação,40956.09,Demais serviços
430760,Estância Velha,30444.78,Demais serviços
430770,Esteio,40124.54,Demais serviços
430780,Estrela,52251.13,Demais serviços
430781,Estrela Velha,29376.62,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430783,Eugênio de Castro,72951.39,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430786,Fagundes Varela,50156.3,Indústrias de transformação
430790,Farroupilha,49379.7,Demais serviços
430800,Faxinal do Soturno,34026.34,Demais serviços
430805,Faxinalzinho,32123.46,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430807,Fazenda Vilanova,22151.99,"Administração, defesa, educação e saúde públicas e seguridade social"
430810,Feliz,34521.95,Demais serviços
430820,Flores da Cunha,62741.96,Indústrias de transformação
430825,Floriano Peixoto,35691.63,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430830,Fontoura Xavier,23998.26,Demais serviços
430840,Formigueiro,29151.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430843,Forquetinha,19499.69,"Administração, defesa, educação e saúde públicas e seguridade social"
430845,Fortaleza dos Valos,59709.66,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430850,Frederico Westphalen,38164.61,Demais serviços
430860,Garibaldi,64973.33,Indústrias de transformação
430865,Garruchos,51371.7,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430870,Gaurama,43797.81,Demais serviços
430880,General Câmara,18694.69,"Administração, defesa, educação e saúde públicas e seguridade social"
430885,Gentil,77775.17,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430890,Getúlio Vargas,40108.09,Demais serviços
430900,Giruá,48203.35,Demais serviços
430905,Glorinha,33669,Indústrias de transformação
430910,Gramado,55322.94,Demais serviços
430912,Gramado dos Loureiros,29368.6,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430915,Gramado Xavier,18159.45,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430920,Gravataí,37518.45,Indústrias de transformação
430925,Guabiju,48217.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430930,Guaíba,59309.03,Demais serviços
430940,Guaporé,36975.12,Demais serviços
430950,Guarani das Missões,39589.31,Demais serviços
430955,Harmonia,40932.24,Demais serviços
430957,Herveiras,19695.48,"Administração, defesa, educação e saúde públicas e seguridade social"
430960,Horizontina,88066.79,Indústrias de transformação
430965,Hulha Negra,31201.38,Indústrias de transformação
430970,Humaitá,38921.21,Demais serviços
430975,Ibarama,18933.05,"Administração, defesa, educação e saúde públicas e seguridade social"
430980,Ibiaçá,47921.54,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430990,Ibiraiaras,33201.55,Demais serviços
430995,Ibirapuitã,27740.07,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431000,Ibirubá,58951.67,Demais serviços
431010,Igrejinha,45828.32,Indústrias de transformação
431020,Ijuí,52413.27,Demais serviços
431030,Ilópolis,30088.12,Demais serviços
431033,Imbé,23785.26,Demais serviços
431036,Imigrante,240070.4,Indústrias de transformação
431040,Independência,53338.77,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431041,Inhacorá,32974.34,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431043,Ipê,28787.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431046,Ipiranga do Sul,54387.84,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431050,Iraí,28520.96,Demais serviços
431053,Itaara,35541.98,Demais serviços
431055,Itacurubi,27650.74,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431057,Itapuca,35546.53,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431060,Itaqui,41910.13,Demais serviços
431065,Itati,30207.96,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431070,Itatiba do Sul,21944.09,"Administração, defesa, educação e saúde públicas e seguridade social"
431075,Ivorá,19912.36,"Administração, defesa, educação e saúde públicas e seguridade social"
431080,Ivoti,39652.57,Demais serviços
431085,Jaboticaba,28257.78,Demais serviços
431087,Jacuizinho,28262.97,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431090,Jacutinga,44432.51,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431100,Jaguarão,28190.69,Demais serviços
431110,Jaguari,23695.13,Demais serviços
431112,Jaquirana,20650.18,"Administração, defesa, educação e saúde públicas e seguridade social"
431113,Jari,44436.01,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431115,Jóia,50311.63,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431120,Júlio de Castilhos,59390.43,Comércio e reparação de veículos automotores e motocicletas
431123,Lagoa Bonita do Sul,18419.9,"Administração, defesa, educação e saúde públicas e seguridade social"
431125,Lagoão,15755.45,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431127,Lagoa dos Três Cantos,46206.53,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431130,Lagoa Vermelha,40796.12,Demais serviços
431140,Lajeado,55219.55,Demais serviços
431142,Lajeado do Bugre,19771.56,"Administração, defesa, educação e saúde públicas e seguridade social"
431150,Lavras do Sul,36219.58,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431160,Liberato Salzano,23602.72,"Administração, defesa, educação e saúde públicas e seguridade social"
431162,Lindolfo Collor,52008.94,Indústrias de transformação
431164,Linha Nova,32328.34,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431170,Machadinho,34439.58,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431171,Maçambará,72690.82,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431173,Mampituba,18024.08,"Administração, defesa, educação e saúde públicas e seguridade social"
431175,Manoel Viana,38109.04,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431177,Maquiné,23024.2,Demais serviços
431179,Maratá,28239.71,"Pecuária, inclusive apoio à pecuária"
431180,Marau,49638.88,Demais serviços
431190,Marcelino Ramos,33241.01,Demais serviços
431198,Mariana Pimentel,21091.77,"Administração, defesa, educação e saúde públicas e seguridade social"
431200,Mariano Moro,31302.24,"Pecuária, inclusive apoio à pecuária"
431205,Marques de Souza,24726.15,"Pecuária, inclusive apoio à pecuária"
431210,Mata,23644.17,"Administração, defesa, educação e saúde públicas e seguridade social"
431213,Mato Castelhano,43904.45,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431215,Mato Leitão,32160.18,Indústrias de transformação
431217,Mato Queimado,28749.04,"Administração, defesa, educação e saúde públicas e seguridade social"
431220,Maximiliano de Almeida,26044.37,"Administração, defesa, educação e saúde públicas e seguridade social"
431225,Minas do Leão,24597.47,"Administração, defesa, educação e saúde públicas e seguridade social"
431230,Miraguaí,29175.24,Demais serviços
431235,Montauri,41797.43,"Pecuária, inclusive apoio à pecuária"
431237,Monte Alegre dos Campos,25720.61,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431238,Monte Belo do Sul,29383.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431240,Montenegro,59429.74,Demais serviços
431242,Mormaço,26905.04,"Administração, defesa, educação e saúde públicas e seguridade social"
431244,Morrinhos do Sul,20517.35,"Administração, defesa, educação e saúde públicas e seguridade social"
431245,Morro Redondo,15720.46,"Administração, defesa, educação e saúde públicas e seguridade social"
431247,Morro Reuter,32448.01,Indústrias de transformação
431250,Mostardas,33271.31,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431260,Muçum,57374.31,Indústrias de transformação
431261,Muitos Capões,228470.49,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431262,Muliterno,28976.81,"Administração, defesa, educação e saúde públicas e seguridade social"
431265,Não-Me-Toque,77209.15,Indústrias de transformação
431267,Nicolau Vergueiro,47950.62,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431270,Nonoai,35010.99,Demais serviços
431275,Nova Alvorada,53537.24,Comércio e reparação de veículos automotores e motocicletas
431280,Nova Araçá,54639.45,Indústrias de transformação
431290,Nova Bassano,62209.22,Indústrias de transformação
431295,Nova Boa Vista,64948.62,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431300,Nova Bréscia,34319.66,"Pecuária, inclusive apoio à pecuária"
431301,Nova Candelária,69866.48,"Pecuária, inclusive apoio à pecuária"
431303,Nova Esperança do Sul,22773.34,"Administração, defesa, educação e saúde públicas e seguridade social"
431306,Nova Hartz,32102.03,Indústrias de transformação
431308,Nova Pádua,30826.79,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431310,Nova Palma,43599.51,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
431320,Nova Petrópolis,38372.44,Demais serviços
431330,Nova Prata,47856.02,Demais serviços
431333,Nova Ramada,67719.31,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431335,Nova Roma do Sul,54073.53,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
431337,Nova Santa Rita,64097.59,Comércio e reparação de veículos automotores e motocicletas
431339,Novo Cabrais,18885.52,"Administração, defesa, educação e saúde públicas e seguridade social"
431340,Novo Hamburgo,37575.54,Demais serviços
431342,Novo Machado,45226.06,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431344,Novo Tiradentes,21722.63,"Administração, defesa, educação e saúde públicas e seguridade social"
431346,Novo Xingu,33514.57,"Administração, defesa, educação e saúde públicas e seguridade social"
431349,Novo Barreiro,23735.67,"Administração, defesa, educação e saúde públicas e seguridade social"
431350,Osório,36529.85,Demais serviços
431360,Paim Filho,33478.25,"Pecuária, inclusive apoio à pecuária"
431365,Palmares do Sul,49913.22,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
431370,Palmeira das Missões,44592.22,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431380,Palmitinho,33206.03,Demais serviços
431390,Panambi,47690.92,Indústrias de transformação
431395,Pantano Grande,39798.64,Demais serviços
431400,Paraí,40631.17,Demais serviços
431402,Paraíso do Sul,19673.82,"Administração, defesa, educação e saúde públicas e seguridade social"
431403,Pareci Novo,28540.68,"Administração, defesa, educação e saúde públicas e seguridade social"
431405,Parobé,21730.88,Demais serviços
431406,Passa Sete,17179.02,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431407,Passo do Sobrado,25486.29,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431410,Passo Fundo,49084.77,Demais serviços
431413,Paulo Bento,48829.17,Indústrias de transformação
431415,Paverama,23732.57,"Administração, defesa, educação e saúde públicas e seguridade social"
431417,Pedras Altas,73937.2,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431420,Pedro Osório,18913.34,Demais serviços
431430,Pejuçara,63431.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431440,Pelotas,27671.06,Demais serviços
431442,Picada Café,52070.39,Indústrias de transformação
431445,Pinhal,39687.46,"Pecuária, inclusive apoio à pecuária"
431446,Pinhal da Serra,111781.67,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
431447,Pinhal Grande,181298.37,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
431449,Pinheirinho do Vale,23413.8,"Pecuária, inclusive apoio à pecuária"
431450,Pinheiro Machado,24955.31,Demais serviços
431454,Pinto Bandeira,21152.85,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431455,Pirapó,31926.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431460,Piratini,24094.88,"Produção florestal, pesca e aquicultura"
431470,Planalto,20766.71,Demais serviços
431475,Poço das Antas,50506.4,Indústrias de transformação
431477,Pontão,69963.88,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431478,Ponte Preta,40412.06,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431480,Portão,34863.79,Demais serviços
431490,Porto Alegre,51116.72,Demais serviços
431500,Porto Lucena,24795.13,Demais serviços
431505,Porto Mauá,29124.31,"Administração, defesa, educação e saúde públicas e seguridade social"
431507,Porto Vera Cruz,27349.06,"Administração, defesa, educação e saúde públicas e seguridade social"
431510,Porto Xavier,18388.2,Demais serviços
431513,Pouso Novo,31559.67,"Pecuária, inclusive apoio à pecuária"
431514,Presidente Lucena,55013.46,Indústrias de transformação
431515,Progresso,21132.1,"Administração, defesa, educação e saúde públicas e seguridade social"
