"","CDMUN","NMMUN","SGUF","ISH"
"5057","4321469","Tio Hugo","RS","Máxima"
"5058","4321477","Tiradentes do Sul","RS","Média"
"5059","4321493","Toropi","RS","Alta"
"5060","4321501","Torres","RS","Alta"
"5061","4321600","Tramandaí","RS","Alta"
"5062","4321626","Travesseiro","RS","Alta"
"5063","4321634","Três Arroios","RS","Máxima"
"5064","4321667","Três Cachoeiras","RS","Baixa"
"5065","4321709","Três Coroas","RS","Média"
"5066","4321808","Três de Maio","RS","Máxima"
"5067","4321832","Três Forquilhas","RS","Máxima"
"5068","4321857","Três Palmeiras","RS","Alta"
"5069","4321907","Três Passos","RS","Alta"
"5070","4321956","Trindade do Sul","RS","Máxima"
"5071","4322004","Triunfo","RS","Média"
"5072","4322103","Tucunduva","RS","Máxima"
"5073","4322152","Tunas","RS","Média"
"5074","4322186","Tupanci do Sul","RS","Máxima"
"5075","4322202","Tupanciretã","RS","Alta"
"5076","4322251","Tupandi","RS","Máxima"
"5077","4322301","Tuparendi","RS","Máxima"
"5078","4322327","Turuçu","RS","Baixa"
"5079","4322343","Ubiretama","RS","Média"
"5080","4322350","União da Serra","RS","Alta"
"5081","4322376","Unistalda","RS","Média"
"5082","4322400","Uruguaiana","RS","Alta"
"5083","4322509","Vacaria","RS","Baixa"
"5084","4322525","Vale Verde","RS","Alta"
"5085","4322533","Vale do Sol","RS","Média"
"5086","4322541","Vale Real","RS","Alta"
"5087","4322558","Vanini","RS","Alta"
"5088","4322608","Venâncio Aires","RS","Alta"
"5089","4322707","Vera Cruz","RS","Média"
"5090","4322806","Veranópolis","RS","Alta"
"5091","4322855","Vespasiano Corrêa","RS","Alta"
"5092","4322905","Viadutos","RS","Alta"
"5093","4323002","Viamão","RS","Baixa"
"5094","4323101","Vicente Dutra","RS","Máxima"
"5095","4323200","Victor Graeff","RS","Máxima"
"5096","4323309","Vila Flores","RS","Alta"
"5097","4323358","Vila Lângaro","RS","Alta"
"5098","4323408","Vila Maria","RS","Máxima"
"5099","4323457","Vila Nova do Sul","RS","Alta"
"5100","4323507","Vista Alegre","RS","Alta"
"5101","4323606","Vista Alegre do Prata","RS","Máxima"
"5102","4323705","Vista Gaúcha","RS","Máxima"
"5103","4323754","Vitória das Missões","RS","Alta"
"5104","4323770","Westfália","RS","Máxima"
"5105","4323804","Xangri-lá","RS","Alta"
"5106","5000203","Água Clara","MS","Alta"
"5107","5000252","Alcinópolis","MS","Alta"
"5108","5000609","Amambai","MS","Média"
"5109","5000708","Anastácio","MS","Média"
"5110","5000807","Anaurilândia","MS","Máxima"
"5111","5000856","Angélica","MS","Máxima"
"5112","5000906","Antônio João","MS","Máxima"
"5113","5001003","Aparecida do Taboado","MS","Média"
"5114","5001102","Aquidauana","MS","Média"
"5115","5001243","Aral Moreira","MS","Média"
"5116","5001508","Bandeirantes","MS","Alta"
"5117","5001904","Bataguassu","MS","Alta"
"5118","5002001","Batayporã","MS","Alta"
"5119","5002100","Bela Vista","MS","Máxima"
"5120","5002159","Bodoquena","MS","Alta"
"5121","5002209","Bonito","MS","Média"
"5122","5002308","Brasilândia","MS","Alta"
"5123","5002407","Caarapó","MS","Média"
"5124","5002605","Camapuã","MS","Máxima"
"5125","5002704","Campo Grande","MS","Média"
"5126","5002803","Caracol","MS","Média"
"5127","5002902","Cassilândia","MS","Alta"
"5128","5002951","Chapadão do Sul","MS","Média"
"5129","5003108","Corguinho","MS","Máxima"
"5130","5003157","Coronel Sapucaia","MS","Alta"
"5131","5003207","Corumbá","MS","Média"
"5132","5003256","Costa Rica","MS","Alta"
"5133","5003306","Coxim","MS","Alta"
"5134","5003454","Deodápolis","MS","Alta"
"5135","5003488","Dois Irmãos do Buriti","MS","Alta"
"5136","5003504","Douradina","MS","Média"
"5137","5003702","Dourados","MS","Média"
"5138","5003751","Eldorado","MS","Alta"
"5139","5003801","Fátima do Sul","MS","Alta"
"5140","5003900","Figueirão","MS","Média"
"5141","5004007","Glória de Dourados","MS","Alta"
"5142","5004106","Guia Lopes da Laguna","MS","Alta"
"5143","5004304","Iguatemi","MS","Média"
"5144","5004403","Inocência","MS","Média"
"5145","5004502","Itaporã","MS","Média"
"5146","5004601","Itaquiraí","MS","Média"
"5147","5004700","Ivinhema","MS","Média"
"5148","5004809","Japorã","MS","Máxima"
"5149","5004908","Jaraguari","MS","Alta"
"5150","5005004","Jardim","MS","Máxima"
"5151","5005103","Jateí","MS","Média"
"5152","5005152","Juti","MS","Máxima"
"5153","5005202","Ladário","MS","Alta"
"5154","5005251","Laguna Carapã","MS","Alta"
"5155","5005400","Maracaju","MS","Média"
"5156","5005608","Miranda","MS","Alta"
"5157","5005681","Mundo Novo","MS","Média"
"5158","5005707","Naviraí","MS","Média"
"5159","5005806","Nioaque","MS","Alta"
"5160","5006002","Nova Alvorada do Sul","MS","Média"
"5161","5006200","Nova Andradina","MS","Alta"
"5162","5006259","Novo Horizonte do Sul","MS","Média"
"5163","5006275","Paraíso das Águas","MS","Média"
"5164","5006309","Paranaíba","MS","Média"
"5165","5006358","Paranhos","MS","Alta"
"5166","5006408","Pedro Gomes","MS","Alta"
"5167","5006606","Ponta Porã","MS","Média"
"5168","5006903","Porto Murtinho","MS","Máxima"
"5169","5007109","Ribas do Rio Pardo","MS","Média"
"5170","5007208","Rio Brilhante","MS","Média"
"5171","5007307","Rio Negro","MS","Alta"
"5172","5007406","Rio Verde de Mato Grosso","MS","Alta"
"5173","5007505","Rochedo","MS","Alta"
"5174","5007554","Santa Rita do Pardo","MS","Máxima"
"5175","5007695","São Gabriel do Oeste","MS","Média"
"5176","5007703","Sete Quedas","MS","Média"
"5177","5007802","Selvíria","MS","Média"
"5178","5007901","Sidrolândia","MS","Média"
"5179","5007935","Sonora","MS","Média"
"5180","5007950","Tacuru","MS","Média"
"5181","5007976","Taquarussu","MS","Alta"
"5182","5008008","Terenos","MS","Média"
"5183","5008305","Três Lagoas","MS","Média"
"5184","5008404","Vicentina","MS","Alta"
"5185","5100102","Acorizal","MT","Média"
"5186","5100201","Água Boa","MT","Alta"
"5187","5100250","Alta Floresta","MT","Média"
"5188","5100300","Alto Araguaia","MT","Média"
"5189","5100359","Alto Boa Vista","MT","Média"
"5190","5100409","Alto Garças","MT","Média"
"5191","5100508","Alto Paraguai","MT","Média"
"5192","5100607","Alto Taquari","MT","Baixa"
"5193","5100805","Apiacás","MT","Média"
"5194","5101001","Araguaiana","MT","Alta"
"5195","5101209","Araguainha","MT","Alta"
"5196","5101258","Araputanga","MT","Alta"
"5197","5101308","Arenápolis","MT","Alta"
"5198","5101407","Aripuanã","MT","Média"
"5199","5101605","Barão de Melgaço","MT","Média"
"5200","5101704","Barra do Bugres","MT","Alta"
"5201","5101803","Barra do Garças","MT","Alta"
"5202","5101852","Bom Jesus do Araguaia","MT","Baixa"
"5203","5101902","Brasnorte","MT","Alta"
"5204","5102504","Cáceres","MT","Média"
"5205","5102603","Campinápolis","MT","Alta"
"5206","5102637","Campo Novo do Parecis","MT","Alta"
"5207","5102678","Campo Verde","MT","Média"
"5208","5102686","Campos de Júlio","MT","Alta"
"5209","5102694","Canabrava do Norte","MT","Alta"
"5210","5102702","Canarana","MT","Alta"
"5211","5102793","Carlinda","MT","Alta"
"5212","5102850","Castanheira","MT","Média"
"5213","5103007","Chapada dos Guimarães","MT","Média"
"5214","5103056","Cláudia","MT","Alta"
"5215","5103106","Cocalinho","MT","Média"
"5216","5103205","Colíder","MT","Alta"
"5217","5103254","Colniza","MT","Baixa"
"5218","5103304","Comodoro","MT","Média"
"5219","5103353","Confresa","MT","Máxima"
"5220","5103361","Conquista D'Oeste","MT","Alta"
"5221","5103379","Cotriguaçu","MT","Baixa"
"5222","5103403","Cuiabá","MT","Média"
"5223","5103437","Curvelândia","MT","Média"
"5224","5103452","Denise","MT","Alta"
"5225","5103502","Diamantino","MT","Alta"
"5226","5103601","Dom Aquino","MT","Média"
"5227","5103700","Feliz Natal","MT","Alta"
"5228","5103809","Figueirópolis D'Oeste","MT","Média"
"5229","5103858","Gaúcha do Norte","MT","Alta"
"5230","5103908","General Carneiro","MT","Alta"
"5231","5103957","Glória D'Oeste","MT","Média"
"5232","5104104","Guarantã do Norte","MT","Alta"
"5233","5104203","Guiratinga","MT","Alta"
"5234","5104500","Indiavaí","MT","Média"
"5235","5104526","Ipiranga do Norte","MT","Alta"
"5236","5104542","Itanhangá","MT","Baixa"
"5237","5104559","Itaúba","MT","Alta"
"5238","5104609","Itiquira","MT","Máxima"
"5239","5104807","Jaciara","MT","Média"
"5240","5104906","Jangada","MT","Alta"
"5241","5105002","Jauru","MT","Alta"
"5242","5105101","Juara","MT","Média"
"5243","5105150","Juína","MT","Baixa"
"5244","5105176","Juruena","MT","Média"
"5245","5105200","Juscimeira","MT","Média"
"5246","5105234","Lambari D'Oeste","MT","Média"
"5247","5105259","Lucas do Rio Verde","MT","Alta"
"5248","5105309","Luciara","MT","Alta"
"5249","5105507","Vila Bela da Santíssima Trindade","MT","Alta"
"5250","5105580","Marcelândia","MT","Alta"
"5251","5105606","Matupá","MT","Alta"
"5252","5105622","Mirassol d'Oeste","MT","Alta"
"5253","5105903","Nobres","MT","Baixa"
"5254","5106000","Nortelândia","MT","Alta"
"5255","5106109","Nossa Senhora do Livramento","MT","Alta"
"5256","5106158","Nova Bandeirantes","MT","Média"
"5257","5106174","Nova Nazaré","MT","Alta"
"5258","5106182","Nova Lacerda","MT","Média"
"5259","5106190","Nova Santa Helena","MT","Alta"
"5260","5106208","Nova Brasilândia","MT","Máxima"
"5261","5106216","Nova Canaã do Norte","MT","Alta"
"5262","5106224","Nova Mutum","MT","Alta"
"5263","5106232","Nova Olímpia","MT","Média"
"5264","5106240","Nova Ubiratã","MT","Média"
"5265","5106257","Nova Xavantina","MT","Alta"
"5266","5106265","Novo Mundo","MT","Média"
"5267","5106273","Novo Horizonte do Norte","MT","Média"
"5268","5106281","Novo São Joaquim","MT","Média"
"5269","5106299","Paranaíta","MT","Alta"
"5270","5106307","Paranatinga","MT","Média"
"5271","5106315","Novo Santo Antônio","MT","Alta"
"5272","5106372","Pedra Preta","MT","Alta"
"5273","5106422","Peixoto de Azevedo","MT","Alta"
"5274","5106455","Planalto da Serra","MT","Alta"
"5275","5106505","Poconé","MT","Alta"
"5276","5106653","Pontal do Araguaia","MT","Alta"
"5277","5106703","Ponte Branca","MT","Alta"
"5278","5106752","Pontes e Lacerda","MT","Média"
"5279","5106778","Porto Alegre do Norte","MT","Média"
"5280","5106802","Porto dos Gaúchos","MT","Alta"
"5281","5106828","Porto Esperidião","MT","Máxima"
"5282","5106851","Porto Estrela","MT","Alta"
"5283","5107008","Poxoréu","MT","Alta"
"5284","5107040","Primavera do Leste","MT","Alta"
"5285","5107065","Querência","MT","Alta"
"5286","5107107","São José dos Quatro Marcos","MT","Alta"
"5287","5107156","Reserva do Cabaçal","MT","Média"
"5288","5107180","Ribeirão Cascalheira","MT","Alta"
"5289","5107198","Ribeirãozinho","MT","Máxima"
"5290","5107206","Rio Branco","MT","Alta"
"5291","5107248","Santa Carmem","MT","Máxima"
"5292","5107263","Santo Afonso","MT","Alta"
"5293","5107297","São José do Povo","MT","Máxima"
"5294","5107305","São José do Rio Claro","MT","Alta"
"5295","5107354","São José do Xingu","MT","Média"
"5296","5107404","São Pedro da Cipa","MT","Alta"
"5297","5107578","Rondolândia","MT","Alta"
"5298","5107602","Rondonópolis","MT","Média"
"5299","5107701","Rosário Oeste","MT","Máxima"
"5300","5107743","Santa Cruz do Xingu","MT","Média"
"5301","5107750","Salto do Céu","MT","Alta"
"5302","5107768","Santa Rita do Trivelato","MT","Alta"
"5303","5107776","Santa Terezinha","MT","Média"
"5304","5107792","Santo Antônio do Leste","MT","Alta"
"5305","5107800","Santo Antônio do Leverger","MT","Média"
"5306","5107859","São Félix do Araguaia","MT","Média"
"5307","5107875","Sapezal","MT","Alta"
"5308","5107883","Serra Nova Dourada","MT","Média"
"5309","5107909","Sinop","MT","Alta"
"5310","5107925","Sorriso","MT","Máxima"
"5311","5107941","Tabaporã","MT","Média"
"5312","5107958","Tangará da Serra","MT","Alta"
"5313","5108006","Tapurah","MT","Alta"
"5314","5108055","Terra Nova do Norte","MT","Máxima"
"5315","5108105","Tesouro","MT","Média"
"5316","5108204","Torixoréu","MT","Média"
"5317","5108303","União do Sul","MT","Máxima"
"5318","5108352","Vale de São Domingos","MT","Máxima"
"5319","5108402","Várzea Grande","MT","Média"
"5320","5108501","Vera","MT","Alta"
"5321","5108600","Vila Rica","MT","Baixa"
"5322","5108808","Nova Guarita","MT","Máxima"
"5323","5108857","Nova Marilândia","MT","Alta"
"5324","5108907","Nova Maringá","MT","Alta"
"5325","5108956","Nova Monte Verde","MT","Média"
"5326","5200050","Abadia de Goiás","GO","Alta"
"5327","5200100","Abadiânia","GO","Alta"
"5328","5200134","Acreúna","GO","Alta"
"5329","5200159","Adelândia","GO","Média"
"5330","5200175","Água Fria de Goiás","GO","Alta"
"5331","5200209","Água Limpa","GO","Alta"
"5332","5200258","Águas Lindas de Goiás","GO","Média"
"5333","5200308","Alexânia","GO","Alta"
"5334","5200506","Aloândia","GO","Alta"
"5335","5200555","Alto Horizonte","GO","Alta"
"5336","5200605","Alto Paraíso de Goiás","GO","Média"
"5337","5200803","Alvorada do Norte","GO","Alta"
"5338","5200829","Amaralina","GO","Média"
"5339","5200852","Americano do Brasil","GO","Alta"
"5340","5200902","Amorinópolis","GO","Máxima"
"5341","5201108","Anápolis","GO","Alta"
"5342","5201207","Anhanguera","GO","Alta"
"5343","5201306","Anicuns","GO","Alta"
"5344","5201405","Aparecida de Goiânia","GO","Média"
"5345","5201454","Aparecida do Rio Doce","GO","Máxima"
"5346","5201504","Aporé","GO","Alta"
"5347","5201603","Araçu","GO","Média"
"5348","5201702","Aragarças","GO","Alta"
"5349","5201801","Aragoiânia","GO","Alta"
"5350","5202155","Araguapaz","GO","Máxima"
"5351","5202353","Arenópolis","GO","Média"
"5352","5202502","Aruanã","GO","Alta"
"5353","5202601","Aurilândia","GO","Média"
"5354","5202809","Avelinópolis","GO","Média"
"5355","5203104","Baliza","GO","Média"
"5356","5203203","Barro Alto","GO","Média"
"5357","5203302","Bela Vista de Goiás","GO","Alta"
"5358","5203401","Bom Jardim de Goiás","GO","Alta"
"5359","5203500","Bom Jesus de Goiás","GO","Média"
"5360","5203559","Bonfinópolis","GO","Alta"
"5361","5203575","Bonópolis","GO","Média"
"5362","5203609","Brazabrantes","GO","Alta"
"5363","5203807","Britânia","GO","Alta"
"5364","5203906","Buriti Alegre","GO","Alta"
"5365","5203939","Buriti de Goiás","GO","Alta"
"5366","5203962","Buritinópolis","GO","Alta"
"5367","5204003","Cabeceiras","GO","Alta"
"5368","5204102","Cachoeira Alta","GO","Alta"
"5369","5204201","Cachoeira de Goiás","GO","Alta"
"5370","5204250","Cachoeira Dourada","GO","Alta"
"5371","5204300","Caçu","GO","Máxima"
"5372","5204409","Caiapônia","GO","Máxima"
"5373","5204508","Caldas Novas","GO","Média"
"5374","5204557","Caldazinha","GO","Alta"
"5375","5204607","Campestre de Goiás","GO","Alta"
"5376","5204656","Campinaçu","GO","Alta"
