"","CDMUN","NMMUN","SGUF","ISH"
"1059","2313005","Solonópole","CE","Média"
"1060","2313104","Tabuleiro do Norte","CE","Baixa"
"1061","2313203","Tamboril","CE","Baixa"
"1062","2313252","Tarrafas","CE","Baixa"
"1063","2313302","Tauá","CE","Média"
"1064","2313351","Tejuçuoca","CE","Baixa"
"1065","2313401","Tianguá","CE","Média"
"1066","2313500","Trairi","CE","Mínima"
"1067","2313559","Tururu","CE","Mínima"
"1068","2313609","Ubajara","CE","Média"
"1069","2313708","Umari","CE","Média"
"1070","2313757","Umirim","CE","Média"
"1071","2313807","Uruburetama","CE","Baixa"
"1072","2313906","Uruoca","CE","Baixa"
"1073","2313955","Varjota","CE","Alta"
"1074","2314003","Várzea Alegre","CE","Média"
"1075","2314102","Viçosa do Ceará","CE","Média"
"1076","2400109","Acari","RN","Média"
"1077","2400208","Açu","RN","Baixa"
"1078","2400307","Afonso Bezerra","RN","Baixa"
"1079","2400406","Água Nova","RN","Alta"
"1080","2400505","Alexandria","RN","Alta"
"1081","2400604","Almino Afonso","RN","Média"
"1082","2400703","Alto do Rodrigues","RN","Baixa"
"1083","2400802","Angicos","RN","Alta"
"1084","2400901","Antônio Martins","RN","Alta"
"1085","2401008","Apodi","RN","Média"
"1086","2401107","Areia Branca","RN","Média"
"1087","2401206","Arês","RN","Média"
"1088","2401305","Campo Grande","RN","Alta"
"1089","2401404","Baía Formosa","RN","Média"
"1090","2401453","Baraúna","RN","Média"
"1091","2401503","Barcelona","RN","Média"
"1092","2401602","Bento Fernandes","RN","Baixa"
"1093","2401651","Bodó","RN","Alta"
"1094","2401701","Bom Jesus","RN","Média"
"1095","2401800","Brejinho","RN","Baixa"
"1096","2401859","Caiçara do Norte","RN","Média"
"1097","2401909","Caiçara do Rio do Vento","RN","Alta"
"1098","2402006","Caicó","RN","Alta"
"1099","2402105","Campo Redondo","RN","Alta"
"1100","2402204","Canguaretama","RN","Média"
"1101","2402303","Caraúbas","RN","Baixa"
"1102","2402402","Carnaúba dos Dantas","RN","Máxima"
"1103","2402501","Carnaubais","RN","Baixa"
"1104","2402600","Ceará-Mirim","RN","Média"
"1105","2402709","Cerro Corá","RN","Média"
"1106","2402808","Coronel Ezequiel","RN","Alta"
"1107","2402907","Coronel João Pessoa","RN","Média"
"1108","2403004","Cruzeta","RN","Alta"
"1109","2403103","Currais Novos","RN","Média"
"1110","2403202","Doutor Severiano","RN","Média"
"1111","2403251","Parnamirim","RN","Baixa"
"1112","2403301","Encanto","RN","Média"
"1113","2403400","Equador","RN","Média"
"1114","2403509","Espírito Santo","RN","Baixa"
"1115","2403608","Extremoz","RN","Baixa"
"1116","2403707","Felipe Guerra","RN","Baixa"
"1117","2403756","Fernando Pedroza","RN","Alta"
"1118","2403806","Florânia","RN","Média"
"1119","2403905","Francisco Dantas","RN","Média"
"1120","2404002","Frutuoso Gomes","RN","Máxima"
"1121","2404101","Galinhos","RN","Baixa"
"1122","2404200","Goianinha","RN","Média"
"1123","2404309","Governador Dix-Sept Rosado","RN","Média"
"1124","2404408","Grossos","RN","Média"
"1125","2404507","Guamaré","RN","Baixa"
"1126","2404606","Ielmo Marinho","RN","Alta"
"1127","2404705","Ipanguaçu","RN","Baixa"
"1128","2404804","Ipueira","RN","Média"
"1129","2404853","Itajá","RN","Média"
"1130","2404903","Itaú","RN","Alta"
"1131","2405009","Jaçanã","RN","Média"
"1132","2405108","Jandaíra","RN","Média"
"1133","2405207","Janduís","RN","Alta"
"1134","2405306","Januário Cicco","RN","Média"
"1135","2405405","Japi","RN","Alta"
"1136","2405504","Jardim de Angicos","RN","Alta"
"1137","2405603","Jardim de Piranhas","RN","Média"
"1138","2405702","Jardim do Seridó","RN","Alta"
"1139","2405801","João Câmara","RN","Baixa"
"1140","2405900","João Dias","RN","Média"
"1141","2406007","José da Penha","RN","Alta"
"1142","2406106","Jucurutu","RN","Alta"
"1143","2406155","Jundiá","RN","Baixa"
"1144","2406205","Lagoa d'Anta","RN","Alta"
"1145","2406304","Lagoa de Pedras","RN","Alta"
"1146","2406403","Lagoa de Velhos","RN","Média"
"1147","2406502","Lagoa Nova","RN","Média"
"1148","2406601","Lagoa Salgada","RN","Alta"
"1149","2406700","Lajes","RN","Média"
"1150","2406809","Lajes Pintadas","RN","Alta"
"1151","2406908","Lucrécia","RN","Alta"
"1152","2407005","Luís Gomes","RN","Média"
"1153","2407104","Macaíba","RN","Média"
"1154","2407203","Macau","RN","Baixa"
"1155","2407252","Major Sales","RN","Média"
"1156","2407302","Marcelino Vieira","RN","Alta"
"1157","2407401","Martins","RN","Alta"
"1158","2407500","Maxaranguape","RN","Baixa"
"1159","2407609","Messias Targino","RN","Média"
"1160","2407708","Montanhas","RN","Baixa"
"1161","2407807","Monte Alegre","RN","Alta"
"1162","2407906","Monte das Gameleiras","RN","Média"
"1163","2408003","Mossoró","RN","Média"
"1164","2408102","Natal","RN","Baixa"
"1165","2408201","Nísia Floresta","RN","Alta"
"1166","2408300","Nova Cruz","RN","Baixa"
"1167","2408409","Olho d'Água do Borges","RN","Alta"
"1168","2408508","Ouro Branco","RN","Alta"
"1169","2408607","Paraná","RN","Baixa"
"1170","2408706","Paraú","RN","Alta"
"1171","2408805","Parazinho","RN","Média"
"1172","2408904","Parelhas","RN","Alta"
"1173","2408953","Rio do Fogo","RN","Baixa"
"1174","2409100","Passa e Fica","RN","Alta"
"1175","2409209","Passagem","RN","Baixa"
"1176","2409308","Patu","RN","Média"
"1177","2409332","Santa Maria","RN","Alta"
"1178","2409407","Pau dos Ferros","RN","Alta"
"1179","2409506","Pedra Grande","RN","Média"
"1180","2409605","Pedra Preta","RN","Alta"
"1181","2409704","Pedro Avelino","RN","Alta"
"1182","2409803","Pedro Velho","RN","Baixa"
"1183","2409902","Pendências","RN","Baixa"
"1184","2410009","Pilões","RN","Alta"
"1185","2410108","Poço Branco","RN","Baixa"
"1186","2410207","Portalegre","RN","Alta"
"1187","2410256","Porto do Mangue","RN","Baixa"
"1188","2410306","Serra Caiada","RN","Média"
"1189","2410405","Pureza","RN","Média"
"1190","2410504","Rafael Fernandes","RN","Alta"
"1191","2410603","Rafael Godeiro","RN","Média"
"1192","2410702","Riacho da Cruz","RN","Média"
"1193","2410801","Riacho de Santana","RN","Média"
"1194","2410900","Riachuelo","RN","Alta"
"1195","2411007","Rodolfo Fernandes","RN","Alta"
"1196","2411056","Tibau","RN","Média"
"1197","2411106","Ruy Barbosa","RN","Média"
"1198","2411205","Santa Cruz","RN","Média"
"1199","2411403","Santana do Matos","RN","Alta"
"1200","2411429","Santana do Seridó","RN","Média"
"1201","2411502","Santo Antônio","RN","Baixa"
"1202","2411601","São Bento do Norte","RN","Média"
"1203","2411700","São Bento do Trairí","RN","Média"
"1204","2411809","São Fernando","RN","Média"
"1205","2411908","São Francisco do Oeste","RN","Alta"
"1206","2412005","São Gonçalo do Amarante","RN","Média"
"1207","2412104","São João do Sabugi","RN","Média"
"1208","2412203","São José de Mipibu","RN","Média"
"1209","2412302","São José do Campestre","RN","Alta"
"1210","2412401","São José do Seridó","RN","Baixa"
"1211","2412500","São Miguel","RN","Baixa"
"1212","2412559","São Miguel do Gostoso","RN","Média"
"1213","2412609","São Paulo do Potengi","RN","Alta"
"1214","2412708","São Pedro","RN","Média"
"1215","2412807","São Rafael","RN","Média"
"1216","2412906","São Tomé","RN","Alta"
"1217","2413003","São Vicente","RN","Alta"
"1218","2413102","Senador Elói de Souza","RN","Média"
"1219","2413201","Senador Georgino Avelino","RN","Baixa"
"1220","2413300","Serra de São Bento","RN","Alta"
"1221","2413359","Serra do Mel","RN","Média"
"1222","2413409","Serra Negra do Norte","RN","Alta"
"1223","2413508","Serrinha","RN","Alta"
"1224","2413557","Serrinha dos Pintos","RN","Alta"
"1225","2413607","Severiano Melo","RN","Alta"
"1226","2413706","Sítio Novo","RN","Média"
"1227","2413805","Taboleiro Grande","RN","Média"
"1228","2413904","Taipu","RN","Baixa"
"1229","2414001","Tangará","RN","Alta"
"1230","2414100","Tenente Ananias","RN","Média"
"1231","2414159","Tenente Laurentino Cruz","RN","Média"
"1232","2414209","Tibau do Sul","RN","Baixa"
"1233","2414308","Timbaúba dos Batistas","RN","Alta"
"1234","2414407","Touros","RN","Média"
"1235","2414456","Triunfo Potiguar","RN","Alta"
"1236","2414506","Umarizal","RN","Alta"
"1237","2414605","Upanema","RN","Baixa"
"1238","2414704","Várzea","RN","Baixa"
"1239","2414753","Venha-Ver","RN","Média"
"1240","2414803","Vera Cruz","RN","Média"
"1241","2414902","Viçosa","RN","Alta"
"1242","2415008","Vila Flor","RN","Média"
"1243","2500106","Água Branca","PB","Média"
"1244","2500205","Aguiar","PB","Alta"
"1245","2500304","Alagoa Grande","PB","Média"
"1246","2500403","Alagoa Nova","PB","Média"
"1247","2500502","Alagoinha","PB","Alta"
"1248","2500536","Alcantil","PB","Alta"
"1249","2500577","Algodão de Jandaíra","PB","Baixa"
"1250","2500601","Alhandra","PB","Baixa"
"1251","2500700","São João do Rio do Peixe","PB","Média"
"1252","2500734","Amparo","PB","Baixa"
"1253","2500775","Aparecida","PB","Baixa"
"1254","2500809","Araçagi","PB","Média"
"1255","2500908","Arara","PB","Mínima"
"1256","2501005","Araruna","PB","Média"
"1257","2501104","Areia","PB","Baixa"
"1258","2501153","Areia de Baraúnas","PB","Média"
"1259","2501203","Areial","PB","Mínima"
"1260","2501302","Aroeiras","PB","Média"
"1261","2501351","Assunção","PB","Baixa"
"1262","2501401","Baía da Traição","PB","Baixa"
"1263","2501500","Bananeiras","PB","Baixa"
"1264","2501534","Baraúna","PB","Baixa"
"1265","2501575","Barra de Santana","PB","Média"
"1266","2501609","Barra de Santa Rosa","PB","Alta"
"1267","2501708","Barra de São Miguel","PB","Baixa"
"1268","2501807","Bayeux","PB","Baixa"
"1269","2501906","Belém","PB","Média"
"1270","2502003","Belém do Brejo do Cruz","PB","Alta"
"1271","2502052","Bernardino Batista","PB","Mínima"
"1272","2502102","Boa Ventura","PB","Baixa"
"1273","2502151","Boa Vista","PB","Média"
"1274","2502201","Bom Jesus","PB","Alta"
"1275","2502300","Bom Sucesso","PB","Alta"
"1276","2502409","Bonito de Santa Fé","PB","Alta"
"1277","2502508","Boqueirão","PB","Média"
"1278","2502607","Igaracy","PB","Média"
"1279","2502706","Borborema","PB","Baixa"
"1280","2502805","Brejo do Cruz","PB","Alta"
"1281","2502904","Brejo dos Santos","PB","Alta"
"1282","2503001","Caaporã","PB","Baixa"
"1283","2503100","Cabaceiras","PB","Média"
"1284","2503209","Cabedelo","PB","Baixa"
"1285","2503308","Cachoeira dos Índios","PB","Baixa"
"1286","2503407","Cacimba de Areia","PB","Média"
"1287","2503506","Cacimba de Dentro","PB","Média"
"1288","2503555","Cacimbas","PB","Baixa"
"1289","2503605","Caiçara","PB","Média"
"1290","2503704","Cajazeiras","PB","Alta"
"1291","2503753","Cajazeirinhas","PB","Média"
"1292","2503803","Caldas Brandão","PB","Média"
"1293","2503902","Camalaú","PB","Média"
"1294","2504009","Campina Grande","PB","Alta"
"1295","2504033","Capim","PB","Mínima"
"1296","2504074","Caraúbas","PB","Alta"
"1297","2504108","Carrapateira","PB","Alta"
"1298","2504157","Casserengue","PB","Mínima"
"1299","2504207","Catingueira","PB","Média"
"1300","2504306","Catolé do Rocha","PB","Baixa"
"1301","2504355","Caturité","PB","Média"
"1302","2504405","Conceição","PB","Média"
"1303","2504504","Condado","PB","Média"
"1304","2504603","Conde","PB","Baixa"
"1305","2504702","Congo","PB","Média"
"1306","2504801","Coremas","PB","Alta"
"1307","2504850","Coxixola","PB","Baixa"
"1308","2504900","Cruz do Espírito Santo","PB","Baixa"
"1309","2505006","Cubati","PB","Média"
"1310","2505105","Cuité","PB","Média"
"1311","2505204","Cuitegi","PB","Alta"
"1312","2505238","Cuité de Mamanguape","PB","Baixa"
"1313","2505279","Curral de Cima","PB","Baixa"
"1314","2505303","Curral Velho","PB","Média"
"1315","2505352","Damião","PB","Baixa"
"1316","2505402","Desterro","PB","Baixa"
"1317","2505501","Vista Serrana","PB","Baixa"
"1318","2505600","Diamante","PB","Baixa"
"1319","2505709","Dona Inês","PB","Baixa"
"1320","2505808","Duas Estradas","PB","Baixa"
"1321","2505907","Emas","PB","Média"
"1322","2506004","Esperança","PB","Média"
"1323","2506103","Fagundes","PB","Baixa"
"1324","2506202","Frei Martinho","PB","Média"
"1325","2506251","Gado Bravo","PB","Baixa"
"1326","2506301","Guarabira","PB","Alta"
"1327","2506400","Gurinhém","PB","Média"
"1328","2506509","Gurjão","PB","Alta"
"1329","2506608","Ibiara","PB","Baixa"
"1330","2506707","Imaculada","PB","Baixa"
"1331","2506806","Ingá","PB","Alta"
"1332","2506905","Itabaiana","PB","Média"
"1333","2507002","Itaporanga","PB","Média"
"1334","2507101","Itapororoca","PB","Alta"
"1335","2507200","Itatuba","PB","Alta"
"1336","2507309","Jacaraú","PB","Baixa"
"1337","2507408","Jericó","PB","Média"
"1338","2507507","João Pessoa","PB","Baixa"
"1339","2507606","Juarez Távora","PB","Máxima"
"1340","2507705","Juazeirinho","PB","Média"
"1341","2507804","Junco do Seridó","PB","Baixa"
"1342","2507903","Juripiranga","PB","Baixa"
"1343","2508000","Juru","PB","Média"
"1344","2508109","Lagoa","PB","Alta"
"1345","2508208","Lagoa de Dentro","PB","Baixa"
"1346","2508307","Lagoa Seca","PB","Média"
"1347","2508406","Lastro","PB","Baixa"
"1348","2508505","Livramento","PB","Alta"
"1349","2508554","Logradouro","PB","Baixa"
"1350","2508604","Lucena","PB","Baixa"
"1351","2508703","Mãe d'Água","PB","Média"
"1352","2508802","Malta","PB","Baixa"
"1353","2508901","Mamanguape","PB","Mínima"
"1354","2509008","Manaíra","PB","Média"
"1355","2509057","Marcação","PB","Média"
"1356","2509107","Mari","PB","Média"
"1357","2509156","Marizópolis","PB","Média"
"1358","2509206","Massaranduba","PB","Média"
"1359","2509305","Mataraca","PB","Média"
"1360","2509339","Matinhas","PB","Média"
"1361","2509370","Mato Grosso","PB","Alta"
"1362","2509396","Maturéia","PB","Baixa"
"1363","2509404","Mogeiro","PB","Baixa"
"1364","2509503","Montadas","PB","Mínima"
"1365","2509602","Monte Horebe","PB","Média"
"1366","2509701","Monteiro","PB","Alta"
"1367","2509800","Mulungu","PB","Média"
"1368","2509909","Natuba","PB","Baixa"
"1369","2510006","Nazarezinho","PB","Média"
"1370","2510105","Nova Floresta","PB","Média"
"1371","2510204","Nova Olinda","PB","Média"
"1372","2510303","Nova Palmeira","PB","Baixa"
"1373","2510402","Olho d'Água","PB","Média"
"1374","2510501","Olivedos","PB","Média"
"1375","2510600","Ouro Velho","PB","Baixa"
"1376","2510659","Parari","PB","Média"
"1377","2510709","Passagem","PB","Média"
"1378","2510808","Patos","PB","Média"
"1379","2510907","Paulista","PB","Baixa"
"1380","2511004","Pedra Branca","PB","Alta"
"1381","2511103","Pedra Lavrada","PB","Média"
"1382","2511202","Pedras de Fogo","PB","Baixa"
"1383","2511301","Piancó","PB","Média"
"1384","2511400","Picuí","PB","Baixa"
"1385","2511509","Pilar","PB","Média"
"1386","2511608","Pilões","PB","Baixa"
"1387","2511707","Pilõezinhos","PB","Alta"
"1388","2511806","Pirpirituba","PB","Baixa"
"1389","2511905","Pitimbu","PB","Baixa"
"1390","2512002","Pocinhos","PB","Média"
"1391","2512036","Poço Dantas","PB","Baixa"
"1392","2512077","Poço de José de Moura","PB","Baixa"
"1393","2512101","Pombal","PB","Baixa"
"1394","2512200","Prata","PB","Alta"
"1395","2512309","Princesa Isabel","PB","Média"
"1396","2512408","Puxinanã","PB","Baixa"
"1397","2512507","Queimadas","PB","Alta"
"1398","2512606","Quixaba","PB","Média"
"1399","2512705","Remígio","PB","Alta"
"1400","2512721","Pedro Régis","PB","Baixa"
"1401","2512747","Riachão","PB","Baixa"
"1402","2512754","Riachão do Bacamarte","PB","Baixa"
"1403","2512762","Riachão do Poço","PB","Média"
"1404","2512788","Riacho de Santo Antônio","PB","Baixa"
"1405","2512804","Riacho dos Cavalos","PB","Média"
"1406","2512903","Rio Tinto","PB","Mínima"
"1407","2513000","Salgadinho","PB","Média"
"1408","2513109","Salgado de São Félix","PB","Média"
"1409","2513158","Santa Cecília","PB","Baixa"
"1410","2513208","Santa Cruz","PB","Baixa"
"1411","2513307","Santa Helena","PB","Alta"
"1412","2513356","Santa Inês","PB","Baixa"
"1413","2513406","Santa Luzia","PB","Alta"
"1414","2513505","Santana de Mangueira","PB","Baixa"
"1415","2513604","Santana dos Garrotes","PB","Média"
"1416","2513653","Joca Claudino","PB","Baixa"
"1417","2513703","Santa Rita","PB","Baixa"
"1418","2513802","Santa Teresinha","PB","Média"
"1419","2513851","Santo André","PB","Baixa"
"1420","2513901","São Bento","PB","Baixa"
"1421","2513927","São Bentinho","PB","Média"
"1422","2513943","São Domingos do Cariri","PB","Média"
"1423","2513968","São Domingos","PB","Baixa"
"1424","2513984","São Francisco","PB","Baixa"
"1425","2514008","São João do Cariri","PB","Alta"
"1426","2514107","São João do Tigre","PB","Baixa"
"1427","2514206","São José da Lagoa Tapada","PB","Baixa"
"1428","2514305","São José de Caiana","PB","Média"
"1429","2514404","São José de Espinharas","PB","Média"
"1430","2514453","São José dos Ramos","PB","Baixa"
"1431","2514503","São José de Piranhas","PB","Alta"
"1432","2514552","São José de Princesa","PB","Baixa"
"1433","2514602","São José do Bonfim","PB","Baixa"
"1434","2514651","São José do Brejo do Cruz","PB","Média"
"1435","2514701","São José do Sabugi","PB","Média"
"1436","2514800","São José dos Cordeiros","PB","Média"
"1437","2514909","São Mamede","PB","Média"
"1438","2515005","São Miguel de Taipu","PB","Média"
"1439","2515104","São Sebastião de Lagoa de Roça","PB","Média"
"1440","2515203","São Sebastião do Umbuzeiro","PB","Alta"
"1441","2515302","Sapé","PB","Média"
"1442","2515401","São Vicente do Seridó","PB","Média"
"1443","2515500","Serra Branca","PB","Média"
"1444","2515609","Serra da Raiz","PB","Média"
"1445","2515708","Serra Grande","PB","Alta"
"1446","2515807","Serra Redonda","PB","Média"
"1447","2515906","Serraria","PB","Média"
"1448","2515930","Sertãozinho","PB","Baixa"
"1449","2515971","Sobrado","PB","Média"
"1450","2516003","Solânea","PB","Média"
"1451","2516102","Soledade","PB","Média"
"1452","2516151","Sossêgo","PB","Baixa"
"1453","2516201","Sousa","PB","Média"
"1454","2516300","Sumé","PB","Alta"
"1455","2516409","Tacima","PB","Baixa"
"1456","2516508","Taperoá","PB","Média"
"1457","2516607","Tavares","PB","Baixa"
"1458","2516706","Teixeira","PB","Baixa"
"1459","2516755","Tenório","PB","Baixa"
"1460","2516805","Triunfo","PB","Baixa"
"1461","2516904","Uiraúna","PB","Baixa"
"1462","2517001","Umbuzeiro","PB","Baixa"
"1463","2517100","Várzea","PB","Média"
"1464","2517209","Vieirópolis","PB","Baixa"
"1465","2517407","Zabelê","PB","Média"
"1466","2600054","Abreu e Lima","PE","Baixa"
"1467","2600104","Afogados da Ingazeira","PE","Média"
"1468","2600203","Afrânio","PE","Alta"
"1469","2600302","Agrestina","PE","Média"
"1470","2600401","Água Preta","PE","Baixa"
"1471","2600500","Águas Belas","PE","Alta"
"1472","2600609","Alagoinha","PE","Média"
"1473","2600708","Aliança","PE","Média"
"1474","2600807","Altinho","PE","Média"
"1475","2600906","Amaraji","PE","Baixa"
"1476","2601003","Angelim","PE","Média"
"1477","2601052","Araçoiaba","PE","Mínima"
"1478","2601102","Araripina","PE","Alta"
"1479","2601201","Arcoverde","PE","Alta"
"1480","2601300","Barra de Guabiraba","PE","Média"
"1481","2601409","Barreiros","PE","Baixa"
"1482","2601508","Belém de Maria","PE","Baixa"
"1483","2601607","Belém do São Francisco","PE","Média"
"1484","2601706","Belo Jardim","PE","Alta"
"1485","2601805","Betânia","PE","Média"
"1486","2601904","Bezerros","PE","Média"
"1487","2602001","Bodocó","PE","Média"
"1488","2602100","Bom Conselho","PE","Média"
"1489","2602209","Bom Jardim","PE","Média"
"1490","2602308","Bonito","PE","Baixa"
"1491","2602407","Brejão","PE","Média"
"1492","2602506","Brejinho","PE","Média"
"1493","2602605","Brejo da Madre de Deus","PE","Baixa"
"1494","2602704","Buenos Aires","PE","Baixa"
"1495","2602803","Buíque","PE","Alta"
"1496","2602902","Cabo de Santo Agostinho","PE","Baixa"
"1497","2603009","Cabrobó","PE","Média"
"1498","2603108","Cachoeirinha","PE","Média"
"1499","2603207","Caetés","PE","Baixa"
"1500","2603306","Calçado","PE","Média"
"1501","2603405","Calumbi","PE","Alta"
"1502","2603454","Camaragibe","PE","Média"
"1503","2603504","Camocim de São Félix","PE","Média"
"1504","2603603","Camutanga","PE","Média"
"1505","2603702","Canhotinho","PE","Média"
"1506","2603801","Capoeiras","PE","Baixa"
"1507","2603900","Carnaíba","PE","Máxima"
"1508","2603926","Carnaubeira da Penha","PE","Média"
"1509","2604007","Carpina","PE","Baixa"
"1510","2604106","Caruaru","PE","Alta"
"1511","2604155","Casinhas","PE","Média"
"1512","2604205","Catende","PE","Baixa"
"1513","2604304","Cedro","PE","Baixa"
"1514","2604403","Chã de Alegria","PE","Média"
"1515","2604502","Chã Grande","PE","Média"
"1516","2604601","Condado","PE","Baixa"
"1517","2604700","Correntes","PE","Baixa"
"1518","2604809","Cortês","PE","Média"
"1519","2604908","Cumaru","PE","Média"
"1520","2605004","Cupira","PE","Média"
"1521","2605103","Custódia","PE","Alta"
"1522","2605152","Dormentes","PE","Média"
"1523","2605202","Escada","PE","Baixa"
"1524","2605301","Exu","PE","Média"
"1525","2605400","Feira Nova","PE","Alta"
"1526","2605459","Fernando de Noronha","PE","Média"
"1527","2605509","Ferreiros","PE","Baixa"
"1528","2605608","Flores","PE","Alta"
"1529","2605707","Floresta","PE","Alta"
"1530","2605806","Frei Miguelinho","PE","Média"
"1531","2605905","Gameleira","PE","Baixa"
"1532","2606002","Garanhuns","PE","Média"
"1533","2606101","Glória do Goitá","PE","Média"
"1534","2606200","Goiana","PE","Baixa"
"1535","2606309","Granito","PE","Alta"
"1536","2606408","Gravatá","PE","Média"
"1537","2606507","Iati","PE","Alta"
"1538","2606606","Ibimirim","PE","Média"
"1539","2606705","Ibirajuba","PE","Média"
"1540","2606804","Igarassu","PE","Baixa"
"1541","2606903","Iguaracy","PE","Média"
"1542","2607000","Inajá","PE","Média"
"1543","2607109","Ingazeira","PE","Alta"
"1544","2607208","Ipojuca","PE","Baixa"
"1545","2607307","Ipubi","PE","Média"
"1546","2607406","Itacuruba","PE","Alta"
"1547","2607505","Itaíba","PE","Alta"
"1548","2607604","Ilha de Itamaracá","PE","Baixa"
"1549","2607653","Itambé","PE","Baixa"
"1550","2607703","Itapetim","PE","Alta"
"1551","2607752","Itapissuma","PE","Baixa"
"1552","2607802","Itaquitinga","PE","Baixa"
"1553","2607901","Jaboatão dos Guararapes","PE","Baixa"
"1554","2607950","Jaqueira","PE","Baixa"
"1555","2608008","Jataúba","PE","Média"
"1556","2608057","Jatobá","PE","Média"
"1557","2608107","João Alfredo","PE","Média"
"1558","2608206","Joaquim Nabuco","PE","Baixa"
"1559","2608255","Jucati","PE","Média"
"1560","2608305","Jupi","PE","Mínima"
"1561","2608404","Jurema","PE","Média"
"1562","2608453","Lagoa do Carro","PE","Alta"
"1563","2608503","Lagoa de Itaenga","PE","Máxima"
"1564","2608602","Lagoa do Ouro","PE","Baixa"
"1565","2608701","Lagoa dos Gatos","PE","Baixa"
"1566","2608750","Lagoa Grande","PE","Média"
"1567","2608800","Lajedo","PE","Baixa"
"1568","2608909","Limoeiro","PE","Média"
"1569","2609006","Macaparana","PE","Média"
"1570","2609105","Machados","PE","Baixa"
"1571","2609154","Manari","PE","Média"
"1572","2609204","Maraial","PE","Mínima"
"1573","2609303","Mirandiba","PE","Alta"
"1574","2609402","Moreno","PE","Baixa"
"1575","2609501","Nazaré da Mata","PE","Baixa"
"1576","2609600","Olinda","PE","Baixa"
"1577","2609709","Orobó","PE","Média"
"1578","2609808","Orocó","PE","Alta"
"1579","2609907","Ouricuri","PE","Média"
"1580","2610004","Palmares","PE","Baixa"
"1581","2610103","Palmeirina","PE","Alta"
"1582","2610202","Panelas","PE","Baixa"
"1583","2610301","Paranatama","PE","Baixa"
"1584","2610400","Parnamirim","PE","Média"
"1585","2610509","Passira","PE","Média"
"1586","2610608","Paudalho","PE","Baixa"
"1587","2610707","Paulista","PE","Baixa"
"1588","2610806","Pedra","PE","Alta"
"1589","2610905","Pesqueira","PE","Média"
"1590","2611002","Petrolândia","PE","Alta"
"1591","2611101","Petrolina","PE","Média"
"1592","2611200","Poção","PE","Máxima"
"1593","2611309","Pombos","PE","Média"
"1594","2611408","Primavera","PE","Baixa"
"1595","2611507","Quipapá","PE","Média"
"1596","2611533","Quixaba","PE","Alta"
"1597","2611606","Recife","PE","Baixa"
"1598","2611705","Riacho das Almas","PE","Média"
"1599","2611804","Ribeirão","PE","Baixa"
"1600","2611903","Rio Formoso","PE","Baixa"
"1601","2612000","Sairé","PE","Média"
"1602","2612109","Salgadinho","PE","Alta"
"1603","2612208","Salgueiro","PE","Alta"
"1604","2612307","Saloá","PE","Baixa"
"1605","2612406","Sanharó","PE","Alta"
"1606","2612455","Santa Cruz","PE","Média"
"1607","2612471","Santa Cruz da Baixa Verde","PE","Mínima"
"1608","2612505","Santa Cruz do Capibaribe","PE","Alta"
"1609","2612554","Santa Filomena","PE","Alta"
"1610","2612604","Santa Maria da Boa Vista","PE","Média"
"1611","2612703","Santa Maria do Cambucá","PE","Média"
"1612","2612802","Santa Terezinha","PE","Média"
"1613","2612901","São Benedito do Sul","PE","Baixa"
"1614","2613008","São Bento do Una","PE","Alta"
"1615","2613107","São Caitano","PE","Alta"
"1616","2613206","São João","PE","Média"
"1617","2613305","São Joaquim do Monte","PE","Baixa"
"1618","2613404","São José da Coroa Grande","PE","Baixa"
"1619","2613503","São José do Belmonte","PE","Baixa"
"1620","2613602","São José do Egito","PE","Média"
"1621","2613701","São Lourenço da Mata","PE","Média"
"1622","2613800","São Vicente Férrer","PE","Baixa"
"1623","2613909","Serra Talhada","PE","Média"
"1624","2614006","Serrita","PE","Alta"
"1625","2614105","Sertânia","PE","Média"
"1626","2614204","Sirinhaém","PE","Baixa"
"1627","2614303","Moreilândia","PE","Média"
"1628","2614402","Solidão","PE","Média"
"1629","2614501","Surubim","PE","Média"
"1630","2614600","Tabira","PE","Média"
"1631","2614709","Tacaimbó","PE","Alta"
"1632","2614808","Tacaratu","PE","Média"
"1633","2614857","Tamandaré","PE","Baixa"
"1634","2615003","Taquaritinga do Norte","PE","Alta"
"1635","2615102","Terezinha","PE","Baixa"
"1636","2615201","Terra Nova","PE","Alta"
"1637","2615300","Timbaúba","PE","Média"
"1638","2615409","Toritama","PE","Alta"
"1639","2615508","Tracunhaém","PE","Baixa"
"1640","2615607","Trindade","PE","Alta"
"1641","2615706","Triunfo","PE","Média"
"1642","2615805","Tupanatinga","PE","Máxima"
"1643","2615904","Tuparetama","PE","Média"
"1644","2616001","Venturosa","PE","Alta"
"1645","2616100","Verdejante","PE","Alta"
"1646","2616183","Vertente do Lério","PE","Média"
"1647","2616209","Vertentes","PE","Média"
"1648","2616308","Vicência","PE","Baixa"
"1649","2616407","Vitória de Santo Antão","PE","Baixa"
"1650","2616506","Xexéu","PE","Baixa"
"1651","2700102","Água Branca","AL","Máxima"
"1652","2700201","Anadia","AL","Baixa"
"1653","2700300","Arapiraca","AL","Alta"
"1654","2700409","Atalaia","AL","Média"
"1655","2700508","Barra de Santo Antônio","AL","Média"
"1656","2700607","Barra de São Miguel","AL","Baixa"
"1657","2700706","Batalha","AL","Média"
"1658","2700805","Belém","AL","Baixa"
"1659","2700904","Belo Monte","AL","Alta"
