"","cod_municipio_ibge","qtd_ativas","qtd_ativas_Consórcio de Sociedades","qtd_ativas_Consórcio Simples","qtd_ativas_Cooperativa","qtd_ativas_EIRELI","qtd_ativas_Empresa Pública","qtd_ativas_Empresário Individual","qtd_ativas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_ativas_Grupo de Sociedades","qtd_ativas_Sociedade Anônima","qtd_ativas_Sociedade de Economia Mista","qtd_ativas_Sociedade em Comandita por Ações","qtd_ativas_Sociedade em Comandita Simples","qtd_ativas_Sociedade em Conta de Participação","qtd_ativas_Sociedade em Nome Coletivo","qtd_ativas_Sociedade Limitada","qtd_abertas","qtd_abertas_Consórcio de Sociedades","qtd_abertas_Consórcio Simples","qtd_abertas_Cooperativa","qtd_abertas_EIRELI","qtd_abertas_Empresa Pública","qtd_abertas_Empresário Individual","qtd_abertas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_abertas_Grupo de Sociedades","qtd_abertas_Sociedade Anônima","qtd_abertas_Sociedade de Economia Mista","qtd_abertas_Sociedade em Comandita por Ações","qtd_abertas_Sociedade em Comandita Simples","qtd_abertas_Sociedade em Conta de Participação","qtd_abertas_Sociedade em Nome Coletivo","qtd_abertas_Sociedade Limitada","qtd_tempo_horas","qtd_horas_Consórcio de Sociedades","qtd_horas_Consórcio Simples","qtd_horas_Cooperativa","qtd_horas_EIRELI","qtd_horas_Empresa Pública","qtd_horas_Empresário Individual","qtd_horas_Estabelecimento, no Brasil, de Sociedade Estrangeira e Empresas Binacionais","qtd_horas_Sociedade Anônima","qtd_horas_Sociedade de Economia Mista","qtd_horas_Sociedade em Comandita por Ações","qtd_horas_Sociedade em Comandita Simples","qtd_horas_Sociedade em Nome Coletivo","qtd_horas_Sociedade Limitada"
"4714","430544",213,0,0,1,0,1,165,0,0,2,2,0,0,0,0,42,25,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,73.9,0,0,0,0,0,19.63,0,0,0,0,0,0,84.75
"4715","430545",2017,0,0,0,0,1,1722,0,0,11,1,0,0,0,0,282,328,0,0,0,0,0,302,0,0,1,0,0,0,0,0,25,65.7411111111111,0,0,0,0,0,47.82,0,97.85,0,0,0,0,76.75
"4716","430550",420,0,0,7,0,1,312,0,0,2,1,0,0,0,0,97,56,0,0,0,0,0,51,0,0,0,0,0,0,0,0,5,61.5808333333333,0,0,0,0,0,70.53,0,0,0,0,0,0,43.67
"4717","430558",291,0,0,1,0,1,186,0,0,0,0,0,0,0,0,103,54,0,0,0,0,0,42,0,0,0,0,0,0,0,0,12,140.203333333333,0,0,0,0,0,0,0,0,0,0,0,0,140.2
"4718","430560",332,0,0,12,0,1,248,0,0,3,2,0,0,0,0,66,58,0,0,0,0,0,53,0,0,0,0,0,0,0,0,5,67.6490909090909,0,0,0,0,0,18.5,0,0,0,0,0,0,108.61
"4719","430570",754,0,0,13,0,1,480,0,0,6,2,0,0,0,0,252,108,0,0,2,0,0,88,0,0,0,0,0,0,0,0,18,48.6471428571429,0,0,45.46,0,0,17.71,0,0,0,0,0,0,54.85
"4720","430580",1168,0,0,17,0,2,767,0,0,6,2,0,0,0,0,374,164,0,0,2,0,0,122,0,0,0,0,0,0,0,0,40,120.113928571429,0,0,142.83,0,0,52.12,0,0,0,0,0,0,142.77
"4721","430583",67,0,0,1,0,1,40,0,0,1,0,0,0,0,0,24,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4722","430585",161,0,0,7,0,1,102,0,0,0,0,0,0,0,0,51,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,1.16666666666667,0,0,0,0,0,2.74,0,0,0,0,0,0,0.38
"4723","430587",255,0,0,4,0,1,168,0,0,3,0,0,0,0,0,79,45,0,0,0,0,0,30,0,0,0,0,0,0,0,0,15,120.548333333333,0,0,0,337.48,0,186.56,0,0,0,0,0,0,83.55
"4724","430590",611,0,0,15,0,1,461,0,0,6,2,0,0,0,0,126,93,0,0,0,0,0,74,0,0,0,0,0,0,0,0,19,151.372916666667,0,0,0,0,0,160.46,0,0,0,0,0,0,147.63
"4725","430593",73,0,0,1,0,1,31,0,0,0,0,0,0,0,0,40,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0.165,0,0,0,0,0,0,0,0,0,0,0,0,0.16
"4726","430595",390,0,0,6,0,1,218,0,0,4,1,0,0,0,0,160,37,0,0,0,0,0,26,0,0,0,0,0,0,0,0,11,39.2581818181818,0,0,0,0,0,0,0,0,0,0,0,0,39.26
"4727","430597",253,0,0,5,0,1,160,0,0,1,0,0,0,0,0,86,52,0,0,0,0,0,43,0,0,0,0,0,0,0,0,9,31.5458333333333,0,0,0,0,0,17.98,0,0,0,0,0,0,32.78
"4728","430600",942,3,0,14,0,2,644,0,0,7,2,0,0,0,0,270,151,0,0,0,0,0,120,0,0,1,0,0,0,0,0,30,147.234347826087,0,0,0,0,0,29.75,0,0,0,0,0,0,152.57
"4729","430605",780,2,0,2,0,1,626,0,0,10,2,0,0,0,0,137,122,0,0,0,0,0,108,0,0,2,0,0,0,0,0,12,33.1005882352941,0,0,0,0,0,25.4,0,83.05,0,0,0,0,34.56
"4730","430607",173,0,0,2,0,1,137,0,0,0,0,0,0,0,0,33,27,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,60.8490909090909,0,0,0,0,0,210.8,0,0,0,0,0,0,27.53
"4731","430610",7061,0,0,43,0,3,5233,0,0,90,2,0,0,1,1,1688,1092,0,0,1,0,0,910,0,0,4,0,0,0,0,0,177,170.047,0,0,454.93,109.16,0,90.36,0,24.95,0,0,0,0,204.32
"4732","430613",70,0,0,2,0,1,38,0,0,1,0,0,0,0,0,28,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,106.476666666667,0,0,0,0,0,0,0,0,0,0,0,0,106.48
"4733","430620",1275,0,0,9,0,2,889,0,1,11,1,0,0,0,0,362,208,0,0,1,0,0,176,0,0,0,0,0,0,0,0,31,65.0730769230769,0,0,5.47,18.09,0,1.82,0,0,0,0,0,0,79.18
"4734","430630",468,0,0,9,0,1,290,0,0,1,2,0,0,0,0,165,61,0,0,0,0,0,50,0,0,0,0,0,0,0,0,11,57.3247058823529,0,0,139.67,0,0,47.95,0,0,0,0,0,0,54.1
"4735","430632",183,0,0,8,0,1,144,0,0,1,1,0,0,0,0,28,31,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,32.458,0,0,0,0,0,61.92,0,0,0,0,0,0,12.82
"4736","430635",125,0,0,5,0,1,105,0,0,0,0,0,0,0,0,14,21,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,78.6333333333333,0,0,106.4,0,0,23.11,0,0,0,0,0,0,0
"4737","430637",141,0,0,1,0,1,98,0,0,3,0,0,0,0,0,38,25,0,0,0,0,0,18,0,0,0,0,0,0,0,0,7,38.03625,0,0,0,0,0,0,0,0,0,0,0,0,38.04
"4738","430640",4153,0,0,7,0,2,2666,0,0,17,3,0,0,1,0,1457,765,0,0,2,0,0,605,0,0,3,0,0,0,0,0,155,159.224561403509,0,0,53.38,0,0,66.86,0,165.71,0,0,0,0,203.52
"4739","430642",102,0,0,6,0,1,74,0,0,0,0,0,0,0,0,21,16,0,0,0,0,0,14,0,0,0,0,0,0,0,0,2,41.095,0,0,0,0,0,0,0,0,0,0,0,0,41.09
"4740","430645",362,0,0,2,0,1,194,0,0,4,1,0,0,0,0,160,44,0,0,0,0,0,37,0,0,0,0,0,0,0,0,7,35.7075,0,0,0,0,0,2.83,0,0,0,0,0,0,42.28
"4741","430650",682,0,0,5,0,1,536,0,0,5,2,0,0,0,0,133,74,0,0,1,0,0,59,0,0,0,0,0,0,0,0,14,77.135,0,0,173.22,0,0,28.01,0,0,0,0,0,0,81.41
"4742","430655",232,0,0,1,0,1,183,0,0,0,0,0,0,0,0,47,26,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,28.9525,0,0,0,0,0,0,0,0,0,0,0,0,28.95
"4743","430660",4596,0,0,16,0,2,3947,0,0,26,2,0,0,1,0,602,666,0,0,2,0,0,608,0,0,0,0,0,0,1,0,55,110.339811320755,0,0,250.77,59.05,0,98.27,0,99.67,0,0,0,0,110.29
"4744","430670",258,0,0,5,0,1,206,0,0,1,1,0,0,0,0,44,36,0,0,0,0,0,32,0,0,0,0,0,0,0,0,4,163.983,0,0,0,0,0,239.06,0,0,0,0,0,0,88.91
"4745","430673",391,0,0,13,0,1,296,0,0,5,2,0,0,0,0,74,69,0,0,0,0,0,63,0,0,0,0,0,0,0,0,6,39.4744444444444,0,0,0,0,0,0,0,0,0,0,0,0,39.47
"4746","430675",154,0,0,1,0,1,67,0,0,0,0,0,0,0,0,85,16,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,68.812,0,0,0,0,0,0,0,0,0,0,0,0,68.81
"4747","430676",4179,6,0,12,0,2,3112,1,0,40,2,0,0,2,0,1002,779,0,0,2,0,0,681,0,0,0,0,0,0,0,0,96,117.3712,0,0,127.32,0,0,103.05,0,22.43,0,0,0,0,126.43
"4748","430680",2882,0,0,14,0,2,1486,0,0,20,2,0,0,0,0,1358,450,0,0,1,0,0,329,0,0,1,0,0,0,0,0,119,225.769459459459,0,0,174.74,142.55,0,26.98,0,547.16,0,0,0,0,249.61
"4749","430690",1900,0,0,10,0,2,1440,0,0,19,2,0,0,0,0,427,281,0,0,0,0,0,238,0,0,2,0,0,0,0,0,41,69.0415217391304,0,0,0,0,0,58.06,0,29.66,0,0,0,0,74.73
"4750","430692",63,0,0,3,0,0,38,0,0,0,0,0,0,0,0,22,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,248.98,0,0,0,0,0,0,0,0,0,0,0,0,248.98
"4751","430693",851,0,0,3,0,1,642,0,0,18,2,0,0,0,0,185,127,0,0,0,0,0,114,0,0,0,0,0,0,0,0,13,79.9866666666667,0,0,0,0,0,74.85,0,0,0,0,0,0,83.15
"4752","430695",292,0,0,3,0,1,205,0,0,4,1,0,0,0,0,78,43,0,0,0,0,0,35,0,0,0,0,0,0,0,0,8,38.92,0,0,0,0,0,29.02,0,0,0,0,0,0,41.75
"4753","430697",284,0,0,3,0,1,215,0,0,2,1,0,0,0,0,62,49,0,0,0,0,0,38,0,0,0,0,0,0,0,0,11,55.7375,0,0,0,0,0,1.08,0,0,0,0,0,0,60.71
"4754","430700",16659,2,0,76,0,6,10034,0,0,122,4,0,0,6,2,6407,2799,0,0,5,0,0,2091,0,0,7,0,0,0,1,0,695,480.650666666667,0,0,143.59,84.79,0,80.57,0,40.91,0,0,0,0,741.76
"4755","430705",344,0,0,8,0,1,182,0,0,2,0,0,0,0,0,151,44,0,0,0,0,0,32,0,0,0,0,0,0,0,0,12,75.0530769230769,0,0,0,0,0,21.2,0,0,0,0,0,0,79.54
"4756","430710",504,0,0,4,0,1,430,0,0,5,1,0,0,0,0,63,74,0,0,0,0,0,63,0,0,1,0,0,0,0,0,10,59.0815384615385,0,0,0,0,0,21.81,0,20.69,0,0,0,0,75.77
"4757","430720",507,0,0,4,0,1,369,0,0,3,1,0,0,0,0,129,61,0,0,0,0,0,50,0,0,0,0,0,0,0,0,11,98.8166666666667,0,0,0,0,0,0,0,0,0,0,0,0,98.82
"4758","430730",455,0,0,16,0,1,331,0,0,8,3,0,0,0,0,96,60,0,0,0,0,0,49,0,0,0,1,0,0,0,0,10,200.520769230769,0,0,0,0,0,81.02,0,0,737.35,0,0,0,193.17
"4759","430740",295,0,0,9,0,1,216,0,0,3,2,0,0,0,0,64,37,0,0,0,0,0,31,0,0,0,0,0,0,0,0,6,100.988461538462,0,0,0,0,0,71.31,0,0,0,0,0,0,119.54
"4760","430745",173,0,0,3,0,1,116,0,0,0,0,0,0,0,0,53,25,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,67.0875,0,0,0,0,0,99.06,0,0,0,0,0,0,35.12
"4761","430750",1804,0,0,29,0,2,1272,0,0,11,2,0,0,0,0,488,286,0,0,2,0,0,228,0,0,0,0,0,0,0,0,56,97.0776315789474,0,0,91.89,0,0,66.01,0,0,0,0,0,0,117.32
"4762","430755",730,0,0,14,0,1,454,0,0,7,1,0,0,0,0,253,108,0,0,0,0,0,82,0,0,1,0,0,0,0,0,25,62.2984,0,0,0,0,0,27.23,0,80.95,0,0,0,0,64.64
"4763","430760",7125,1,0,9,0,3,4684,0,1,33,2,0,0,1,1,2390,1321,1,0,0,0,0,1074,0,0,4,0,0,0,1,0,241,226.522794117647,318.87,0,25.04,77.02,0,86.87,0,94.14,0,0,0,0,303.77
"4764","430770",9902,3,0,10,0,3,6945,0,0,111,4,0,0,3,1,2822,1814,0,0,1,0,0,1512,0,0,2,0,0,0,0,0,299,256.844714285714,0,0,316.82,109.37,0,160.09,0,227.57,0,0,0,0,318.83
"4765","430780",4235,31,0,16,0,3,2378,0,0,47,2,1,0,2,1,1754,640,7,0,1,0,1,499,0,0,2,0,0,0,0,0,130,106.824561403509,0,0,43.48,56.88,809.82,24.48,0,223.98,0,0,0,0,121.81
"4766","430781",155,0,0,4,0,1,123,0,0,0,1,0,0,0,0,26,20,0,0,0,0,0,16,0,0,0,0,0,0,0,0,4,23.16,0,0,0,0,0,9.38,0,0,0,0,0,0,30.05
"4767","430783",230,0,0,3,0,1,175,0,0,5,1,0,0,0,0,45,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,32.17,0,0,0,0,0,28.26,0,0,0,0,0,0,34.77
"4768","430786",267,0,0,2,0,1,142,0,0,1,1,0,0,0,0,120,34,0,0,0,0,0,27,0,0,0,0,0,0,0,0,7,169.663333333333,0,0,0,0,0,194.06,0,0,0,0,0,0,164.78
"4769","430790",9710,1,0,46,0,5,5621,0,0,89,3,0,0,1,1,3943,1734,0,0,1,0,0,1390,0,0,3,0,0,0,0,0,340,383.194411764706,0,0,416.65,156.22,0,88.33,0,188.47,0,0,0,0,518.35
"4770","430800",813,0,0,9,0,2,524,0,0,4,2,0,0,0,0,272,108,0,0,0,0,0,81,0,0,0,0,0,0,0,0,27,35.8992,0,0,0,162.67,0,19.51,0,0,0,0,0,0,32.84
"4771","430805",214,0,0,3,0,1,152,0,0,4,1,0,0,0,0,53,38,0,0,0,0,0,32,0,0,0,0,0,0,0,0,6,32.1716666666667,0,0,0,0,0,0,0,0,0,0,0,0,32.17
"4772","430807",488,0,0,4,0,1,321,0,0,1,0,0,0,0,0,161,83,0,0,0,0,0,62,0,0,0,0,0,0,0,0,21,39.6883333333333,0,0,0,0,0,8.27,0,0,0,0,0,0,42.54
"4773","430810",1686,0,0,4,0,2,999,0,0,14,2,0,0,1,0,664,289,0,0,1,0,0,223,0,0,3,0,0,0,0,0,62,87.0088095238095,0,0,15.84,146.44,0,51.96,0,193.2,0,0,0,0,84.96
"4774","430820",4990,1,0,15,0,2,2611,0,0,31,2,0,0,8,0,2320,701,0,0,1,0,0,544,0,0,3,0,0,0,1,0,152,192.622372881356,0,0,354.68,3.77,0,56.29,0,214.41,0,0,0,0,235.42
"4775","430825",88,0,0,5,0,1,47,0,0,1,0,0,0,0,0,34,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,6.345,0,0,0,0,0,0,0,0,0,0,0,0,6.34
"4776","430830",846,0,0,11,0,1,654,0,0,5,2,0,0,0,0,173,126,0,0,3,0,0,106,0,0,0,0,0,0,0,0,17,173.91,0,0,800.41,0,0,31.38,0,0,0,0,0,0,85.73
"4777","430840",474,0,0,6,0,1,406,0,0,2,2,0,0,0,0,57,79,0,0,0,0,0,66,0,0,0,0,0,0,0,0,13,109.77875,0,0,114.39,0,0,125.79,0,0,0,0,0,0,99.16
"4778","430843",157,0,0,1,0,1,106,0,0,1,0,0,0,0,0,48,19,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,35.1028571428571,0,0,0,0,0,119.05,0,0,0,0,0,0,21.11
"4779","430845",443,0,0,8,0,1,321,0,0,3,2,0,0,0,0,108,67,0,0,0,0,0,54,0,0,1,0,0,0,0,0,12,67.6805,0,0,0,0,0,61.64,0,101.77,0,0,0,0,68.37
"4780","430850",4672,3,0,37,0,2,2947,0,1,28,2,0,0,5,0,1647,764,2,0,4,0,0,570,0,0,1,0,0,0,5,0,182,162.889666666667,4.41,0,159.54,281.35,0,47.04,0,111.8,0,0,0,0,214.33
"4781","430860",5444,0,0,27,0,2,2642,0,1,46,2,0,0,0,0,2724,826,0,0,2,0,0,602,0,0,0,0,0,0,0,0,222,164.620545454545,0,0,23.07,0,0,74.42,0,87.14,0,0,0,0,202.62
"4782","430865",166,0,0,2,0,1,139,0,0,4,0,0,0,0,0,20,26,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,55.3916666666667,0,0,0,0,0,14.23,0,190.48,0,0,0,0,49.59
"4783","430870",570,0,0,4,0,1,369,0,0,8,2,0,0,0,0,186,88,0,0,0,0,0,74,0,0,1,0,0,0,0,0,13,98.1764705882353,0,0,0,0,0,85.35,0,212.5,0,0,0,0,94.44
"4784","430880",660,0,0,4,0,1,532,0,0,5,2,0,0,0,0,116,124,0,0,2,0,0,105,0,0,0,0,0,0,0,0,17,49.9692,0,0,249.64,72.14,0,17.61,0,0,0,0,0,0,52.44
"4785","430885",130,0,0,7,0,1,70,0,0,0,0,0,0,0,0,52,21,0,0,1,0,0,16,0,0,0,0,0,0,0,0,4,104.385,0,0,0,0,0,0,0,0,0,0,0,0,104.38
"4786","430890",2206,0,0,17,0,2,1311,0,0,14,2,0,0,0,0,860,299,0,0,1,0,0,216,0,0,0,0,0,0,0,0,82,172.056176470588,0,0,277.59,188.02,0,114.74,0,0,0,0,0,0,183.24
"4787","430900",1488,0,0,36,0,2,1006,0,0,18,2,0,0,0,0,424,193,0,0,1,0,0,153,0,0,1,0,0,0,0,0,38,90.7797297297297,0,0,142.65,0,0,72.06,0,0,0,0,0,0,95.98
"4788","430905",848,0,0,3,0,1,568,0,0,14,1,0,0,0,0,261,124,0,0,1,0,0,98,0,0,1,0,0,0,0,0,24,85.3166666666667,0,0,269.1,208.47,0,21.13,0,17.64,0,0,0,0,95.27
"4789","430910",8906,0,0,11,0,3,4717,0,0,104,2,0,0,35,1,4033,1701,0,0,1,0,0,1171,0,0,7,0,0,0,2,0,520,213.766666666667,0,0,150.25,141.36,0,100.46,0,100.08,0,0,0,0,283.7
"4790","430912",114,0,0,4,0,1,82,0,0,0,0,0,0,0,0,27,24,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,42.0953846153846,0,0,0,0,0,13.06,0,0,0,0,0,0,60.24
"4791","430915",186,0,0,1,0,1,137,0,0,1,0,0,0,0,0,46,22,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,75.54,0,0,0,0,0,28.69,0,0,0,0,0,0,106.78
"4792","430920",32238,3,0,24,0,10,24179,1,0,191,4,0,0,13,0,7813,6165,1,0,2,0,0,5202,0,0,10,0,0,0,2,0,948,421.79253164557,452,0,127.54,75.47,0,213.17,0,50.48,0,0,0,0,604.62
"4793","430925",143,0,0,2,0,1,83,0,0,0,0,0,0,0,0,57,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,45.522,0,0,0,0,0,15.8,0,0,0,0,0,0,52.95
"4794","430930",9877,1,0,14,0,4,7527,0,0,74,2,0,0,4,1,2250,1796,0,0,1,0,0,1592,0,0,4,0,0,0,0,0,199,234.66828125,0,0,191.03,261.76,0,162.12,0,68.25,0,0,0,0,283.09
"4795","430940",4218,0,0,10,0,2,2446,0,0,24,2,0,0,0,0,1734,561,0,0,0,0,0,441,0,0,0,0,0,0,0,0,120,89.1473469387755,0,0,0,84.44,0,16,0,0,0,0,0,0,111.76
"4796","430950",676,0,0,18,0,1,519,0,0,4,2,0,0,0,0,132,85,0,0,1,0,0,76,0,0,0,0,0,0,0,0,8,78.7233333333333,0,0,257.06,0,0,48.23,0,0,0,0,0,0,62.81
"4797","430955",607,0,0,8,0,1,387,0,0,5,0,0,0,0,0,206,109,0,0,1,0,0,84,0,0,0,0,0,0,0,0,24,60.3468,0,0,164.93,0,0,61.5,0,0,0,0,0,0,54.15
"4798","430957",139,0,0,1,0,1,112,0,0,0,0,0,0,0,0,25,24,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,261.38,0,0,0,0,0,0,0,0,0,0,0,0,261.38
"4799","430960",2269,0,0,24,0,2,1494,0,0,17,2,0,0,0,0,730,283,0,0,1,0,0,214,0,0,0,0,0,0,0,0,68,80.0251428571429,0,0,101.77,0,0,6.55,0,0,0,0,0,0,83.36
"4800","430965",323,1,0,10,0,1,259,0,0,10,0,0,0,0,0,42,50,1,0,1,0,0,40,0,0,1,0,0,0,0,0,7,63.063,0,0,41.88,0,0,96.98,0,117.9,0,0,0,0,55.33
"4801","430970",414,0,0,10,0,1,284,0,0,4,1,0,0,0,0,114,62,0,0,0,0,0,48,0,0,1,0,0,0,0,0,13,43.1327272727273,0,0,0,0,0,0,0,259.36,0,0,0,0,21.51
"4802","430975",202,0,0,1,0,1,147,0,0,1,0,0,0,0,0,52,27,0,0,0,0,0,22,0,0,0,0,0,0,0,0,5,32.92125,0,0,0,0,0,30.63,0,0,0,0,0,0,34.29
"4803","430980",455,0,0,8,0,1,273,0,0,0,2,0,0,0,0,171,69,0,0,0,0,0,54,0,0,0,0,0,0,0,0,15,66.7894736842105,0,0,0.51,0,0,7.45,0,0,0,0,0,0,83.08
"4804","430990",701,0,0,16,0,1,505,0,0,3,2,0,0,0,0,174,112,0,0,2,0,0,90,0,0,0,0,0,0,0,0,20,70.393,0,0,135.39,119.44,0,39.8,0,0,0,0,0,0,79.49
"4805","430995",280,0,0,4,0,1,211,0,0,3,0,0,0,0,0,61,57,0,0,3,0,0,46,0,0,0,0,0,0,0,0,8,179.929090909091,0,0,671.29,0,0,24.74,0,0,0,0,0,0,93.74
"4806","431000",3181,0,0,48,0,2,2251,0,0,31,2,0,0,1,2,844,426,0,0,1,0,0,359,0,0,2,0,0,0,0,0,64,93.007380952381,0,0,169.36,0,0,84.3,0,2.69,0,0,0,0,101.37
"4807","431010",5130,0,0,11,0,2,3544,0,0,27,2,0,0,7,0,1537,805,0,0,0,0,0,643,0,0,0,0,0,0,2,0,160,227.17170212766,0,0,0,106.39,0,78.28,0,0,0,0,0,0,282.45
"4808","431020",12017,1,0,48,0,6,7739,0,0,95,5,0,0,1,2,4120,1732,0,0,2,0,0,1303,0,0,0,0,0,0,0,0,427,272.862739726027,0,0,79.51,107.39,0,136.49,0,46.47,0,0,0,0,376.81
"4809","431030",427,0,0,4,0,1,216,0,0,2,2,0,0,0,0,202,56,0,0,0,0,0,39,0,0,0,0,0,0,0,0,17,74.7214285714286,0,0,0,0,0,0,0,0,0,0,0,0,74.72
"4810","431033",3218,0,0,2,0,2,2478,0,0,15,1,0,0,1,0,719,619,0,0,1,0,0,516,0,0,2,0,0,0,0,0,100,186.332391304348,0,0,173.05,256.14,0,141.01,0,53.74,0,0,0,0,208.91
"4811","431036",328,0,0,1,0,1,200,0,0,4,0,0,0,0,0,122,52,0,0,0,0,0,44,0,0,0,0,0,0,0,0,8,88.562,0,0,0,0,0,142.21,0,0,0,0,0,0,69.05
"4812","431040",547,0,0,8,0,1,395,0,0,6,2,0,0,0,0,135,79,0,0,0,0,0,62,0,0,0,0,0,0,0,0,17,60.4290476190476,0,0,0,0,0,5.05,0,0,0,0,0,0,66.26
"4813","431041",189,0,0,1,0,0,145,0,0,1,1,0,0,0,0,41,27,0,0,0,0,0,19,0,0,0,0,0,0,0,0,8,89.9590909090909,0,0,0,0,0,27.69,0,0,0,0,0,0,103.8
"4814","431043",608,0,0,11,0,1,322,0,0,4,2,0,0,0,1,267,61,0,0,1,0,0,44,0,0,1,0,0,0,0,0,15,71.28375,0,0,68.23,0,0,0.07,0,74.88,0,0,0,0,90.66
"4815","431046",153,0,0,3,0,1,76,0,0,1,1,0,0,0,0,71,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,49.9342857142857,0,0,0,0,0,0,0,0,0,0,0,0,49.93
"4816","431050",746,0,0,5,0,1,603,0,0,1,3,0,0,0,0,133,96,0,0,1,0,0,87,0,0,0,0,0,0,0,0,8,24.7453333333333,0,0,40.92,0,0,12.81,0,0,0,0,0,0,27.9
"4817","431053",710,1,0,6,0,1,557,0,0,0,1,0,0,0,0,144,116,0,0,0,0,0,98,0,0,0,0,0,0,0,0,18,41.3288888888889,0,0,0,0,0,20.66,0,0,0,0,0,0,47.23
"4818","431055",162,0,0,2,0,1,128,0,0,3,0,0,0,0,0,28,29,0,0,0,0,0,23,0,0,0,0,0,0,0,0,6,55.2914285714286,0,0,0,0,0,2.02,0,0,0,0,0,0,64.17
"4819","431057",87,0,0,2,0,1,59,0,0,0,1,0,0,0,0,24,20,0,0,1,0,0,17,0,0,0,0,0,0,0,0,2,160.51,0,0,426.93,0,0,0,0,0,0,0,0,0,107.23
"4820","431060",3376,1,0,9,0,2,2757,0,0,37,3,0,0,0,0,567,503,0,0,0,0,0,459,0,0,0,0,0,0,0,0,44,71.4340384615385,0,0,0,113.76,0,92.25,0,0,0,0,0,0,55.25
"4821","431065",225,0,0,3,0,1,183,0,0,1,0,0,0,0,0,37,45,0,0,0,0,0,36,0,0,0,0,0,0,0,0,9,213.96375,0,0,0,0,0,55.89,0,0,0,0,0,0,308.81
"4822","431070",240,0,0,4,0,1,166,0,0,2,1,0,0,0,0,66,24,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,91.3783333333333,0,0,0,0,0,0,0,0,0,0,0,0,91.38
"4823","431075",146,0,0,6,0,1,108,0,0,0,2,0,0,0,0,29,12,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,120.92,0,0,0,0,0,0,0,0,0,0,0,0,120.92
"4824","431080",3401,0,0,8,0,2,1879,0,0,24,2,0,0,62,0,1424,594,0,0,1,0,0,411,0,0,1,0,0,0,32,0,149,78.6388679245283,0,0,61.82,218.82,0,22.38,0,0.41,0,0,0,0,89.59
"4825","431085",295,0,0,9,0,1,214,0,0,0,1,0,0,0,0,70,40,0,0,0,0,0,32,0,0,0,0,0,0,0,0,8,57.67625,0,0,0,0,0,90.26,0,0,0,0,0,0,53.02
"4826","431087",92,0,0,5,0,0,68,0,0,0,0,0,0,0,0,19,16,0,0,2,0,0,11,0,0,0,0,0,0,0,0,3,261.675,0,0,685.51,0,0,0,0,0,0,0,0,0,120.4
"4827","431090",379,0,0,7,0,1,231,0,0,5,1,0,1,0,0,133,41,0,0,0,0,0,32,0,0,0,0,0,0,0,0,9,36.0609090909091,0,0,0,0,0,0,0,0,0,0,0,0,36.06
"4828","431100",3640,0,0,6,0,2,3052,1,0,23,2,0,0,0,0,554,516,0,0,0,0,0,484,0,0,1,0,0,0,0,0,31,75.972,0,0,0,47.62,0,74.45,0,111.53,0,0,0,0,76.75
"4829","431110",1229,0,0,14,0,2,1013,0,0,8,2,0,0,0,1,189,160,0,0,1,0,0,144,0,0,0,0,0,0,0,0,15,44.115652173913,0,0,2.6,40.95,0,33.75,0,0,0,0,0,0,57.6
"4830","431112",389,0,0,1,0,1,275,0,0,2,2,0,0,0,0,108,69,0,0,0,0,0,59,0,0,0,0,0,0,0,0,10,80.0007692307692,0,0,0,148.82,0,34.07,0,0,0,0,0,0,74.91
"4831","431113",146,0,0,4,0,1,120,0,0,1,0,0,0,0,0,20,31,0,0,0,0,0,26,0,0,0,0,0,0,0,0,5,112.541666666667,0,0,0,0,0,0.21,0,0,0,0,0,0,168.71
"4832","431115",457,0,0,14,0,1,351,0,0,9,0,0,0,0,0,82,57,0,0,2,0,0,52,0,0,0,0,0,0,0,0,3,76.2454545454545,0,0,260.32,0,0,10.45,0,0,0,0,0,0,55.25
