codigo_municipio_ibge,pib_per_capita_preco_corrente,atividade_maior_valor_ad_bruto
430642,61118.71,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430645,34636.55,Demais serviços
430650,17451.95,"Administração, defesa, educação e saúde públicas e seguridade social"
430655,21156.18,"Administração, defesa, educação e saúde públicas e seguridade social"
430660,36521.95,Demais serviços
430670,27755.95,"Administração, defesa, educação e saúde públicas e seguridade social"
430673,45824.83,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430675,28413.64,"Administração, defesa, educação e saúde públicas e seguridade social"
430676,42531.78,Comércio e reparação de veículos automotores e motocicletas
430680,44593.19,Demais serviços
430690,22895.91,"Administração, defesa, educação e saúde públicas e seguridade social"
430692,54390.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430693,41301.23,Comércio e reparação de veículos automotores e motocicletas
430695,81427.54,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
430697,40733.02,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430700,54953.36,Demais serviços
430705,45668.12,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430710,20889.38,"Administração, defesa, educação e saúde públicas e seguridade social"
430720,24273.18,"Administração, defesa, educação e saúde públicas e seguridade social"
430730,36409.63,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430740,65686.13,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430745,30194.03,"Administração, defesa, educação e saúde públicas e seguridade social"
430750,39931.81,Demais serviços
430755,40956.09,Demais serviços
430760,30444.78,Demais serviços
430770,40124.54,Demais serviços
430780,52251.13,Demais serviços
430781,29376.62,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430783,72951.39,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430786,50156.3,Indústrias de transformação
430790,49379.7,Demais serviços
430800,34026.34,Demais serviços
430805,32123.46,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430807,22151.99,"Administração, defesa, educação e saúde públicas e seguridade social"
430810,34521.95,Demais serviços
430820,62741.96,Indústrias de transformação
430825,35691.63,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430830,23998.26,Demais serviços
430840,29151.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430843,19499.69,"Administração, defesa, educação e saúde públicas e seguridade social"
430845,59709.66,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430850,38164.61,Demais serviços
430860,64973.33,Indústrias de transformação
430865,51371.7,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430870,43797.81,Demais serviços
430880,18694.69,"Administração, defesa, educação e saúde públicas e seguridade social"
430885,77775.17,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430890,40108.09,Demais serviços
430900,48203.35,Demais serviços
430905,33669,Indústrias de transformação
430910,55322.94,Demais serviços
430912,29368.6,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430915,18159.45,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430920,37518.45,Indústrias de transformação
430925,48217.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430930,59309.03,Demais serviços
430940,36975.12,Demais serviços
430950,39589.31,Demais serviços
430955,40932.24,Demais serviços
430957,19695.48,"Administração, defesa, educação e saúde públicas e seguridade social"
430960,88066.79,Indústrias de transformação
430965,31201.38,Indústrias de transformação
430970,38921.21,Demais serviços
430975,18933.05,"Administração, defesa, educação e saúde públicas e seguridade social"
430980,47921.54,"Agricultura, inclusive apoio à agricultura e a pós colheita"
430990,33201.55,Demais serviços
430995,27740.07,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431000,58951.67,Demais serviços
431010,45828.32,Indústrias de transformação
431020,52413.27,Demais serviços
431030,30088.12,Demais serviços
431033,23785.26,Demais serviços
431036,240070.4,Indústrias de transformação
431040,53338.77,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431041,32974.34,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431043,28787.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431046,54387.84,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431050,28520.96,Demais serviços
431053,35541.98,Demais serviços
431055,27650.74,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431057,35546.53,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431060,41910.13,Demais serviços
431065,30207.96,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431070,21944.09,"Administração, defesa, educação e saúde públicas e seguridade social"
431075,19912.36,"Administração, defesa, educação e saúde públicas e seguridade social"
431080,39652.57,Demais serviços
431085,28257.78,Demais serviços
431087,28262.97,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431090,44432.51,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431100,28190.69,Demais serviços
431110,23695.13,Demais serviços
431112,20650.18,"Administração, defesa, educação e saúde públicas e seguridade social"
431113,44436.01,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431115,50311.63,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431120,59390.43,Comércio e reparação de veículos automotores e motocicletas
431123,18419.9,"Administração, defesa, educação e saúde públicas e seguridade social"
431125,15755.45,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431127,46206.53,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431130,40796.12,Demais serviços
431140,55219.55,Demais serviços
431142,19771.56,"Administração, defesa, educação e saúde públicas e seguridade social"
431150,36219.58,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431160,23602.72,"Administração, defesa, educação e saúde públicas e seguridade social"
431162,52008.94,Indústrias de transformação
431164,32328.34,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431170,34439.58,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431171,72690.82,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431173,18024.08,"Administração, defesa, educação e saúde públicas e seguridade social"
431175,38109.04,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431177,23024.2,Demais serviços
431179,28239.71,"Pecuária, inclusive apoio à pecuária"
431180,49638.88,Demais serviços
431190,33241.01,Demais serviços
431198,21091.77,"Administração, defesa, educação e saúde públicas e seguridade social"
431200,31302.24,"Pecuária, inclusive apoio à pecuária"
431205,24726.15,"Pecuária, inclusive apoio à pecuária"
431210,23644.17,"Administração, defesa, educação e saúde públicas e seguridade social"
431213,43904.45,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431215,32160.18,Indústrias de transformação
431217,28749.04,"Administração, defesa, educação e saúde públicas e seguridade social"
431220,26044.37,"Administração, defesa, educação e saúde públicas e seguridade social"
431225,24597.47,"Administração, defesa, educação e saúde públicas e seguridade social"
431230,29175.24,Demais serviços
431235,41797.43,"Pecuária, inclusive apoio à pecuária"
431237,25720.61,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431238,29383.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431240,59429.74,Demais serviços
431242,26905.04,"Administração, defesa, educação e saúde públicas e seguridade social"
431244,20517.35,"Administração, defesa, educação e saúde públicas e seguridade social"
431245,15720.46,"Administração, defesa, educação e saúde públicas e seguridade social"
431247,32448.01,Indústrias de transformação
431250,33271.31,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431260,57374.31,Indústrias de transformação
431261,228470.49,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431262,28976.81,"Administração, defesa, educação e saúde públicas e seguridade social"
431265,77209.15,Indústrias de transformação
431267,47950.62,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431270,35010.99,Demais serviços
431275,53537.24,Comércio e reparação de veículos automotores e motocicletas
431280,54639.45,Indústrias de transformação
431290,62209.22,Indústrias de transformação
431295,64948.62,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431300,34319.66,"Pecuária, inclusive apoio à pecuária"
431301,69866.48,"Pecuária, inclusive apoio à pecuária"
431303,22773.34,"Administração, defesa, educação e saúde públicas e seguridade social"
431306,32102.03,Indústrias de transformação
431308,30826.79,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431310,43599.51,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
431320,38372.44,Demais serviços
431330,47856.02,Demais serviços
431333,67719.31,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431335,54073.53,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
431337,64097.59,Comércio e reparação de veículos automotores e motocicletas
431339,18885.52,"Administração, defesa, educação e saúde públicas e seguridade social"
431340,37575.54,Demais serviços
431342,45226.06,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431344,21722.63,"Administração, defesa, educação e saúde públicas e seguridade social"
431346,33514.57,"Administração, defesa, educação e saúde públicas e seguridade social"
431349,23735.67,"Administração, defesa, educação e saúde públicas e seguridade social"
431350,36529.85,Demais serviços
431360,33478.25,"Pecuária, inclusive apoio à pecuária"
431365,49913.22,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
431370,44592.22,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431380,33206.03,Demais serviços
431390,47690.92,Indústrias de transformação
431395,39798.64,Demais serviços
431400,40631.17,Demais serviços
431402,19673.82,"Administração, defesa, educação e saúde públicas e seguridade social"
431403,28540.68,"Administração, defesa, educação e saúde públicas e seguridade social"
431405,21730.88,Demais serviços
431406,17179.02,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431407,25486.29,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431410,49084.77,Demais serviços
431413,48829.17,Indústrias de transformação
431415,23732.57,"Administração, defesa, educação e saúde públicas e seguridade social"
431417,73937.2,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431420,18913.34,Demais serviços
431430,63431.9,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431440,27671.06,Demais serviços
431442,52070.39,Indústrias de transformação
431445,39687.46,"Pecuária, inclusive apoio à pecuária"
431446,111781.67,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
431447,181298.37,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
431449,23413.8,"Pecuária, inclusive apoio à pecuária"
431450,24955.31,Demais serviços
431454,21152.85,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431455,31926.69,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431460,24094.88,"Produção florestal, pesca e aquicultura"
431470,20766.71,Demais serviços
431475,50506.4,Indústrias de transformação
431477,69963.88,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431478,40412.06,"Agricultura, inclusive apoio à agricultura e a pós colheita"
431480,34863.79,Demais serviços
431490,51116.72,Demais serviços
431500,24795.13,Demais serviços
431505,29124.31,"Administração, defesa, educação e saúde públicas e seguridade social"
