codigo_municipio_ibge,pib_per_capita_preco_corrente,atividade_maior_valor_ad_bruto
312825,10365.09,"Administração, defesa, educação e saúde públicas e seguridade social"
312830,25365.99,Demais serviços
312840,15700.05,"Administração, defesa, educação e saúde públicas e seguridade social"
312850,13520.71,"Administração, defesa, educação e saúde públicas e seguridade social"
312860,81264.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
312870,43824.1,Demais serviços
312880,15928.11,"Administração, defesa, educação e saúde públicas e seguridade social"
312890,34665.24,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
312900,12231.19,"Administração, defesa, educação e saúde públicas e seguridade social"
312910,26587.35,"Pecuária, inclusive apoio à pecuária"
312920,17209.61,Demais serviços
312930,12962.28,"Administração, defesa, educação e saúde públicas e seguridade social"
312940,16444.05,"Administração, defesa, educação e saúde públicas e seguridade social"
312950,45379.11,Demais serviços
312960,9656.56,"Administração, defesa, educação e saúde públicas e seguridade social"
312965,8898.54,"Administração, defesa, educação e saúde públicas e seguridade social"
312970,48826.44,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
312980,14400.9,"Administração, defesa, educação e saúde públicas e seguridade social"
312990,16123.46,"Administração, defesa, educação e saúde públicas e seguridade social"
313000,16524.75,"Administração, defesa, educação e saúde públicas e seguridade social"
313005,8001.86,"Administração, defesa, educação e saúde públicas e seguridade social"
313010,20834.72,Demais serviços
313020,50180.98,Indústrias de transformação
313030,50708.24,Indústrias de transformação
313040,60274.43,Indústrias de transformação
313050,16349.48,"Administração, defesa, educação e saúde públicas e seguridade social"
313055,11356.53,"Administração, defesa, educação e saúde públicas e seguridade social"
313060,15635.42,"Administração, defesa, educação e saúde públicas e seguridade social"
313065,9592.73,"Administração, defesa, educação e saúde públicas e seguridade social"
313070,85864.34,Construção
313080,33915.54,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313090,15163.89,Demais serviços
313100,19254.68,"Administração, defesa, educação e saúde públicas e seguridade social"
313110,10663.82,"Administração, defesa, educação e saúde públicas e seguridade social"
313115,9514.6,"Administração, defesa, educação e saúde públicas e seguridade social"
313120,14374.42,Demais serviços
313130,42001.94,Demais serviços
313140,33566.07,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313150,17055.16,Demais serviços
313160,30034.2,Demais serviços
313170,56164.2,Indústrias extrativas
313180,11979.33,"Administração, defesa, educação e saúde públicas e seguridade social"
313190,126859.47,Indústrias extrativas
313200,12452.55,"Administração, defesa, educação e saúde públicas e seguridade social"
313210,11355.54,"Administração, defesa, educação e saúde públicas e seguridade social"
313220,25391.52,Demais serviços
313230,8197.44,"Administração, defesa, educação e saúde públicas e seguridade social"
313240,33809.39,Demais serviços
313250,17062.45,"Produção florestal, pesca e aquicultura"
313260,14271.39,"Administração, defesa, educação e saúde públicas e seguridade social"
313270,13448.47,Demais serviços
313280,15377.32,"Administração, defesa, educação e saúde públicas e seguridade social"
313290,20786.05,Demais serviços
313300,65183.75,Indústrias de transformação
313310,28156.46,"Pecuária, inclusive apoio à pecuária"
313320,11443.67,"Administração, defesa, educação e saúde públicas e seguridade social"
313330,13129.02,Demais serviços
313340,30933.73,Demais serviços
313350,23834.19,Demais serviços
313360,69091.44,Comércio e reparação de veículos automotores e motocicletas
313370,164890.77,Indústrias extrativas
313375,39053.89,Indústrias de transformação
313380,39504.24,Demais serviços
313390,11408.03,"Administração, defesa, educação e saúde públicas e seguridade social"
313400,8393.59,"Administração, defesa, educação e saúde públicas e seguridade social"
313410,14727.1,"Administração, defesa, educação e saúde públicas e seguridade social"
313420,34081.2,Demais serviços
313430,13159.96,"Administração, defesa, educação e saúde públicas e seguridade social"
313440,57923.01,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
313450,38742.41,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
313460,12970.8,Demais serviços
313470,10187.67,"Administração, defesa, educação e saúde públicas e seguridade social"
313480,17134.46,"Administração, defesa, educação e saúde públicas e seguridade social"
313490,39299.94,Demais serviços
313500,34315.57,Indústrias de transformação
313505,16129.82,"Administração, defesa, educação e saúde públicas e seguridade social"
313507,12243.98,"Administração, defesa, educação e saúde públicas e seguridade social"
313510,16320.53,Demais serviços
313520,11921.63,Demais serviços
313530,18661.47,"Administração, defesa, educação e saúde públicas e seguridade social"
313535,8883.47,"Administração, defesa, educação e saúde públicas e seguridade social"
313540,256221.87,Indústrias de transformação
313545,9929.24,"Administração, defesa, educação e saúde públicas e seguridade social"
313550,14736.81,"Administração, defesa, educação e saúde públicas e seguridade social"
313560,16016.66,"Administração, defesa, educação e saúde públicas e seguridade social"
313570,21352.61,"Administração, defesa, educação e saúde públicas e seguridade social"
313580,9998.16,"Administração, defesa, educação e saúde públicas e seguridade social"
313590,17029.92,"Administração, defesa, educação e saúde públicas e seguridade social"
313600,10360.47,"Administração, defesa, educação e saúde públicas e seguridade social"
313610,23828.86,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
313620,41476.05,Indústrias de transformação
313630,38719.9,Demais serviços
313640,14123.82,"Administração, defesa, educação e saúde públicas e seguridade social"
313650,8769.9,"Administração, defesa, educação e saúde públicas e seguridade social"
313652,10629.82,"Administração, defesa, educação e saúde públicas e seguridade social"
313655,13907.11,"Administração, defesa, educação e saúde públicas e seguridade social"
313657,10106.36,"Administração, defesa, educação e saúde públicas e seguridade social"
313660,16147.93,"Administração, defesa, educação e saúde públicas e seguridade social"
313665,48320.93,Indústrias de transformação
313670,29424.88,Demais serviços
313680,10522.97,"Administração, defesa, educação e saúde públicas e seguridade social"
313690,18449.39,Demais serviços
313695,10197.26,"Administração, defesa, educação e saúde públicas e seguridade social"
313700,7306.39,"Administração, defesa, educação e saúde públicas e seguridade social"
313710,25108.99,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313720,36754.42,Demais serviços
313730,12964.72,"Administração, defesa, educação e saúde públicas e seguridade social"
313740,20523.44,Demais serviços
313750,27585.43,Demais serviços
313753,23987.95,Demais serviços
313760,28437.31,Demais serviços
313770,18785.77,Demais serviços
313780,17091.43,Demais serviços
313790,13360.03,"Administração, defesa, educação e saúde públicas e seguridade social"
313800,12790.26,"Administração, defesa, educação e saúde públicas e seguridade social"
313810,23514.48,"Produção florestal, pesca e aquicultura"
313820,25560.18,Demais serviços
313830,14809.69,"Administração, defesa, educação e saúde públicas e seguridade social"
313835,12725.85,"Administração, defesa, educação e saúde públicas e seguridade social"
313840,19314.44,Demais serviços
313850,18494.5,Demais serviços
313860,17359.82,Demais serviços
313862,52024.78,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313865,8474.3,"Administração, defesa, educação e saúde públicas e seguridade social"
313867,16113.01,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313868,8741.35,"Administração, defesa, educação e saúde públicas e seguridade social"
313870,20058.07,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313880,30923.55,Demais serviços
313890,14685.44,"Administração, defesa, educação e saúde públicas e seguridade social"
313900,26459.32,Demais serviços
313910,48034.78,"Agricultura, inclusive apoio à agricultura e a pós colheita"
313920,12072.08,"Administração, defesa, educação e saúde públicas e seguridade social"
313925,8258.17,"Administração, defesa, educação e saúde públicas e seguridade social"
313930,12368.05,"Administração, defesa, educação e saúde públicas e seguridade social"
313940,32727.43,Demais serviços
313950,23056.19,Demais serviços
313960,15134.78,Demais serviços
313970,24151.38,Indústrias de transformação
313980,15925.66,Demais serviços
313990,13273.96,"Administração, defesa, educação e saúde públicas e seguridade social"
314000,53290.17,Indústrias extrativas
314010,13384.75,"Administração, defesa, educação e saúde públicas e seguridade social"
314015,11462.1,"Administração, defesa, educação e saúde públicas e seguridade social"
314020,24250.12,Demais serviços
314030,12033.91,"Administração, defesa, educação e saúde públicas e seguridade social"
314040,14670.67,"Administração, defesa, educação e saúde públicas e seguridade social"
314050,28117.3,Demais serviços
314053,29735.68,Indústrias de transformação
314055,8411.65,"Administração, defesa, educação e saúde públicas e seguridade social"
314060,12213.89,"Administração, defesa, educação e saúde públicas e seguridade social"
314070,21387.14,Demais serviços
314080,36874.94,Demais serviços
314085,12304.25,"Administração, defesa, educação e saúde públicas e seguridade social"
314090,22033.55,Demais serviços
314100,11933.06,Demais serviços
314110,30372.03,Demais serviços
314120,23244.28,"Administração, defesa, educação e saúde públicas e seguridade social"
314130,46585.19,"Agricultura, inclusive apoio à agricultura e a pós colheita"
314140,10992.19,"Administração, defesa, educação e saúde públicas e seguridade social"
314150,11325.76,"Administração, defesa, educação e saúde públicas e seguridade social"
314160,12642.42,"Administração, defesa, educação e saúde públicas e seguridade social"
314170,9356.97,"Administração, defesa, educação e saúde públicas e seguridade social"
314180,10615.24,"Administração, defesa, educação e saúde públicas e seguridade social"
314190,31779.11,"Agricultura, inclusive apoio à agricultura e a pós colheita"
314200,11417.13,"Administração, defesa, educação e saúde públicas e seguridade social"
314210,13339.42,"Administração, defesa, educação e saúde públicas e seguridade social"
314220,17033.55,Demais serviços
314225,8249.35,"Administração, defesa, educação e saúde públicas e seguridade social"
314230,14221.61,"Administração, defesa, educação e saúde públicas e seguridade social"
314240,16330.01,Demais serviços
314250,17555.46,"Administração, defesa, educação e saúde públicas e seguridade social"
314260,21996.58,Demais serviços
314270,9679.02,"Administração, defesa, educação e saúde públicas e seguridade social"
314280,28853.45,Demais serviços
314290,11107.17,"Administração, defesa, educação e saúde públicas e seguridade social"
314300,24488.65,Demais serviços
314310,26625.51,Demais serviços
314315,8274.65,"Administração, defesa, educação e saúde públicas e seguridade social"
314320,20859.35,Demais serviços
314330,23426.26,Demais serviços
314340,20100.6,Demais serviços
314345,10329.91,"Administração, defesa, educação e saúde públicas e seguridade social"
314350,45399.87,"Agricultura, inclusive apoio à agricultura e a pós colheita"
314360,23159.27,"Administração, defesa, educação e saúde públicas e seguridade social"
314370,12765.26,"Administração, defesa, educação e saúde públicas e seguridade social"
314380,17539.46,Demais serviços
314390,22244.72,Demais serviços
314400,17813.8,Demais serviços
314410,23480.41,Demais serviços
314420,10205.01,"Administração, defesa, educação e saúde públicas e seguridade social"
314430,20934.1,Demais serviços
314435,11821.29,"Administração, defesa, educação e saúde públicas e seguridade social"
314437,18521.82,"Administração, defesa, educação e saúde públicas e seguridade social"
314440,17973.17,"Administração, defesa, educação e saúde públicas e seguridade social"
314450,47223.78,Indústrias extrativas
314460,20088.22,Demais serviços
314465,9916.38,"Administração, defesa, educação e saúde públicas e seguridade social"
314467,20208.06,"Agricultura, inclusive apoio à agricultura e a pós colheita"
314470,22084.14,Demais serviços
314480,126993.16,Indústrias extrativas
314490,14406.98,"Administração, defesa, educação e saúde públicas e seguridade social"
314500,79020.94,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
314505,14492.42,"Administração, defesa, educação e saúde públicas e seguridade social"
314510,17692.82,"Agricultura, inclusive apoio à agricultura e a pós colheita"
314520,22739.8,Demais serviços
314530,9418.94,"Administração, defesa, educação e saúde públicas e seguridade social"
314535,10967.52,"Administração, defesa, educação e saúde públicas e seguridade social"
314537,11129.51,"Administração, defesa, educação e saúde públicas e seguridade social"
314540,16968.19,"Administração, defesa, educação e saúde públicas e seguridade social"
314545,35151.89,"Produção florestal, pesca e aquicultura"
314550,14607.53,"Administração, defesa, educação e saúde públicas e seguridade social"
314560,21755.4,Demais serviços
314570,16312.6,"Administração, defesa, educação e saúde públicas e seguridade social"
314580,20006.4,"Administração, defesa, educação e saúde públicas e seguridade social"
314585,13225.88,"Administração, defesa, educação e saúde públicas e seguridade social"
314587,11141.66,"Administração, defesa, educação e saúde públicas e seguridade social"
314590,114801.85,Indústrias de transformação
314600,24415.91,Demais serviços
314610,50312.19,Indústrias extrativas
314620,10053.61,"Administração, defesa, educação e saúde públicas e seguridade social"
314625,8775.32,"Administração, defesa, educação e saúde públicas e seguridade social"
314630,10079.61,"Administração, defesa, educação e saúde públicas e seguridade social"
314640,15930.22,"Administração, defesa, educação e saúde públicas e seguridade social"
314650,45652.53,Indústrias de transformação
314655,9033.2,"Administração, defesa, educação e saúde públicas e seguridade social"
314660,16976.94,"Administração, defesa, educação e saúde públicas e seguridade social"
314670,13378.91,"Administração, defesa, educação e saúde públicas e seguridade social"
314675,10719.44,"Administração, defesa, educação e saúde públicas e seguridade social"
314690,19344.49,Demais serviços
314700,59238.63,Indústrias extrativas
314710,35693.36,Demais serviços
314720,26103.44,Demais serviços
314730,25241.43,Demais serviços
314740,31572.39,Demais serviços
314750,13382.83,"Administração, defesa, educação e saúde públicas e seguridade social"
314760,32377.11,Demais serviços
314770,36299.61,Demais serviços
314780,17467.13,"Administração, defesa, educação e saúde públicas e seguridade social"
314790,22706.24,Demais serviços
314795,8573.13,"Administração, defesa, educação e saúde públicas e seguridade social"
314800,35161.35,Demais serviços
314810,35985.78,Demais serviços
314820,20534.03,Demais serviços
314830,12047.19,"Administração, defesa, educação e saúde públicas e seguridade social"
314840,12665.36,"Administração, defesa, educação e saúde públicas e seguridade social"
314850,9901.53,"Administração, defesa, educação e saúde públicas e seguridade social"
314860,12752.91,"Administração, defesa, educação e saúde públicas e seguridade social"
314870,13264.36,"Administração, defesa, educação e saúde públicas e seguridade social"
314875,11618.7,"Administração, defesa, educação e saúde públicas e seguridade social"
314880,15253.83,"Administração, defesa, educação e saúde públicas e seguridade social"
314890,26841.82,"Administração, defesa, educação e saúde públicas e seguridade social"
314900,14369.13,"Administração, defesa, educação e saúde públicas e seguridade social"
314910,13157.9,"Administração, defesa, educação e saúde públicas e seguridade social"
314915,8060.72,"Administração, defesa, educação e saúde públicas e seguridade social"
314920,42618.26,"Agricultura, inclusive apoio à agricultura e a pós colheita"
314930,25533.43,Demais serviços
314940,14647.62,"Administração, defesa, educação e saúde públicas e seguridade social"
314950,15236.95,"Administração, defesa, educação e saúde públicas e seguridade social"
314960,17572.44,"Administração, defesa, educação e saúde públicas e seguridade social"
314970,18298.82,Demais serviços
314980,78049.11,"Agricultura, inclusive apoio à agricultura e a pós colheita"
314990,26988.11,Demais serviços
314995,14685.51,"Administração, defesa, educação e saúde públicas e seguridade social"
315000,10310.37,"Administração, defesa, educação e saúde públicas e seguridade social"
315010,26050.26,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
315015,13049.3,"Administração, defesa, educação e saúde públicas e seguridade social"
315020,14328.57,"Administração, defesa, educação e saúde públicas e seguridade social"
315030,20538.49,"Administração, defesa, educação e saúde públicas e seguridade social"
315040,16263.78,"Administração, defesa, educação e saúde públicas e seguridade social"
315050,26462.29,Demais serviços
315053,9274.61,"Administração, defesa, educação e saúde públicas e seguridade social"
315057,8638.39,"Administração, defesa, educação e saúde públicas e seguridade social"
315060,38941.9,Indústrias extrativas
315070,63887.49,Indústrias de transformação
315080,10746.39,"Administração, defesa, educação e saúde públicas e seguridade social"
315090,12826.39,"Administração, defesa, educação e saúde públicas e seguridade social"
315100,14552.24,Demais serviços
315110,49191.65,Indústrias de transformação
315120,40008.12,Demais serviços
315130,17212.09,Demais serviços
315140,20654.96,Demais serviços
315150,29994.43,Demais serviços
315160,43641.33,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
315170,19328.78,Demais serviços
315180,47397.24,Demais serviços
315190,12405.63,"Administração, defesa, educação e saúde públicas e seguridade social"
315200,29312.32,Demais serviços
315210,33132.34,Demais serviços
315213,11232.8,"Administração, defesa, educação e saúde públicas e seguridade social"
315217,9040.58,"Administração, defesa, educação e saúde públicas e seguridade social"
315220,11647.6,"Administração, defesa, educação e saúde públicas e seguridade social"
315230,9826.48,"Administração, defesa, educação e saúde públicas e seguridade social"
315240,9787.71,"Administração, defesa, educação e saúde públicas e seguridade social"
315250,53360.98,Demais serviços
315260,54800.62,Indústrias de transformação
315270,22793.77,Demais serviços
315280,40520.41,Demais serviços
315290,21221.91,Demais serviços
315300,33899.97,"Agricultura, inclusive apoio à agricultura e a pós colheita"
315310,10945.4,"Administração, defesa, educação e saúde públicas e seguridade social"
315320,14907.53,"Administração, defesa, educação e saúde públicas e seguridade social"
315330,10965.84,"Administração, defesa, educação e saúde públicas e seguridade social"
315340,28751.77,"Agricultura, inclusive apoio à agricultura e a pós colheita"
315350,13410.81,"Administração, defesa, educação e saúde públicas e seguridade social"
315360,16203.3,"Administração, defesa, educação e saúde públicas e seguridade social"
315370,18848.23,"Administração, defesa, educação e saúde públicas e seguridade social"
315380,19487.7,"Administração, defesa, educação e saúde públicas e seguridade social"
315390,15586.37,Indústrias extrativas
315400,15192.1,Demais serviços
315410,10498.16,"Administração, defesa, educação e saúde públicas e seguridade social"
315415,14794.69,"Administração, defesa, educação e saúde públicas e seguridade social"
315420,16691.36,Demais serviços
315430,14465.83,Demais serviços
315440,57778.14,Indústrias de transformação
315445,16684.32,"Administração, defesa, educação e saúde públicas e seguridade social"
315450,47007.83,Indústrias extrativas
315460,13099.23,"Administração, defesa, educação e saúde públicas e seguridade social"
315470,27918.18,Demais serviços
315480,23266.26,Demais serviços
315490,16300.71,Demais serviços
315500,18786.49,"Administração, defesa, educação e saúde públicas e seguridade social"
315510,9824.6,"Administração, defesa, educação e saúde públicas e seguridade social"
315520,9985.01,"Administração, defesa, educação e saúde públicas e seguridade social"
315530,17471.88,Demais serviços
315540,13070.42,Demais serviços
315550,60336.12,"Agricultura, inclusive apoio à agricultura e a pós colheita"
315560,9192.71,"Administração, defesa, educação e saúde públicas e seguridade social"
315570,60207.35,Indústrias extrativas
315580,22357.48,Demais serviços
315590,12697.15,"Administração, defesa, educação e saúde públicas e seguridade social"
315600,9786.27,"Administração, defesa, educação e saúde públicas e seguridade social"
315610,17685.75,"Administração, defesa, educação e saúde públicas e seguridade social"
315620,47799.58,Indústrias de transformação
315630,55863.92,Indústrias de transformação
315640,49001.23,"Agricultura, inclusive apoio à agricultura e a pós colheita"
315645,11540.78,"Administração, defesa, educação e saúde públicas e seguridade social"
315650,10518.05,"Administração, defesa, educação e saúde públicas e seguridade social"
315660,9918.58,"Administração, defesa, educação e saúde públicas e seguridade social"
315670,22999.64,Demais serviços
315680,13189.94,"Administração, defesa, educação e saúde públicas e seguridade social"
315690,61065.89,"Agricultura, inclusive apoio à agricultura e a pós colheita"
315700,14367.05,Demais serviços
315710,14582.7,"Administração, defesa, educação e saúde públicas e seguridade social"
315720,34859.6,Indústrias extrativas
315725,11900.9,"Administração, defesa, educação e saúde públicas e seguridade social"
315727,16014.68,"Administração, defesa, educação e saúde públicas e seguridade social"
315730,15355.35,"Administração, defesa, educação e saúde públicas e seguridade social"
315733,10312.09,"Administração, defesa, educação e saúde públicas e seguridade social"
315737,10812.57,"Administração, defesa, educação e saúde públicas e seguridade social"
315740,12275.8,"Administração, defesa, educação e saúde públicas e seguridade social"
315750,10619.49,"Administração, defesa, educação e saúde públicas e seguridade social"
315760,12867.88,"Administração, defesa, educação e saúde públicas e seguridade social"
315765,8512.39,"Administração, defesa, educação e saúde públicas e seguridade social"
315770,48973.02,Demais serviços
315780,20505.41,Demais serviços
315790,18756.6,"Agricultura, inclusive apoio à agricultura e a pós colheita"
315800,17404.04,Demais serviços
315810,9002.23,"Administração, defesa, educação e saúde públicas e seguridade social"
315820,10633.4,"Administração, defesa, educação e saúde públicas e seguridade social"
315830,22466.55,Demais serviços
315840,11767.31,"Administração, defesa, educação e saúde públicas e seguridade social"
315850,13670.55,"Administração, defesa, educação e saúde públicas e seguridade social"
315860,11311.05,"Administração, defesa, educação e saúde públicas e seguridade social"
315870,14257.44,"Administração, defesa, educação e saúde públicas e seguridade social"
315880,19815.61,Demais serviços
315890,16300,"Administração, defesa, educação e saúde públicas e seguridade social"
315895,21964.52,Demais serviços
315900,20829.39,Demais serviços
315910,12088.82,"Administração, defesa, educação e saúde públicas e seguridade social"
315920,20668.11,Demais serviços
315930,13777.15,"Administração, defesa, educação e saúde públicas e seguridade social"
315935,17215.93,"Administração, defesa, educação e saúde públicas e seguridade social"
315940,18783.42,"Administração, defesa, educação e saúde públicas e seguridade social"
315950,22460.91,"Agricultura, inclusive apoio à agricultura e a pós colheita"
315960,37969.3,Demais serviços
315970,22156.2,"Agricultura, inclusive apoio à agricultura e a pós colheita"
315980,35039.62,Demais serviços
315990,17170.1,Demais serviços
316000,15545.66,"Administração, defesa, educação e saúde públicas e seguridade social"
316010,20433.4,"Administração, defesa, educação e saúde públicas e seguridade social"
316020,11420.27,"Administração, defesa, educação e saúde públicas e seguridade social"
316030,8709.97,"Administração, defesa, educação e saúde públicas e seguridade social"
316040,24527.56,Demais serviços
316045,8463.5,"Administração, defesa, educação e saúde públicas e seguridade social"
316050,15871.23,"Administração, defesa, educação e saúde públicas e seguridade social"
316060,14311.29,"Administração, defesa, educação e saúde públicas e seguridade social"
316070,22040.91,Demais serviços
316080,14576.19,"Administração, defesa, educação e saúde públicas e seguridade social"
316090,18417.32,Demais serviços
316095,13976.14,"Administração, defesa, educação e saúde públicas e seguridade social"
316100,16496.65,Demais serviços
316105,12800.2,"Administração, defesa, educação e saúde públicas e seguridade social"
316110,10369.52,"Administração, defesa, educação e saúde públicas e seguridade social"
316120,16980.87,Demais serviços
316130,24920.51,"Agricultura, inclusive apoio à agricultura e a pós colheita"
316140,13983.11,"Administração, defesa, educação e saúde públicas e seguridade social"
316150,19263.95,Indústrias de transformação
316160,10271.9,"Administração, defesa, educação e saúde públicas e seguridade social"
316165,11847.17,"Administração, defesa, educação e saúde públicas e seguridade social"
316170,30520.01,Demais serviços
316180,17964.97,Demais serviços
316190,224983.89,Indústrias extrativas
316200,30370.58,Demais serviços
316210,27445.84,Demais serviços
316220,26771.01,Demais serviços
316225,11103,"Administração, defesa, educação e saúde públicas e seguridade social"
316230,18282.42,"Administração, defesa, educação e saúde públicas e seguridade social"
316240,10177.25,"Administração, defesa, educação e saúde públicas e seguridade social"
316245,6855.16,"Administração, defesa, educação e saúde públicas e seguridade social"
316250,27659.48,Demais serviços
316255,12978.78,"Administração, defesa, educação e saúde públicas e seguridade social"
316257,12345.97,"Administração, defesa, educação e saúde públicas e seguridade social"
316260,13545.19,"Administração, defesa, educação e saúde públicas e seguridade social"
316265,9023.87,"Administração, defesa, educação e saúde públicas e seguridade social"
316270,10651.84,"Administração, defesa, educação e saúde públicas e seguridade social"
316280,13930.45,Demais serviços
316290,16277.41,Demais serviços
316292,22018.67,Demais serviços
316294,108329.2,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
316295,23295.01,Indústrias de transformação
316300,9403.6,"Administração, defesa, educação e saúde públicas e seguridade social"
316310,21076.25,"Pecuária, inclusive apoio à pecuária"
316320,12371.06,"Administração, defesa, educação e saúde públicas e seguridade social"
316330,11829.71,"Administração, defesa, educação e saúde públicas e seguridade social"
316340,11351.67,"Administração, defesa, educação e saúde públicas e seguridade social"
316350,14911.95,"Administração, defesa, educação e saúde públicas e seguridade social"
316360,14109.66,"Administração, defesa, educação e saúde públicas e seguridade social"
316370,22617.36,Demais serviços
316380,13634.86,"Administração, defesa, educação e saúde públicas e seguridade social"
316390,23771.91,"Agricultura, inclusive apoio à agricultura e a pós colheita"
316400,15987.95,"Administração, defesa, educação e saúde públicas e seguridade social"
316410,15099.81,"Administração, defesa, educação e saúde públicas e seguridade social"
316420,13446.49,"Administração, defesa, educação e saúde públicas e seguridade social"
316430,39268.41,Demais serviços
316440,70688.08,Comércio e reparação de veículos automotores e motocicletas
316443,17558.83,"Administração, defesa, educação e saúde públicas e seguridade social"
316447,12439.19,"Administração, defesa, educação e saúde públicas e seguridade social"
316450,9332.97,"Administração, defesa, educação e saúde públicas e seguridade social"
316460,87340.22,Indústrias de transformação
316470,28923,Demais serviços
316480,15725.92,"Administração, defesa, educação e saúde públicas e seguridade social"
316490,15399.5,"Administração, defesa, educação e saúde públicas e seguridade social"
316500,18855.38,Demais serviços
316510,23728.13,"Agricultura, inclusive apoio à agricultura e a pós colheita"
316520,15920.53,"Administração, defesa, educação e saúde públicas e seguridade social"
316530,23311.62,Demais serviços
316540,15674.7,Demais serviços
316550,10076.29,"Administração, defesa, educação e saúde públicas e seguridade social"
316553,34967.99,Demais serviços
316555,8365.74,"Administração, defesa, educação e saúde públicas e seguridade social"
316556,12887.31,"Administração, defesa, educação e saúde públicas e seguridade social"
316557,14350.04,"Administração, defesa, educação e saúde públicas e seguridade social"
316560,17482.98,"Administração, defesa, educação e saúde públicas e seguridade social"
316570,12778.57,"Administração, defesa, educação e saúde públicas e seguridade social"
316580,19461.99,"Administração, defesa, educação e saúde públicas e seguridade social"
316590,21102.69,"Produção florestal, pesca e aquicultura"
316600,12951.74,"Administração, defesa, educação e saúde públicas e seguridade social"
316610,11518.37,"Administração, defesa, educação e saúde públicas e seguridade social"
316620,9711.31,"Administração, defesa, educação e saúde públicas e seguridade social"
316630,15487.36,"Agricultura, inclusive apoio à agricultura e a pós colheita"
316640,22906.5,"Administração, defesa, educação e saúde públicas e seguridade social"
316650,8961.35,"Administração, defesa, educação e saúde públicas e seguridade social"
316660,27133.08,"Administração, defesa, educação e saúde públicas e seguridade social"
316670,9348.91,"Administração, defesa, educação e saúde públicas e seguridade social"
316680,52184.95,"Agricultura, inclusive apoio à agricultura e a pós colheita"
316690,18752.62,Demais serviços
316695,8381.95,"Administração, defesa, educação e saúde públicas e seguridade social"
316700,16732,"Administração, defesa, educação e saúde públicas e seguridade social"
316710,12988.02,Demais serviços
316720,38250.03,Demais serviços
316730,14283.56,"Administração, defesa, educação e saúde públicas e seguridade social"
316740,21252.51,Demais serviços
316750,39588.9,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação"
316760,12480.89,"Administração, defesa, educação e saúde públicas e seguridade social"
316770,10951.55,"Administração, defesa, educação e saúde públicas e seguridade social"
316780,11896.31,"Administração, defesa, educação e saúde públicas e seguridade social"
316790,16961.41,"Administração, defesa, educação e saúde públicas e seguridade social"
316800,14714.39,Demais serviços
316805,14257.09,"Administração, defesa, educação e saúde públicas e seguridade social"
316810,122976.59,Indústrias extrativas
316820,26077.47,"Agricultura, inclusive apoio à agricultura e a pós colheita"
316830,14327.81,"Administração, defesa, educação e saúde públicas e seguridade social"
316840,11666.26,"Administração, defesa, educação e saúde públicas e seguridade social"
316850,13849.9,Demais serviços
316860,19873.45,Demais serviços
316870,40195.42,Indústrias de transformação
316880,21071.47,Demais serviços
316890,45315.75,"Pecuária, inclusive apoio à pecuária"
316900,18391.83,Demais serviços
316905,14923,"Administração, defesa, educação e saúde públicas e seguridade social"
316910,13114.22,"Administração, defesa, educação e saúde públicas e seguridade social"
316920,14510.44,Demais serviços
316930,32604.19,Demais serviços
316935,90315.57,Indústrias de transformação
316940,27366.84,Demais serviços
316950,10630.94,"Administração, defesa, educação e saúde públicas e seguridade social"
316960,33536.9,Demais serviços
316970,20978.3,"Produção florestal, pesca e aquicultura"
316980,22609.33,"Agricultura, inclusive apoio à agricultura e a pós colheita"
316990,28249.62,Demais serviços
317000,8329.26,"Administração, defesa, educação e saúde públicas e seguridade social"
317005,12188.77,"Administração, defesa, educação e saúde públicas e seguridade social"
317010,50997.49,Demais serviços
317020,53828.78,Demais serviços
317030,18612.89,"Administração, defesa, educação e saúde públicas e seguridade social"
317040,39131.9,Demais serviços
317043,27214.37,"Agricultura, inclusive apoio à agricultura e a pós colheita"
317047,20513,"Administração, defesa, educação e saúde públicas e seguridade social"
317050,23359.53,Indústrias de transformação
317052,9004.03,"Administração, defesa, educação e saúde públicas e seguridade social"
317057,10598.88,"Administração, defesa, educação e saúde públicas e seguridade social"
317060,28573.82,"Administração, defesa, educação e saúde públicas e seguridade social"
317065,11753.64,"Administração, defesa, educação e saúde públicas e seguridade social"
317070,45797.14,Demais serviços
317075,29105.78,"Agricultura, inclusive apoio à agricultura e a pós colheita"
