CO_MUNICIPIO,qtd_cursos_agro,qtd_cursos_artes,qtd_cursos_cn,qtd_cursos_cs,qtd_cursos_tic,qtd_cursos_educ,qtd_cursos_engenharias,qtd_cursos_negocios_direito,qtd_cursos_programas_basicos,qtd_cursos_saude,qtd_cursos_servicos,IES_privadas,IES_publicas
421050,21,0,0,0,1,78,14,133,0,0,1,,
421060,0,0,0,0,0,0,0,0,0,0,0,,
421090,0,0,0,0,0,0,0,0,0,0,0,,
421110,0,0,0,0,0,1,4,2,0,0,0,,
421120,0,0,0,0,0,0,0,0,0,0,0,,
421130,1,2,0,2,6,139,33,277,0,23,13,1,0
421150,0,2,0,0,1,0,1,6,0,0,1,,
421170,57,5,0,22,3,14,35,58,0,28,1,1,0
421175,0,0,0,0,0,8,8,57,0,0,0,,
421180,0,0,0,0,0,1,0,1,0,0,0,,
421190,0,44,0,31,75,340,154,698,0,366,141,3,1
421200,0,0,0,0,0,23,1,10,0,3,1,,
421210,0,0,0,0,57,79,39,92,0,2,3,1,0
421220,0,1,0,0,1,31,3,16,0,2,1,,
421225,0,0,0,0,0,0,0,2,0,0,0,,
421250,0,1,0,0,10,39,5,72,0,0,4,,
421280,0,1,0,0,0,31,0,35,0,0,2,,
421290,1,17,0,15,3,79,28,103,0,24,2,1,0
421320,0,0,0,1,2,31,0,69,0,4,5,,
421330,0,0,0,0,0,14,0,25,0,0,5,,
421340,0,0,0,0,0,0,0,1,0,0,0,,
421350,0,0,0,0,0,10,1,6,0,0,0,,
421360,1,0,0,1,0,32,0,88,0,0,2,,
421370,0,0,0,0,0,0,0,0,0,0,0,,
421380,0,0,0,0,0,0,0,6,0,0,0,,
421400,0,0,0,0,1,8,1,16,0,1,2,,
421420,0,0,0,1,0,73,1,46,0,1,6,,
421450,0,0,0,0,0,0,0,0,0,0,0,,
421480,36,59,0,36,27,244,189,391,0,85,71,2,0
421500,0,1,0,15,4,39,1,26,0,1,1,,
421510,0,0,0,0,0,0,0,1,0,0,0,,
421550,0,0,0,0,0,1,0,9,0,0,1,,
421565,20,0,0,0,0,0,0,0,0,0,0,,
421570,0,0,0,0,0,49,0,29,0,3,3,,
421580,2,22,0,1,14,183,76,342,0,48,13,3,0
421600,0,0,0,0,0,47,3,49,0,1,10,,
421610,0,0,0,0,0,3,1,6,0,0,0,,
421620,0,6,10,5,6,103,9,118,0,13,24,,
421630,0,4,0,0,1,102,3,70,0,11,4,,
421650,1,0,0,0,1,21,1,33,0,1,0,,
421660,0,39,0,136,130,309,189,1303,0,635,75,4,1
421670,16,0,0,0,1,56,1,39,0,11,0,,
421690,0,0,0,0,3,66,2,106,0,9,1,,
421700,0,0,0,0,0,0,0,0,0,0,0,,
421720,23,11,0,23,32,163,103,350,0,150,12,1,0
421730,0,0,0,0,2,6,7,13,0,1,0,,
421750,0,0,0,0,0,3,0,27,0,0,0,,
421755,0,0,0,0,0,0,0,0,0,0,0,,
421770,0,1,0,3,5,84,2,75,0,7,14,,
421780,6,2,0,0,1,82,3,115,0,4,1,,
421800,0,1,0,0,6,91,12,146,0,9,8,,
421820,0,0,0,1,3,65,89,107,0,6,3,1,0
421825,0,0,0,0,0,0,0,5,0,0,0,,
421830,0,0,0,0,0,0,2,7,0,0,0,,
421850,0,0,0,0,0,3,0,3,0,0,0,,
421870,47,29,7,85,42,335,209,492,0,376,48,2,0
421880,0,0,0,0,0,0,0,5,0,0,0,,
421895,3,0,0,0,0,0,3,0,0,0,0,,
421900,0,0,0,0,0,16,0,8,0,0,0,,
421930,2,13,10,24,35,124,39,287,0,70,20,,
421950,87,6,0,22,7,151,38,186,0,86,16,,
421970,0,0,0,1,0,53,3,109,0,13,5,1,0
430003,0,0,0,0,0,0,0,0,0,0,0,,
430010,0,0,0,0,1,26,0,4,0,0,0,,
430030,0,0,0,0,0,0,0,0,0,0,0,,
430040,66,1,0,2,26,146,53,140,0,23,18,,
430050,0,0,0,0,0,1,0,0,0,0,0,,
430060,0,5,0,1,12,108,2,252,0,1,12,1,0
430063,0,0,0,0,0,0,0,0,0,0,0,,
430070,0,0,0,0,0,0,0,0,0,0,0,,
430080,0,0,0,0,0,0,0,0,0,0,0,,
430085,0,0,0,0,0,0,0,0,0,0,0,,
430087,0,0,0,0,0,28,2,12,0,0,0,,
430100,0,0,0,0,0,13,0,26,0,0,0,,
430110,0,0,0,0,0,21,0,9,0,0,0,,
430120,0,0,0,5,1,74,1,42,0,13,1,,
430130,0,0,0,0,1,9,0,24,0,1,1,,
430140,0,0,0,0,1,1,0,9,0,0,0,,
430160,100,7,1,30,25,268,152,410,0,118,35,2,1
430163,0,0,0,0,0,8,0,0,0,0,0,,
430170,0,0,0,0,0,0,0,0,0,0,0,,
430190,0,0,0,0,0,0,0,0,0,0,0,,
430210,21,45,1,22,38,148,135,435,0,78,17,3,1
430220,0,0,0,0,0,0,0,0,0,0,0,,
430235,0,0,0,0,0,0,0,0,0,0,0,,
430240,0,0,0,0,1,5,0,9,0,0,0,,
430270,0,1,0,0,1,40,0,36,0,3,0,,
430280,0,1,30,1,5,35,14,58,0,1,2,,
430290,0,0,0,0,0,29,0,0,0,0,0,,
430300,27,4,0,26,17,199,46,206,0,76,1,,
430310,1,13,0,43,44,107,29,580,0,37,17,1,0
430350,2,3,0,1,13,122,5,228,0,36,24,1,0
430355,0,0,0,0,3,31,0,0,0,0,0,,
430360,0,0,0,0,0,0,0,0,0,0,0,,
430390,0,4,0,0,5,23,4,106,0,0,2,,
430400,0,0,0,0,0,14,1,5,0,1,0,,
430410,0,0,0,0,0,0,0,0,0,0,0,,
430420,0,0,0,0,0,10,0,2,0,0,0,,
430440,0,2,0,0,3,47,2,87,0,19,23,,
430450,9,0,0,0,2,90,0,60,0,13,9,,
430460,144,136,60,112,154,455,416,1545,0,647,125,3,0
430463,0,3,0,2,7,157,8,147,0,43,26,,
430466,132,0,47,0,0,23,20,0,0,17,0,,
430470,12,26,0,0,27,97,72,262,0,62,26,,
430471,0,0,0,0,0,0,0,0,0,0,0,,
430480,0,0,0,0,4,7,1,33,0,0,0,,
430490,0,0,0,0,4,2,0,70,0,0,0,,
430510,100,163,16,203,142,689,484,1699,0,527,118,7,0
430512,0,0,0,0,0,0,0,0,0,0,0,,
430517,0,0,0,0,0,1,0,0,0,0,0,,
430520,42,0,0,0,0,66,25,62,0,0,3,,
430535,0,1,0,1,13,41,9,133,0,17,11,,
430543,0,0,0,0,0,0,0,0,0,0,0,,
430580,0,0,0,0,0,6,0,0,0,0,0,,
430590,0,0,0,0,0,0,0,0,0,0,0,,
430600,0,0,0,0,1,25,1,36,0,0,0,,
430605,0,0,0,0,0,0,0,0,0,0,0,,
430610,113,6,0,14,22,86,75,194,0,96,33,1,0
430640,0,0,0,0,0,18,2,31,0,0,1,,
430650,0,0,0,0,0,0,0,1,0,0,0,,
430660,32,0,0,0,0,42,2,36,0,0,1,,
430676,1,0,0,0,1,1,0,38,0,0,0,,
430680,0,0,0,0,4,18,10,45,0,0,4,,
430690,0,1,0,0,0,22,1,17,0,0,2,,
430700,58,25,10,25,41,281,214,418,0,141,5,2,0
430710,0,0,0,0,0,17,0,0,0,0,0,,
430730,1,0,0,0,0,14,0,5,0,0,0,,
430750,0,0,0,0,0,37,3,23,0,2,1,,
430760,0,0,0,0,4,8,0,29,0,0,2,,
430770,0,26,0,0,3,137,0,132,0,12,3,,
430780,4,0,0,0,1,7,0,32,0,0,0,1,0
430790,0,1,0,1,9,48,31,146,0,0,6,1,0
430800,0,0,0,0,0,37,0,33,0,8,0,,
430807,0,0,0,0,0,0,0,0,0,0,0,,
430810,0,0,0,0,16,26,3,53,0,0,0,,
430820,0,1,0,0,0,0,0,8,0,0,0,,
430830,2,0,0,0,0,50,0,10,0,1,2,,
430840,0,0,0,0,0,0,0,0,0,0,0,,
430850,65,7,25,38,31,172,97,355,0,105,40,,
430860,0,0,0,0,2,10,0,61,0,0,22,1,0
430880,0,0,0,0,0,3,2,6,0,0,1,,
430890,75,0,0,23,4,28,6,117,0,87,9,1,0
430910,0,2,0,0,7,69,4,81,0,20,0,,
430920,0,9,0,41,60,199,22,747,0,78,16,2,0
430930,0,2,0,37,16,137,29,394,0,23,17,,
430940,0,0,0,0,1,18,1,36,0,0,2,,
430960,0,0,0,6,1,12,56,18,0,0,0,1,0
430965,0,0,0,0,0,36,0,0,0,0,0,,
431000,7,0,0,0,5,27,15,54,0,0,1,,
431010,0,2,0,0,4,25,0,58,0,0,2,,
431020,102,29,11,54,16,121,109,320,0,117,48,3,0
431033,0,3,8,1,2,26,7,7,0,2,0,,
431057,0,0,0,0,0,5,0,6,0,0,0,,
431060,33,1,14,0,6,54,32,66,0,19,4,,
431080,4,5,0,0,4,172,0,56,0,0,3,1,0
431087,0,0,0,0,0,2,0,0,0,0,0,,
431100,0,5,0,0,6,48,2,66,0,17,18,,
431110,0,0,0,0,0,16,0,1,0,0,0,,
431112,0,0,0,0,0,18,0,0,0,0,0,,
431120,8,0,0,0,3,33,0,39,0,0,0,,
431130,0,0,0,0,1,63,0,84,0,7,0,,
431140,0,52,19,41,53,366,210,597,0,197,42,1,0
431150,0,0,0,0,0,0,0,0,0,0,0,,
431160,0,0,0,0,1,16,0,8,0,0,0,,
431170,0,0,0,0,0,11,0,5,0,0,0,,
431180,23,0,0,0,1,51,13,65,0,0,0,2,0
431240,0,4,0,3,30,120,22,226,0,6,23,,
431250,0,0,0,0,0,1,2,2,0,0,0,,
431265,0,0,0,0,0,16,3,39,0,0,0,,
431270,0,1,0,0,2,24,2,34,0,0,1,,
431303,0,0,0,0,0,0,0,0,0,0,0,,
431306,0,0,0,0,0,0,0,3,0,0,1,,
431320,0,2,0,0,1,19,1,31,0,0,7,1,0
431330,1,4,0,2,4,22,0,72,0,2,9,,
431340,3,134,6,100,125,532,240,1025,0,374,51,3,0
431350,1,1,9,34,5,145,5,195,0,81,4,1,0
431360,0,0,0,0,0,7,0,3,0,0,0,,
431370,24,0,0,20,1,61,2,71,0,29,2,,
431380,0,0,0,0,0,0,0,1,0,0,0,,
431390,13,4,0,1,19,47,45,80,0,6,2,,
431395,0,0,0,0,0,0,0,0,0,0,0,,
431405,0,0,0,0,3,51,1,57,0,0,4,,
431410,282,57,33,179,102,474,508,886,0,713,106,6,0
431420,0,0,0,0,0,7,1,2,0,0,0,,
431440,25,121,2,202,62,546,285,782,0,954,52,3,2
431442,0,0,0,0,0,0,0,0,0,0,0,,
431450,0,0,0,0,0,8,0,8,0,0,0,,
431460,0,0,0,0,1,50,0,12,0,8,0,,
431480,1,0,0,0,9,185,3,139,0,13,10,,
431490,323,647,252,980,902,1613,1580,5467,0,2346,476,34,3
431510,0,0,0,0,2,47,0,11,0,2,0,,
431520,0,0,0,0,0,0,0,0,0,0,0,,
431530,0,0,0,0,0,87,0,31,0,14,1,,
431540,0,0,0,0,0,28,0,23,0,0,2,,
431550,0,0,0,0,3,34,0,56,0,0,0,1,0
431560,0,52,73,168,67,407,254,558,0,318,79,1,1
431570,0,3,0,0,1,6,3,27,0,0,4,,
431580,0,0,0,0,0,0,0,0,0,0,0,,
431590,0,0,0,0,0,1,0,0,0,0,0,,
431600,0,0,0,0,0,0,0,13,0,0,0,,
431610,0,0,0,0,0,2,0,2,0,0,0,,
431640,0,0,0,0,2,84,0,76,0,20,1,,
431645,0,0,0,0,0,8,0,10,0,0,0,,
431660,0,0,0,0,2,25,5,28,0,0,0,,
431670,0,1,0,0,0,12,0,6,0,0,0,,
431680,11,7,14,71,69,257,163,615,0,282,51,2,0
431690,227,127,73,310,121,675,343,1008,0,620,166,7,2
431700,0,0,0,0,0,1,0,0,0,0,0,,
431710,30,3,0,24,5,84,3,205,0,21,7,,
431720,0,1,0,28,22,224,78,388,0,41,12,1,0
431730,3,0,0,22,2,100,4,58,0,13,32,,
431740,24,2,0,19,14,148,21,261,0,68,47,,
431750,59,11,16,55,46,143,244,428,0,206,15,3,0
431760,0,0,0,0,1,147,12,69,0,0,2,,
431770,0,0,0,0,0,0,0,0,0,0,0,,
431780,0,0,0,0,3,33,2,19,0,0,0,,
431800,0,1,0,24,10,103,4,131,0,44,33,,
431805,0,0,0,0,0,0,0,0,0,0,0,,
431810,0,0,0,0,0,0,0,0,0,0,0,,
431820,0,0,0,0,0,37,11,9,0,0,0,,
431830,19,0,27,1,5,84,11,142,0,3,4,,
431840,0,0,0,16,17,46,15,130,0,0,3,,
431842,0,0,0,0,0,1,0,3,0,1,0,,
431843,0,0,0,0,0,5,0,0,0,0,0,,
431850,0,0,0,0,0,10,0,1,0,0,0,,
431870,0,59,57,112,197,378,493,1039,0,195,29,2,0
431880,2,0,0,0,0,106,6,65,0,11,9,,
431890,1,0,0,2,2,89,18,69,0,25,3,,
431900,0,0,0,0,2,1,0,18,0,1,1,1,0
431910,0,0,0,0,0,0,0,1,0,0,0,,
431915,0,0,0,0,0,0,0,1,0,0,0,,
431930,2,0,0,0,0,30,2,18,0,0,0,,
431940,0,2,0,0,2,50,3,23,0,3,4,,
431950,0,0,0,1,2,13,3,77,0,0,0,,
431960,0,0,0,0,2,35,0,16,0,1,0,,
431973,0,0,0,0,0,0,0,0,0,0,0,,
431980,54,0,0,0,9,46,0,81,0,0,0,,
431990,0,1,0,0,20,115,5,114,0,10,3,,
432000,1,4,0,0,16,115,39,275,0,2,17,,
432010,90,1,0,0,0,22,2,103,0,0,0,1,0
432020,0,0,0,0,0,23,0,0,0,0,0,,
432040,0,0,0,0,1,68,2,58,0,0,0,,
432050,66,0,0,0,11,6,8,8,0,0,0,,
432055,0,0,0,0,0,0,0,0,0,0,0,,
432070,0,0,0,0,2,48,0,23,0,0,0,,
432080,0,0,0,0,2,34,6,73,0,0,5,,
432085,0,0,0,0,0,0,0,0,0,0,0,,
432090,0,1,0,0,1,16,0,45,0,0,1,1,0
432100,0,0,0,0,0,3,0,10,0,0,0,,
432110,1,0,0,0,0,4,5,21,0,0,3,,
432120,0,8,0,44,14,214,20,196,0,39,11,1,0
432130,0,6,0,0,4,67,6,50,0,2,5,,
432140,0,0,0,0,0,14,0,5,0,0,4,,
432143,0,0,0,0,0,0,0,0,0,0,0,,
432145,0,3,0,0,5,12,0,47,0,0,1,,
432146,0,0,0,0,0,8,0,0,0,0,0,,
432150,0,3,0,13,19,114,47,151,0,117,40,,
432160,0,2,21,1,3,15,11,31,0,1,11,,
432166,0,0,0,0,0,0,0,0,0,0,0,,
432170,0,0,0,0,2,42,2,40,0,0,1,,
432180,37,0,0,26,9,110,39,78,0,26,5,1,0
432190,27,1,0,0,4,106,4,94,0,24,8,,
432195,1,0,0,0,1,6,0,7,0,0,0,,
432200,0,0,0,0,1,8,0,7,0,1,1,,
432215,0,0,0,0,0,0,0,0,0,0,0,,
432220,0,0,0,0,0,17,0,23,0,2,0,,
432240,69,1,0,6,9,214,36,233,0,202,21,1,0
432250,32,2,0,3,2,105,5,78,0,14,2,,
432253,0,0,0,0,0,0,0,0,0,0,0,,
432260,1,0,0,2,8,84,5,112,0,5,89,,
432270,0,0,0,0,0,1,1,3,0,0,0,,
432280,0,0,0,0,10,44,10,54,0,6,1,,
432300,0,8,0,1,23,99,13,206,0,13,20,,
432330,0,0,0,0,0,0,0,0,0,0,0,,
432375,0,0,0,0,0,0,0,0,0,0,0,,
432380,0,0,0,0,0,4,0,7,0,0,2,,
500020,0,0,0,0,0,0,0,1,0,0,0,,
500060,2,2,0,0,0,90,4,18,0,3,3,,
500080,0,0,0,0,0,0,0,0,0,0,0,,
500085,0,0,0,0,0,0,0,0,0,0,0,,
500090,1,1,0,0,0,14,0,6,0,0,0,,
500100,0,0,0,0,0,7,0,4,0,0,0,,
500110,90,0,0,10,10,241,6,89,0,27,29,,
500124,4,0,0,0,0,11,0,9,0,0,0,,
500190,2,3,0,0,0,25,1,21,0,5,1,,
500210,1,1,0,0,0,84,0,7,0,1,0,,
500215,0,0,0,0,1,32,5,8,0,0,0,,
500220,1,0,0,0,0,66,0,6,0,0,0,,
500230,0,0,0,0,0,0,0,0,0,0,0,,
500240,4,1,0,0,0,10,3,34,0,1,0,1,0
500260,0,0,0,0,1,12,0,15,0,2,0,,
500270,402,152,65,481,344,2164,1184,3166,0,2172,343,11,2
500280,0,1,0,0,0,3,0,6,0,0,0,,
500290,48,0,0,0,0,61,0,22,0,17,0,1,0
500295,56,1,0,0,9,71,32,68,0,19,26,,
500315,0,0,0,0,0,38,0,17,0,0,4,,
500320,0,7,0,15,23,408,26,238,0,45,25,2,0
500325,2,0,0,0,1,29,4,23,0,0,0,1,0
500330,2,0,0,1,15,120,19,42,0,51,4,,
500345,5,3,0,0,1,11,1,22,0,1,0,,
500348,0,0,0,0,0,3,0,0,0,0,0,,
500370,399,52,69,168,73,1007,415,977,0,624,122,3,2
500375,1,2,0,0,0,29,0,24,0,0,0,,
500380,0,3,0,0,0,16,0,19,0,20,0,1,0
500400,1,0,0,0,0,7,10,16,0,0,0,,
500410,0,0,0,0,0,0,0,0,0,0,0,,
500430,0,0,0,0,0,30,0,5,0,4,0,,
500440,0,0,0,0,0,0,0,0,0,0,0,,
500450,1,0,0,0,0,2,0,0,0,0,0,,
500460,0,0,0,0,1,36,10,43,0,0,0,,
500470,21,1,2,0,1,59,7,64,0,5,4,,
500480,0,0,0,0,0,20,0,0,0,0,0,,
500500,3,5,0,0,2,51,2,16,0,25,10,,
500510,3,0,0,0,0,5,0,4,0,0,0,,
500520,0,0,0,0,0,0,0,0,0,0,0,,
500540,2,0,0,0,1,68,11,57,0,8,0,,
500560,0,0,0,0,0,53,0,14,0,0,0,,
500568,0,3,0,0,0,56,14,14,0,1,1,1,0
500570,3,3,0,0,14,121,44,150,0,9,5,,
500580,0,0,0,0,1,23,0,12,0,0,0,,
500600,2,0,0,0,4,57,1,29,0,0,2,,
500620,31,5,0,0,11,73,20,227,0,3,2,4,0
500625,0,0,0,0,0,1,0,0,0,0,0,,
500630,0,0,0,35,2,100,3,193,0,1,0,1,0
500635,0,0,0,0,0,2,0,1,0,0,0,,
500660,43,3,0,4,22,290,7,159,0,40,40,4,0
500690,0,0,0,0,0,0,0,16,0,0,0,,
500710,0,1,0,0,0,22,4,10,0,0,2,,
500720,5,1,0,0,2,57,0,36,0,3,1,,
500740,0,1,0,0,0,52,2,37,0,1,0,,
500750,0,0,0,0,0,0,0,0,0,0,0,,
500769,1,1,0,0,2,40,3,48,0,1,0,,
500770,1,0,0,0,0,25,0,27,0,11,0,,
500790,1,1,0,0,1,37,0,37,0,1,2,,
500793,0,0,0,0,2,10,5,17,0,0,0,,
500795,1,0,0,0,0,2,2,0,0,1,0,,
500800,0,0,0,0,0,0,0,1,0,0,0,,
500830,25,7,0,42,25,416,134,464,0,163,37,1,0
500840,0,0,0,0,0,0,0,0,0,0,0,,
510010,0,0,0,0,0,0,0,6,0,0,0,,
510020,1,0,0,0,1,102,0,83,0,0,0,,
510025,87,3,0,3,5,171,7,288,0,27,23,2,0
510030,0,0,0,6,4,67,0,115,0,8,4,,
510035,0,0,0,0,0,0,0,0,0,0,0,1,0
510040,0,0,0,0,0,0,1,11,0,0,0,,
510060,0,0,0,0,0,0,0,2,0,0,0,,
510080,0,0,0,0,0,0,1,2,0,0,0,,
510100,0,0,0,0,0,0,0,0,0,0,0,,
510125,0,1,0,0,10,26,1,94,0,0,0,1,0
510130,0,0,0,0,1,42,0,0,0,0,0,,
510140,0,0,0,0,2,46,4,127,0,0,10,,
510170,0,0,0,1,18,147,86,150,0,18,2,,
510180,92,23,0,39,5,157,97,648,0,189,22,2,0
510185,0,0,0,0,0,0,0,0,0,0,0,,
510190,0,0,0,0,1,30,3,26,0,0,0,,
510250,56,1,0,15,38,237,104,245,0,333,23,1,1
510260,0,0,0,0,1,1,0,1,0,0,0,,
510263,1,0,0,0,2,72,5,96,0,7,0,1,0
510267,0,3,0,0,0,49,1,64,0,3,4,1,0
510268,0,0,0,0,2,9,1,80,0,0,0,,
510270,0,0,0,0,4,66,2,57,0,0,0,,
510279,0,0,0,0,0,3,1,6,0,0,1,,
510285,0,0,0,0,0,24,1,13,0,0,0,,
510300,0,1,0,0,9,44,2,27,0,6,2,,
510320,3,3,0,0,3,240,3,191,0,122,15,1,0
510325,2,0,0,1,2,120,3,75,0,12,1,,
510330,0,0,0,0,4,75,1,52,0,0,0,,
510335,1,1,0,0,1,79,0,31,0,2,14,,
510336,0,0,0,0,0,0,0,2,0,0,0,,
510340,282,68,34,241,164,620,616,1963,0,1239,250,22,2
510350,0,1,0,0,1,111,0,144,0,51,0,1,0
510370,0,0,0,0,0,2,0,0,0,0,0,,
510385,0,0,0,0,0,0,0,0,0,0,0,,
510410,13,2,0,48,11,118,95,108,0,206,9,3,0
510420,0,0,0,0,0,0,1,1,0,0,0,,
510452,0,0,0,0,0,0,0,1,0,0,0,,
510454,0,0,0,0,0,0,0,0,0,0,0,,
510460,0,0,0,0,0,0,0,0,0,0,0,,
510480,22,0,0,0,3,48,14,48,0,4,3,1,0
510500,0,0,0,0,1,2,0,4,0,0,0,,
510510,35,0,0,0,5,156,0,60,0,0,4,1,0
510515,0,0,0,6,3,120,6,99,0,34,1,2,0
510517,0,0,0,0,0,12,7,38,0,0,0,,
510525,95,3,0,1,14,110,8,218,0,15,3,1,0
510530,0,0,0,0,0,19,0,0,0,0,0,,
510558,14,2,0,0,0,62,0,39,0,12,2,,
510560,0,0,0,0,0,9,0,10,0,0,0,1,0
510562,0,0,0,0,2,68,1,25,0,3,0,,
510590,0,0,0,0,0,2,0,2,0,1,0,,
510600,0,0,0,0,0,0,1,0,0,0,0,,
510615,0,0,0,0,0,0,0,0,0,0,0,,
510617,0,0,0,0,0,0,0,0,0,0,0,,
510618,0,0,0,0,0,1,0,0,0,0,0,,
510622,68,3,0,0,3,61,7,149,0,9,3,2,0
510623,0,0,0,0,0,0,0,0,0,0,0,,
510624,0,0,0,0,1,16,1,7,0,3,0,,
510625,38,0,0,0,1,38,26,20,0,4,17,,
510628,0,0,0,0,0,0,0,0,0,0,0,,
510629,0,0,0,0,0,0,0,0,0,0,0,,
510630,0,0,0,0,1,0,0,3,0,0,0,,
510637,0,0,0,0,2,46,1,20,0,0,0,,
510642,1,0,0,1,0,36,0,11,0,2,1,,
510650,0,0,0,0,0,12,0,16,0,1,3,,
510665,0,0,0,0,0,28,9,0,0,15,0,,
510675,25,0,0,1,10,189,6,169,0,2,3,,
510677,0,0,0,0,0,42,3,57,0,1,1,,
510680,0,0,0,0,0,9,0,5,0,1,0,,
510682,0,0,0,0,0,35,0,0,0,0,0,,
510700,0,1,0,0,0,3,3,5,0,1,0,,
510704,102,8,0,73,4,170,99,315,0,161,33,2,0
510706,0,0,0,1,0,54,0,94,0,0,5,,
510710,35,0,0,34,1,74,0,40,0,124,0,1,0
510718,0,0,0,0,1,22,0,5,0,0,0,,
510719,0,0,0,0,0,0,0,0,0,0,0,,
510720,0,0,0,0,0,0,0,0,0,0,0,,
510730,1,2,0,0,2,7,3,20,0,0,1,,
510760,272,12,21,213,37,482,339,766,0,478,29,4,1
510775,0,0,0,0,0,0,0,0,0,0,0,,
510780,0,0,0,0,0,0,0,0,0,0,0,,
510785,3,0,0,0,1,69,1,9,0,8,2,,
510787,1,1,0,0,2,60,1,85,0,0,7,,
510790,102,16,0,73,37,296,294,600,0,466,72,5,0
510792,137,7,0,35,4,203,14,264,0,95,24,3,0
510794,0,0,0,0,0,7,0,14,0,0,0,,
510795,89,3,0,98,4,182,120,382,0,331,2,3,0
510800,0,0,0,0,0,32,0,21,0,0,0,,
510805,0,0,0,0,0,11,0,1,0,0,0,,
510840,33,12,6,100,26,297,242,710,0,551,69,3,0
510850,0,0,0,0,0,0,0,0,0,0,0,,
510860,0,0,0,0,0,38,0,87,0,0,0,,
510880,0,0,0,0,0,0,0,0,0,0,0,,
510890,0,0,0,0,0,5,0,0,0,0,0,,
510895,0,0,0,0,0,3,1,4,0,0,0,,
520005,0,0,0,0,0,0,0,0,0,0,0,,
520010,0,0,0,0,0,1,0,0,0,0,0,,
520013,0,0,0,0,0,12,0,5,0,0,0,,
520025,0,2,0,2,26,169,6,205,0,68,22,2,0
520030,0,0,0,0,3,74,2,69,0,0,2,,
520060,0,0,0,0,0,22,0,16,0,0,0,,
520082,0,0,0,0,0,1,0,0,0,3,0,,
520110,329,47,166,169,122,610,603,1244,0,984,112,10,1
520130,0,0,0,0,0,9,0,73,0,0,0,0,1
520140,0,12,9,24,39,454,56,659,0,522,28,6,0
520170,0,0,0,0,0,0,0,0,0,0,1,,
520215,0,0,0,0,0,0,0,0,0,0,0,,
520250,0,0,0,0,0,0,0,0,0,0,0,,
520320,0,0,0,0,1,6,0,2,0,0,0,,
520330,0,0,0,0,0,16,1,9,0,0,3,,
520350,0,0,0,2,0,2,0,0,0,0,0,,
520400,0,0,0,0,0,0,0,0,0,0,0,,
520440,0,0,0,0,2,37,0,91,0,0,0,,
520450,0,2,0,0,7,81,7,191,0,15,10,2,0
520455,0,0,0,0,0,0,0,0,0,0,0,,
520470,0,0,0,0,0,0,0,0,0,0,0,,
520490,11,0,0,0,1,40,0,10,0,6,0,,
520500,0,0,0,0,0,0,0,0,0,0,0,,
520510,7,6,39,89,40,448,277,350,0,119,7,4,1
520530,0,0,0,0,0,7,0,0,0,0,0,,
520540,31,1,0,0,18,188,40,143,0,116,30,1,0
520545,0,0,0,0,0,0,0,0,0,0,0,,
520547,2,0,0,0,0,4,1,6,0,0,0,,
520549,0,0,0,0,6,40,0,64,0,12,5,,
520551,0,0,0,0,0,4,4,0,0,0,0,,
520552,0,0,0,0,0,0,0,0,0,0,0,,
520590,0,0,0,0,0,0,0,0,0,0,0,,
520620,5,0,0,0,9,55,3,109,0,8,0,1,0
520640,0,0,0,0,8,6,0,1,0,0,0,,
520740,10,0,0,0,0,0,0,8,0,0,0,,
520800,10,7,0,26,43,509,21,382,0,54,25,4,0
520840,0,0,0,0,0,1,0,0,0,0,0,,
520860,26,3,0,1,24,240,81,230,0,126,11,1,0
520870,401,512,175,936,669,2473,2087,5171,0,2969,514,31,3
520880,0,0,0,0,2,53,0,15,0,5,1,,
520890,0,15,0,0,0,47,18,105,0,14,0,,
520910,31,3,0,0,0,22,24,106,0,136,0,0,1
520920,0,0,0,0,0,0,0,0,0,0,0,,
520940,0,0,0,0,0,0,0,0,0,0,0,,
520970,0,0,0,0,0,0,0,0,0,0,0,,
520995,0,0,0,0,0,0,0,8,0,0,0,1,0
521000,0,1,0,0,9,103,3,116,0,31,2,1,0
521010,50,0,0,0,0,8,2,26,0,1,2,,
521020,45,1,0,32,7,65,18,78,0,35,3,1,0
521030,0,0,0,0,0,0,0,0,0,0,0,,
521040,0,1,0,0,2,38,6,112,0,2,0,1,0
521090,0,0,0,0,1,37,4,8,0,0,0,,
521120,0,0,0,0,1,65,2,41,0,2,7,1,0
521150,91,3,34,43,35,379,162,319,0,150,30,5,0
521180,0,31,0,0,0,43,9,39,0,2,0,1,0
521190,148,7,32,47,34,190,40,228,0,123,4,3,1
521220,0,0,0,0,0,63,2,46,0,1,0,1,0
521250,77,4,0,2,48,151,22,239,0,81,9,3,0
521270,0,0,0,0,0,0,0,0,0,0,0,,
521308,0,0,0,0,1,34,3,5,0,1,0,,
521310,97,3,0,28,1,140,56,168,0,385,0,1,1
521380,31,6,0,0,9,53,5,51,0,13,1,,
521400,0,0,0,0,1,7,1,20,0,0,0,,
521440,0,0,0,0,0,0,0,0,0,0,0,,
521450,0,0,0,0,0,8,0,6,0,0,0,,
521460,0,1,0,0,4,132,6,127,0,57,14,,
521483,0,0,0,0,0,1,0,0,0,0,0,,
521486,0,0,0,0,0,0,0,0,0,0,0,,
521523,0,1,0,0,2,27,9,69,0,10,13,1,0
521530,0,0,0,0,0,0,0,0,0,0,0,,
