SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,bolsonaro,lula,branco,nulo,bolsonaro_perc,lula_perc,codigo_ibge,cod_uf,codigo_ibge_dv
PB,21059,NOVA OLINDA,557,3064,55,229,0.142637644046095,0.784635083226633,21059,25,252105
PB,21075,NOVA PALMEIRA,385,2410,49,130,0.129455279085407,0.810356422326833,21075,25,252107
PB,21091,OLHO D ÁGUA,1021,3989,73,316,0.189109094276718,0.738840526023338,21091,25,252109
PB,21113,OLIVEDOS,783,2275,61,152,0.239376337511464,0.69550596147967,21113,25,252111
PB,21130,OURO VELHO,444,1944,19,71,0.179176755447942,0.784503631961259,21130,25,252113
PB,21156,PASSAGEM,436,1524,35,74,0.210729821169647,0.736587723537941,21156,25,252115
PB,21172,PATOS,17506,34464,767,2386,0.31758068319939,0.62521996262903,21172,25,252117
PB,21199,PAULISTA,1979,5642,99,375,0.244471896232242,0.696973440395306,21199,25,252119
PB,21210,PEDRA BRANCA,649,2090,42,180,0.219182708544411,0.705842620736238,21210,25,252121
PB,21237,PEDRA LAVRADA,932,3787,70,282,0.183790179451785,0.746795503845395,21237,25,252123
PB,21253,PEDRAS DE FOGO,5820,12482,313,1100,0.295206695409587,0.633121988333756,21253,25,252125
PB,21270,PIANCÓ,2379,7001,121,590,0.235754632841146,0.693786542463581,21270,25,252127
PB,21296,PICUÍ,3060,8593,177,613,0.245921401591256,0.690589086233223,21296,25,252129
PB,21318,PILAR,2197,5645,110,467,0.260957358356099,0.670507186126618,21318,25,252131
PB,21334,PILÕES,1076,3926,99,348,0.197467425215636,0.720499174160397,21334,25,252133
PB,21350,PILÕEZINHOS,733,3288,56,285,0.168042182485099,0.753782668500688,21350,25,252135
PB,21377,PIRPIRITUBA,1428,4359,137,360,0.227243793761935,0.693666454487588,21377,25,252137
PB,21393,PITIMBU,2913,6366,139,451,0.295166683554565,0.645050157057453,21393,25,252139
PB,21415,POCINHOS,3632,7233,205,734,0.307692307692308,0.612758386987462,21415,25,252141
PB,21431,POMBAL,6338,12585,233,928,0.31557458673571,0.626618203545111,21431,25,252143
PB,21458,PRATA,812,2297,46,129,0.247259439707674,0.699451887941535,21458,25,252145
PB,21474,PRINCESA ISABEL,1877,10186,140,642,0.146126897625535,0.792993382639159,21474,25,252147
PB,21490,PUXINANÃ,3060,6621,163,644,0.291762013729977,0.63129290617849,21490,25,252149
PB,21512,QUEIMADAS,7648,19836,411,1594,0.259350944419953,0.672657601139408,21512,25,252151
PB,21539,QUIXABA,506,1318,25,72,0.263404476834982,0.686100989068194,21539,25,252153
PB,21555,REMÍGIO,2358,8476,120,530,0.205329153605016,0.738070358760014,21555,25,252155
PB,21571,RIACHO DOS CAVALOS,1004,5124,92,249,0.155201731334055,0.792085330035554,21571,25,252157
PB,21598,RIO TINTO,4349,10404,206,826,0.275514729173266,0.659106746911625,21598,25,252159
PB,21610,SALGADINHO,454,1826,39,95,0.188069594034797,0.756420878210439,21610,25,252161
PB,21636,SALGADO DE SÃO FÉLIX,1902,5348,101,482,0.242818843355036,0.682752457551385,21636,25,252163
PB,21652,SANTA CRUZ,683,3752,34,163,0.147452504317789,0.810017271157168,21652,25,252165
PB,21679,SANTA HELENA,511,3928,34,225,0.108769689229459,0.836100468284376,21679,25,252167
PB,21695,SANTA LUZIA,2618,6677,157,421,0.265167628886863,0.676288868631622,21695,25,252169
PB,21717,SANTANA DE MANGUEIRA,346,2895,32,191,0.0998845265588914,0.835739030023095,21717,25,252171
PB,21733,SANTANA DOS GARROTES,950,3331,67,318,0.203600514359194,0.713887698242606,21733,25,252173
PB,21750,SANTA RITA,31965,44195,1456,5590,0.384167007186982,0.531151599644256,21750,25,252175
PB,21776,SANTA TERESINHA,1072,3293,54,217,0.23123382226057,0.710310612597066,21776,25,252177
PB,21792,SÃO BENTO,9122,11388,317,1050,0.416967591534488,0.520546692873794,21792,25,252179
PB,21814,SÃO JOÃO DO CARIRI,592,2685,30,136,0.171943072901539,0.779843160034853,21814,25,252181
PB,21830,SÃO JOÃO DO TIGRE,514,2513,35,184,0.158348736906962,0.774183610597659,21830,25,252183
PB,21857,SÃO JOSÉ DA LAGOA TAPADA,900,4180,71,336,0.164024056861673,0.761800619646437,21857,25,252185
PB,21873,SÃO JOSÉ DE CAIANA,623,3038,35,218,0.159172202350537,0.776188042922841,21873,25,252187
PB,21890,SÃO JOSÉ DE ESPINHARAS,667,2664,37,139,0.190191046478472,0.759623609923011,21890,25,252189
PB,21911,SÃO JOSÉ DE PIRANHAS,1817,9614,132,604,0.149338374291115,0.790170132325142,21911,25,252191
PB,21938,SÃO JOSÉ DO BONFIM,786,2382,30,143,0.235258904519605,0.712960191559413,21938,25,252193
PB,21954,SÃO JOSÉ DO SABUGI,865,2533,37,172,0.239811477682284,0.702245633490435,21954,25,252195
PB,21970,SÃO JOSÉ DOS CORDEIROS,444,2165,34,142,0.159425493716338,0.77737881508079,21970,25,252197
PB,21997,SÃO MAMEDE,1411,3859,65,245,0.252867383512545,0.6915770609319,21997,25,252199
PB,22012,SÃO MIGUEL DE TAIPU,1923,2868,95,320,0.369381482904341,0.550902804456397,22012,25,252201
PB,22039,SÃO SEBASTIÃO DE LAGOA DE ROÇA,1897,4683,149,430,0.264981142617684,0.65414163989384,22039,25,252203
PB,22055,SÃO SEBASTIÃO DO UMBUZEIRO,298,2113,26,124,0.116360796563842,0.825068332682546,22055,25,252205
PB,22071,SAPÉ,8833,18973,571,1889,0.291845635366418,0.626875041300469,22071,25,252207
PB,22098,SÃO VICENTE DO SERIDÓ,1343,5274,132,410,0.187596032965498,0.736695069143735,22098,25,252209
PB,22110,SERRA BRANCA,2155,5801,102,427,0.253977607542722,0.68367707719505,22110,25,252211
PB,22136,SERRA DA RAIZ,584,1646,39,134,0.243029546400333,0.684977111943404,22136,25,252213
PB,22152,SERRA GRANDE,321,1935,20,130,0.133416458852868,0.80423940149626,22152,25,252215
PB,22179,SERRA REDONDA,1126,3689,65,313,0.21683034854612,0.710379356826497,22179,25,252217
PB,22195,SERRARIA,742,2342,51,244,0.219591595146493,0.693104468777745,22195,25,252219
PB,22217,SOLÂNEA,4326,11616,260,988,0.251657940663176,0.675741710296684,22217,25,252221
PB,22233,SOLEDADE,2415,6232,136,514,0.259761213294611,0.670323760352802,22233,25,252223
PB,22250,SOUSA,10562,26755,534,1721,0.266905893055696,0.676109370261801,22250,25,252225
PB,22276,SUMÉ,2039,8400,106,496,0.184675301150258,0.760800652114845,22276,25,252227
PB,22292,TACIMA,1314,4352,78,282,0.21805509459011,0.722203783604381,22292,25,252229
PB,22314,TAPEROÁ,1560,6303,117,531,0.183292210081072,0.740571025731406,22314,25,252231
PB,22330,TAVARES,929,7216,97,413,0.107336799537839,0.833737723859041,22330,25,252233
PB,22357,TEIXEIRA,1617,7304,125,419,0.170839936608558,0.771685155837295,22357,25,252235
PB,22373,TRIUNFO,664,4900,53,247,0.113233287858117,0.835607094133697,22373,25,252237
PB,22390,UIRAÚNA,1821,7524,107,446,0.183976560921398,0.760153566377046,22390,25,252239
PB,22411,UMBUZEIRO,1098,4100,88,314,0.196071428571429,0.732142857142857,22411,25,252241
PB,22438,VÁRZEA,340,1765,19,74,0.154686078252957,0.803002729754322,22438,25,252243
PE,23000,QUIXABA,471,4340,40,164,0.0939182452642074,0.865403788634098,23000,26,262300
PE,23019,AFOGADOS DA INGAZEIRA,4776,16835,237,950,0.20949206070708,0.738441968593736,23019,26,262301
PE,23027,LAGOA DO CARRO,3505,8339,163,595,0.278130455483257,0.661720361847326,23027,26,262302
PE,23035,AFRÂNIO,2885,10057,176,744,0.208122925984706,0.725508584619824,23035,26,262303
PE,23043,SANTA CRUZ DA BAIXA VERDE,1068,6151,73,419,0.138503436648943,0.797691609389184,23043,26,262304
PE,23051,AGRESTINA,3659,11902,220,927,0.218996887718458,0.712353363658128,23051,26,262305
PE,23060,XEXÉU,2143,5083,118,427,0.275768884313473,0.654098571612405,23060,26,262306
PE,23078,ÁGUA PRETA,3720,10942,261,792,0.236716512885778,0.696277441934458,23078,26,262307
PE,23086,VERTENTE DO LÉRIO,1130,4788,66,344,0.178571428571429,0.756637168141593,23086,26,262308
PE,23094,ÁGUAS BELAS,4837,17762,255,1405,0.199389917144153,0.732181870645946,23094,26,262309
PE,23108,SANTA CRUZ,1174,8645,57,349,0.11481662591687,0.845476772616137,23108,26,262310
PE,23116,ALAGOINHA,1138,8364,82,450,0.113414391070361,0.833565876021527,23116,26,262311
PE,23124,JUCATI,1095,6504,107,415,0.134835611377909,0.800886590321389,23124,26,262312
PE,23132,ALIANÇA,5979,14929,284,1274,0.266135493634826,0.664515267515357,23132,26,262313
PE,23140,DORMENTES,2610,9778,165,678,0.197264001209281,0.739021993802434,23140,26,262314
PE,23159,ALTINHO,2992,9970,167,840,0.214188560383707,0.713723244326723,23159,26,262315
PE,23167,CARNAUBEIRA DA PENHA,663,7945,58,414,0.0730176211453745,0.875,23167,26,262316
PE,23175,AMARAJI,3949,8717,220,739,0.289834862385321,0.639779816513762,23175,26,262317
PE,23183,LAGOA GRANDE,3006,12277,172,817,0.184734513274336,0.754486234021632,23183,26,262318
PE,23191,ANGELIM,1460,5227,87,376,0.204195804195804,0.731048951048951,23191,26,262319
PE,23205,ARAÇOIABA,3863,9158,160,743,0.277434645216892,0.657713300775639,23205,26,262320
PE,23213,ARARIPINA,9004,34412,605,3020,0.191407495588954,0.731532067770668,23213,26,262321
PE,23221,CASINHAS,1590,7130,120,573,0.168915329862956,0.75746308297036,23221,26,262322
PE,23230,ARCOVERDE,9790,28536,437,1662,0.242176870748299,0.705899814471243,23230,26,262323
PE,23248,MANARI,978,8230,87,348,0.101420719693042,0.853468837498704,23248,26,262324
PE,23256,BARRA DE GUABIRABA,2800,4921,92,397,0.341047503045067,0.599390986601705,23256,26,262325
PE,23264,JATOBÁ,1156,6795,73,337,0.138260973567755,0.81270182992465,23264,26,262326
PE,23272,BARREIROS,7814,14258,372,1247,0.329829893208391,0.601831919294247,23272,26,262327
PE,23280,TAMANDARÉ,4648,9364,182,654,0.313038793103448,0.630657327586207,23280,26,262328
PE,23299,BELÉM DE MARIA,1792,5248,104,416,0.237037037037037,0.694179894179894,23299,26,262329
PE,23302,JAQUEIRA,1697,4961,70,341,0.240062243598812,0.701796576602065,23302,26,262330
PE,23310,BELÉM DO SÃO FRANCISCO,1774,9609,104,550,0.147378915012046,0.7982886101188,23310,26,262331
PE,23329,SANTA FILOMENA,1099,8032,72,394,0.114514952589351,0.83692820673127,23329,26,262332
PE,23337,BELO JARDIM,13602,32048,866,2976,0.274832296128667,0.647538996201406,23337,26,262333
PE,23353,BETÂNIA,759,5988,67,472,0.104172385396651,0.821850123524568,23353,26,262335
PE,23370,BEZERROS,10289,26858,545,2072,0.258751634644402,0.675435066894679,23370,26,262337
PE,23396,BODOCÓ,2126,17617,206,1167,0.100681947338511,0.83429626823262,23396,26,262339
PE,23418,BOM CONSELHO,4876,19659,257,1562,0.18501935190104,0.745958867724065,23418,26,262341
PE,23434,BOM JARDIM,5280,17305,285,1257,0.218841961288183,0.71724623865379,23434,26,262343
PE,23450,BONITO,7600,15572,323,1367,0.305687394417183,0.626337382350575,23450,26,262345
PE,23477,BREJÃO,1258,5727,88,431,0.167643923240938,0.763192963752665,23477,26,262347
PE,23493,BREJINHO,817,4672,77,328,0.138615541228368,0.792670512385477,23493,26,262349
PE,23515,BREJO DA MADRE DE DEUS,7781,17344,381,1324,0.290011181513231,0.646440551621319,23515,26,262351
PE,23531,BUENOS AIRES,1999,6756,119,500,0.213249413270749,0.720716876466823,23531,26,262353
PE,23558,BUÍQUE,3394,22899,351,1981,0.11856768558952,0.799965065502183,23558,26,262355
PE,23574,CABO DE SANTO AGOSTINHO,40592,86617,2187,8292,0.294811457788624,0.629081691941201,23574,26,262357
PE,23590,CABROBÓ,3196,15805,190,995,0.158327553750124,0.782968393936392,23590,26,262359
PE,23612,CACHOEIRINHA,2911,9123,222,642,0.225693906031943,0.707318964180493,23612,26,262361
PE,23639,CAETÉS,1281,12668,159,710,0.086448913483601,0.854906195168039,23639,26,262363
PE,23655,CALÇADO,724,5190,72,348,0.114303757499211,0.8193874329018,23655,26,262365
PE,23671,CALUMBI,583,4456,39,197,0.110521327014218,0.844739336492891,23671,26,262367
PE,23698,CAMOCIM DE SÃO FÉLIX,3155,8654,145,621,0.250894632206759,0.688190854870775,23698,26,262369
PE,23710,CAMUTANGA,1597,4017,62,268,0.268674293405114,0.675807537012113,23710,26,262371
PE,23736,CANHOTINHO,3499,9021,184,816,0.258801775147929,0.667233727810651,23736,26,262373
PE,23752,CAPOEIRAS,1322,9863,158,582,0.110859538784067,0.827085953878407,23752,26,262375
PE,23779,CARNAÍBA,1535,10147,101,642,0.123541247484909,0.816659959758551,23779,26,262377
PE,23795,CARPINA,20237,25788,705,2451,0.411480043106078,0.52434883389927,23795,26,262379
PE,23817,CARUARU,83013,113187,3224,9882,0.39661070394542,0.540772839765702,23817,26,262381
PE,23833,CATENDE,4947,13519,257,956,0.251384724833579,0.686975964225825,23833,26,262383
PE,23850,CEDRO,799,5956,75,361,0.111111111111111,0.828257544152413,23850,26,262385
PE,23876,CHÃ DE ALEGRIA,2505,6198,112,469,0.269819043515726,0.667600172339509,23876,26,262387
PE,23892,CHÃ GRANDE,4695,10138,194,806,0.296532558580181,0.640308217015095,23892,26,262389
PE,23914,CONDADO,4414,10795,200,814,0.272082845343032,0.665413302101954,23914,26,262391
PE,23930,CORRENTES,1369,7901,77,419,0.140180217079664,0.809031333196805,23930,26,262393
PE,23957,CORTÊS,2158,5750,88,444,0.255687203791469,0.681279620853081,23957,26,262395
PE,23973,CUMARU,2524,8517,142,613,0.213970837572058,0.722024415055951,23973,26,262397
PE,23990,CUPIRA,5142,9813,213,802,0.321978710081403,0.614464621164684,23990,26,262399
PE,24015,CUSTÓDIA,2589,17988,182,949,0.119264787175235,0.828634604754008,24015,26,262401
PE,24031,ESCADA,10999,25986,523,1949,0.278759155536407,0.658590364193933,24031,26,262403
PE,24058,EXU,2591,17880,242,1116,0.118695313573686,0.819093865958129,24058,26,262405
PE,24074,FEIRA NOVA,4785,9062,212,774,0.322591518910537,0.610935077192746,24074,26,262407
PE,24090,FERREIROS,2105,5599,112,419,0.255616272009715,0.679902853673346,24090,26,262409
PE,24112,FLORES,1565,10397,134,698,0.122322963889323,0.812646553071753,24112,26,262411
PE,24139,FLORESTA,2519,15151,129,710,0.136095953320006,0.818574747420174,24139,26,262413
PE,24155,FREI MIGUELINHO,2662,7181,107,403,0.257123539070801,0.693615377185357,24155,26,262415
PE,24171,GAMELEIRA,3379,7613,175,625,0.286550203527816,0.645607191316147,24171,26,262417
PE,24198,GARANHUNS,19731,55436,1079,3377,0.247805282393278,0.696230988533464,24198,26,262419
PE,24210,GLÓRIA DO GOITÁ,4353,13365,235,1117,0.228264289459885,0.700839014158364,24210,26,262421
PE,24236,GOIANA,17502,31879,732,2367,0.333498475609756,0.607450457317073,24236,26,262423
PE,24252,GRANITO,707,4689,44,219,0.124933733875243,0.828591623961831,24252,26,262425
PE,24279,GRAVATÁ,19063,33033,910,2823,0.34145336652994,0.591681742463594,24279,26,262427
PE,24295,IATI,1439,9037,106,580,0.128919548468016,0.809621931553485,24295,26,262429
PE,24317,IBIMIRIM,1624,12969,108,604,0.106109114668409,0.847370140476968,24317,26,262431
PE,24333,IBIRAJUBA,964,4176,67,284,0.175560007284648,0.760517209979967,24333,26,262433
PE,24350,IGARASSU,23927,44577,1057,3936,0.325550702749772,0.606514551614352,24350,26,262435
PE,24376,IGUARACY,945,5738,56,353,0.133248730964467,0.809080654258319,24376,26,262437
PE,24392,INAJÁ,1021,9502,88,429,0.092481884057971,0.860688405797102,24392,26,262439
PE,24414,INGAZEIRA,401,2859,39,141,0.11656976744186,0.831104651162791,24414,26,262441
PE,24430,IPOJUCA,17518,45488,782,3382,0.260800952806312,0.677207086496948,24430,26,262443
PE,24457,IPUBI,2692,13295,194,965,0.157004549165986,0.775399510089817,24457,26,262445
PE,24473,ITACURUBA,412,2829,19,131,0.121498083161309,0.834267177823651,24473,26,262447
PE,24490,ITAÍBA,2199,11629,148,923,0.147593798241493,0.780522182696825,24490,26,262449
PE,24511,ILHA DE ITAMARACÁ,3719,9700,151,664,0.261275818462835,0.681466910214978,24511,26,262451
PE,24538,ITAPETIM,1594,7400,100,456,0.166910994764398,0.774869109947644,24538,26,262453
PE,24554,ITAQUITINGA,3170,6867,113,620,0.294336118848654,0.637604456824513,24554,26,262455
PE,24570,JABOATÃO DOS GUARARAPES,161952,204012,5383,20409,0.413400177661606,0.520762923860771,24570,26,262457
PE,24597,JATAÚBA,2083,8785,120,576,0.180127983396749,0.759685230024213,24597,26,262459
PE,24619,JOÃO ALFREDO,3582,14346,265,1029,0.186348975132661,0.746332327541359,24619,26,262461
PE,24635,JOAQUIM NABUCO,2886,7152,165,715,0.264334127129511,0.655065030225316,24635,26,262463
PE,24651,JUPI,1496,8003,173,542,0.146465635402389,0.783532406500881,24651,26,262465
PE,24678,JUREMA,1788,6783,108,526,0.194242259641499,0.736882129277567,24678,26,262467
PE,24694,LAGOA DE ITAENGA,4474,9490,221,863,0.297315257841574,0.630648591174907,24694,26,262469
PE,24716,LAGOA DO OURO,1179,6778,71,538,0.137637170207798,0.791267802941863,24716,26,262471
PE,24732,LAGOA DOS GATOS,1751,6821,89,462,0.19193247835142,0.747670722350104,24732,26,262473
PE,24759,LAJEDO,7009,16510,361,1244,0.278976277662793,0.65714058270976,24759,26,262475
PE,24775,LIMOEIRO,9856,25468,466,1854,0.26182127297843,0.676548719583466,24775,26,262477
PE,24791,MACAPARANA,4692,9524,183,918,0.306326304106548,0.621792779264869,24791,26,262479
PE,24813,MACHADOS,1847,6270,135,469,0.211787639032221,0.718954248366013,24813,26,262481
PE,24830,MARAIAL,1639,4040,67,324,0.27001647446458,0.665568369028007,24830,26,262483
PE,24856,MIRANDIBA,1556,6904,83,495,0.172161982739544,0.763885815445895,24856,26,262485
PE,24872,MORENO,13064,24360,738,2403,0.322051029212375,0.600517687661777,24872,26,262487
PE,24899,NAZARÉ DA MATA,7418,12750,343,1103,0.343203479226427,0.589895438141945,24899,26,262489
PE,24910,OLINDA,101401,144847,3245,12251,0.387405250932209,0.553391863805856,24910,26,262491
PE,24937,OROBÓ,2679,10941,206,855,0.182480757441591,0.745248961242422,24937,26,262493
PE,24953,OROCÓ,1708,7303,106,455,0.178437108232344,0.762954450480568,24953,26,262495
PE,24970,OURICURI,5018,30469,373,2080,0.132261465471798,0.803083816552451,24970,26,262497
PE,24996,PALMARES,9121,21111,440,1357,0.284773174310781,0.659121421212027,24996,26,262499
PE,25011,PALMEIRINA,674,3507,70,297,0.148197009674582,0.771108179419525,25011,26,262501
PE,25038,PANELAS,3306,11117,145,954,0.212988017008118,0.716209251385131,25038,26,262503
PE,25054,PARANATAMA,1159,7075,100,501,0.131182795698925,0.800792303338993,25054,26,262505
PE,25070,PARNAMIRIM,1301,12468,88,434,0.0910363165628717,0.872437198236652,25070,26,262507
PE,25097,PASSIRA,4785,14746,256,1118,0.228892609423583,0.705381487682373,25097,26,262509
PE,25119,PAUDALHO,13715,21236,573,2081,0.364712139343172,0.564712139343173,25119,26,262511
PE,25135,PAULISTA,77951,108875,2437,8453,0.394257419733355,0.550663578061462,25135,26,262513
PE,25151,PEDRA,2312,11534,180,775,0.156205661779609,0.779271670833052,25151,26,262515
PE,25178,PESQUEIRA,6157,29564,447,2439,0.159478850985573,0.765767865931049,25178,26,262517
PE,25194,PETROLÂNDIA,3493,14965,199,741,0.180070110320652,0.771471285699557,25194,26,262519
PE,25216,PETROLINA,59182,123571,2624,8889,0.304644147714989,0.636091750486446,25216,26,262521
PE,25232,POÇÃO,1134,6232,100,464,0.143001261034048,0.785876418663304,25232,26,262523
PE,25259,POMBOS,5403,10427,255,864,0.318779869018821,0.615198536786831,25259,26,262525
PE,25275,PRIMAVERA,2285,5918,129,448,0.260250569476082,0.674031890660592,25275,26,262527
PE,25291,QUIPAPÁ,1967,8821,147,643,0.169891172914148,0.761875971670409,25291,26,262529
PE,25313,RECIFE,433317,558690,13654,48388,0.411097586544838,0.530041772251575,25313,26,262531
PE,25330,RIACHO DAS ALMAS,4576,11721,266,966,0.261053111985852,0.668663357864111,25330,26,262533
PE,25356,RIBEIRÃO,6397,14648,293,1063,0.285567608588902,0.653899379491987,25356,26,262535
PE,25372,RIO FORMOSO,3401,8623,194,643,0.264442889355416,0.670476634787342,25372,26,262537
PE,25399,SAIRÉ,2567,6308,153,566,0.267563060245987,0.657494267250365,25399,26,262539
PE,25410,SALGADINHO,1171,3921,56,289,0.215376126540372,0.721169762736803,25410,26,262541
PE,25437,SALGUEIRO,6288,26290,394,1301,0.183468036063374,0.767076124062673,25437,26,262543
PE,25453,SALOÁ,1017,7785,85,518,0.108133971291866,0.827751196172249,25453,26,262545
PE,25470,SANHARÓ,2497,9748,128,648,0.191767145380539,0.748636817448737,25470,26,262547
PE,25496,SANTA CRUZ DO CAPIBARIBE,26632,24462,762,2193,0.492738071009639,0.452589317101149,25496,26,262549
PE,25518,SANTA MARIA DA BOA VISTA,3911,18803,254,1088,0.16257898237446,0.781634519454606,25518,26,262551
PE,25534,SANTA MARIA DO CAMBUCÁ,2416,6135,134,493,0.263238178252343,0.668446284593593,25534,26,262553
PE,25550,SANTA TEREZINHA,970,5042,73,326,0.151302448915926,0.786460770550616,25550,26,262555
PE,25577,SÃO BENEDITO DO SUL,1138,4249,77,405,0.1939001533481,0.723973419662634,25577,26,262557
PE,25593,SÃO BENTO DO UNA,6466,19814,326,1367,0.231151467486505,0.708325885675473,25593,26,262559
PE,25615,SÃO CAITANO,5241,18488,365,1426,0.205368338557994,0.724451410658307,25615,26,262561
PE,25631,SÃO JOÃO,1872,11706,160,786,0.128890112916552,0.805976315064721,25631,26,262563
PE,25658,SÃO JOAQUIM DO MONTE,3433,9626,198,921,0.242135703202144,0.678939201579913,25658,26,262565
PE,25674,SÃO JOSÉ DA COROA GRANDE,4714,6524,158,587,0.393390636735375,0.544437953767838,25674,26,262567
PE,25690,SÃO JOSÉ DO BELMONTE,2443,16861,200,1070,0.118742101681734,0.819529503256537,25690,26,262569
PE,25712,SÃO JOSÉ DO EGITO,3583,14107,210,863,0.190960933752598,0.751852049245856,25712,26,262571
PE,25739,SÃO LOURENÇO DA MATA,24022,39778,914,3565,0.35182120417698,0.582580295552073,25739,26,262573
PE,25755,SÃO VICENTE FÉRRER,2540,8099,118,616,0.223335971159764,0.712125208827926,25755,26,262575
PE,25771,SERRA TALHADA,10506,35953,444,2467,0.212801296333806,0.728235770710958,25771,26,262577
PE,25798,SERRITA,1202,10220,93,638,0.0989056200115198,0.840944622726899,25798,26,262579
PE,25810,SERTÂNIA,2573,15461,174,892,0.134712041884817,0.809476439790576,25810,26,262581
PE,25836,SIRINHAÉM,6982,14130,291,1185,0.309102178147689,0.625553391181158,25836,26,262583
PE,25852,MOREILÂNDIA,818,6448,77,335,0.106538160979422,0.839802031779109,25852,26,262585
PE,25879,SOLIDÃO,492,3752,36,157,0.110885733603786,0.845616407482533,25879,26,262587
PE,25895,SURUBIM,11284,25284,611,1743,0.289913159652639,0.649606906119932,25895,26,262589
PE,25917,TABIRA,2707,13249,143,630,0.161814812600873,0.791978002271505,25917,26,262591
PE,25933,TACAIMBÓ,1771,6024,139,509,0.209759564135971,0.713490465474358,25933,26,262593
PE,25950,TACARATU,1602,11201,115,614,0.118386047886491,0.827741649423589,25950,26,262595
PE,25976,ITAMBÉ,5122,13209,244,985,0.261860940695297,0.675306748466258,25976,26,262597
PE,25992,TAQUARITINGA DO NORTE,7129,9590,203,694,0.404688919164396,0.544391462306994,25992,26,262599
PE,26018,TEREZINHA,782,3974,60,286,0.15327322618581,0.77891023128185,26018,26,262601
PE,26034,TERRA NOVA,509,6122,59,203,0.0738430291600174,0.888147395908893,26034,26,262603
PE,26050,TIMBAÚBA,10388,21670,463,1776,0.302883634137097,0.631833688077674,26050,26,262605
PE,26077,TORITAMA,11702,14615,371,859,0.424801248774821,0.530547791048027,26077,26,262607
PE,26093,TRACUNHAÉM,2653,6264,140,489,0.277917452336057,0.656191074795726,26093,26,262609
PE,26115,TRINDADE,4083,12403,211,856,0.23260981028884,0.706602859909987,26115,26,262611
PE,26131,TRIUNFO,1398,7552,83,480,0.146956795963418,0.793861032271628,26131,26,262613
PE,26158,TUPANATINGA,1869,9787,135,835,0.148027878979883,0.775146523047679,26158,26,262615
PE,26174,TUPARETAMA,864,5424,53,211,0.131868131868132,0.827838827838828,26174,26,262617
PE,26190,VENTUROSA,1897,8908,111,563,0.165258297761129,0.776025786218312,26190,26,262619
PE,26212,VERDEJANTE,685,5286,57,301,0.108231948175067,0.835203033654606,26212,26,262621
PE,26239,VERTENTES,3718,8907,195,686,0.275285058492522,0.659484673478454,26239,26,262623
PE,26255,VICÊNCIA,5245,11005,235,1065,0.298860398860399,0.627065527065527,26255,26,262625
PE,26271,VITÓRIA DE SANTO ANTÃO,33410,47793,1160,4284,0.385587498701628,0.551582859187277,26271,26,262627
PE,26298,CAMARAGIBE,43186,55964,1419,5502,0.407142385760481,0.527608865759727,26298,26,262629
PE,26310,ABREU E LIMA,27008,38412,900,3266,0.388124047940678,0.552007587733165,26310,26,262631
PE,26336,ITAPISSUMA,4271,11005,225,910,0.260252269819024,0.670586801535555,26336,26,262633
PE,30015,FERNANDO DE NORONHA,922,1068,24,75,0.441359502154141,0.511249401627573,30015,26,263001
PI,10006,BRASILEIRA,864,4864,38,103,0.147214176179928,0.828761288124042,10006,22,221000
PI,10014,AGRICOLÂNDIA,640,3165,35,112,0.161943319838057,0.80086032388664,10014,22,221001
PI,10022,ALEGRETE DO PIAUÍ,636,2584,16,61,0.192902638762511,0.78374279648165,10022,22,221002
PI,10030,ÁGUA BRANCA,3351,8576,73,256,0.273417101827676,0.699738903394256,10030,22,221003
PI,10049,BAIXA GRANDE DO RIBEIRO,2437,5723,55,147,0.291437455154269,0.684405644582636,10049,22,221004
PI,10057,ALTO LONGÁ,1612,8272,45,216,0.158896007885658,0.815377033021193,10057,22,221005
PI,10065,BOM PRINCÍPIO DO PIAUÍ,1023,3789,53,109,0.205669481302774,0.761761158021713,10065,22,221006
PI,10073,ALTOS,4800,23349,221,682,0.165220983064849,0.803696819496076,10073,22,221007
PI,10081,BONFIM DO PIAUÍ,287,3582,42,97,0.0716067864271457,0.8937125748503,10081,22,221008
PI,10090,AMARANTE,1834,9530,67,271,0.156725346094685,0.814390702444027,10090,22,221009
PI,10103,BURITI DOS MONTES,633,4606,26,96,0.118074986010073,0.859168065659392,10103,22,221010
PI,10111,ANGICAL DO PIAUÍ,936,4205,28,106,0.177440758293839,0.797156398104265,10111,22,221011
PI,10120,CABECEIRAS DO PIAUÍ,842,5991,59,144,0.119670267197271,0.851478112563957,10120,22,221012
PI,10138,ANÍSIO DE ABREU,635,4913,34,126,0.11124737210932,0.860721793973371,10138,22,221013
PI,10146,CALDEIRÃO GRANDE DO PIAUÍ,669,3465,33,83,0.157411764705882,0.815294117647059,10146,22,221014
PI,10154,ANTÔNIO ALMEIDA,648,1596,17,50,0.280398096062311,0.690610125486802,10154,22,221015
PI,10162,CANAVIEIRA,374,2074,23,41,0.148885350318471,0.825636942675159,10162,22,221016
PI,10170,AROAZES,570,3544,31,106,0.13408609738885,0.833686191484357,10170,22,221017
PI,10189,COIVARAS,805,3386,22,72,0.187864644107351,0.790198366394399,10189,22,221018
PI,10197,ARRAIAL,475,2710,29,76,0.144376899696049,0.82370820668693,10197,22,221019
PI,10200,COLÔNIA DO GURGUÉIA,755,3239,27,72,0.184461275348155,0.791351087222087,10200,22,221020
